block	pop	Singletons	Doubletons	MAC=3-5	MAC=6-10	MAC=11-20	MAC=21-MAF005	MAF005-MAF01	rep	data
100	EAS	31	17	30	38	40	59	9	21	Original HAPGEN2
100	EAS	36	16	34	24	33	58	12	22	Original HAPGEN2
100	EAS	34	17	30	25	32	69	11	23	Original HAPGEN2
100	EAS	24	20	28	34	37	71	6	24	Original HAPGEN2
100	EAS	32	18	38	37	33	63	9	25	Original HAPGEN2
100	EAS	30	23	26	36	27	59	6	26	Original HAPGEN2
100	EAS	23	21	35	29	36	60	6	27	Original HAPGEN2
100	EAS	31	15	28	30	27	65	6	28	Original HAPGEN2
100	EAS	25	19	34	42	37	51	8	29	Original HAPGEN2
100	EAS	29	17	35	35	32	60	10	30	Original HAPGEN2
100	EAS	33	20	27	31	39	58	8	31	Original HAPGEN2
100	EAS	38	16	33	35	33	73	9	32	Original HAPGEN2
100	EAS	34	23	16	39	36	62	10	33	Original HAPGEN2
100	EAS	26	25	34	23	43	58	12	34	Original HAPGEN2
100	EAS	25	17	33	29	28	61	14	35	Original HAPGEN2
100	EAS	33	16	24	38	37	60	8	36	Original HAPGEN2
100	EAS	28	11	38	41	29	57	8	37	Original HAPGEN2
100	EAS	19	16	38	35	28	74	10	38	Original HAPGEN2
100	EAS	30	22	28	31	35	62	12	39	Original HAPGEN2
100	EAS	25	20	32	34	30	51	14	40	Original HAPGEN2
100	EAS	30	13	27	37	32	56	17	41	Original HAPGEN2
100	EAS	25	18	30	32	41	63	12	42	Original HAPGEN2
100	EAS	19	14	37	37	29	68	7	43	Original HAPGEN2
100	EAS	26	22	26	26	31	66	14	44	Original HAPGEN2
100	EAS	29	22	17	34	37	73	9	45	Original HAPGEN2
100	EAS	28	16	34	27	30	59	10	46	Original HAPGEN2
100	EAS	20	14	42	27	33	64	8	47	Original HAPGEN2
100	EAS	30	17	26	21	31	68	8	48	Original HAPGEN2
100	EAS	36	18	38	33	40	60	8	49	Original HAPGEN2
