pop	N	Fitted_singletons	Fitted_doubletons	Fitted_MAC3_5	Fitted_MAC6_10	Fitted_MAC11_20	Fitted_MAC21_MAF005	Fitted_MAF005_MAF01	block
AFR	8128	144.536309216748	36.6221136485568	34.2714207038067	16.0926212121648	10.1677755152099	10.1876227082167	2.32092487408483	11
EAS	9197	155.709900471886	44.3534762344371	41.965536588144	19.0705382369494	11.4113158170986	10.8248811014143	1.90197531244629	11
NFE	56885	433.670622461463	136.835131740082	134.822973233732	62.4803349456328	37.4096305872379	45.5199504702027	1.22470201619172	11
SAS	15308	227.286623470743	55.3169275725275	53.7064317262424	27.1519819748035	18.6095861888938	26.442483473198	3.90456604505832	11
AFR	8128	225.988112072622	53.4944378772627	50.2527450424431	24.3379001242235	16.0197020729146	17.1828237744418	4.26512817402297	12
EAS	9197	207.809744885191	54.8826391339979	51.8568019743227	24.3355793973882	15.2712970677689	15.7741377763591	3.10993229509135	12
NFE	56885	710.36839165719	211.386269965551	198.640374157954	87.0953400010144	49.6442733968936	54.8477834168881	1.20979503402536	12
SAS	15308	351.155693815128	95.8211931708504	92.6650635122161	44.6177273541066	28.625037950014	35.4635505378237	4.30760545473519	12
AFR	8128	455.079447032397	109.327853632358	108.96532290601	57.5958101903741	41.3469113447821	50.5757071812773	14.6516822807024	13
EAS	9197	438.43697210053	120.817360456477	110.43758282792	47.9507394723379	27.4708170735835	24.4097124224047	3.94127472148302	13
NFE	56885	1264.40686332864	440.898124295768	439.971641298868	195.900499505271	109.108849363829	109.664626201504	1.86793209272616	13
SAS	15308	713.594631737834	188.065680698094	176.060976572692	81.4019271563339	50.2989547395775	58.3741477550774	6.47229672500363	13
AFR	8128	581.982982802592	129.666119969651	122.065660290842	60.4540484841266	40.9794347226975	46.1612777283425	12.1730529871632	14
EAS	9197	561.441202783871	135.066501057268	122.958875316089	56.2650541831779	34.8597888433941	35.6102043997553	6.95608174978124	14
NFE	56885	1820.86109166938	529.785549721084	491.462542941286	213.019427540023	120.457493418081	131.447379921589	2.83281080081504	14
SAS	15308	887.981639503426	221.018249135474	208.216781910208	99.5291013990756	64.2226234639264	81.3310314050135	10.2515847435692	14
AFR	8128	570.887728540695	158.882190377529	164.067127758564	87.3689392474494	62.119595268673	74.0357822846399	20.6951544449009	15
EAS	9197	567.236482240481	159.40265734617	151.390085520018	69.7188186925237	42.4331391663687	41.4387392986666	7.5706186053418	15
NFE	56885	1542.22349694399	537.895563278711	542.787390357108	247.163385066336	141.365022373963	150.751683136505	2.95400698445966	15
SAS	15308	819.444888636152	240.598119356026	232.955629235399	108.676141598052	66.5363674480755	74.7217693607861	7.82249111505727	15
