block	pop	downsample	exp_all	obs_all	exp_syn	obs_syn	exp_mis	obs_mis	exp_lof	obs_lof
64	eas	20	20.9275912	10	5.942337	2	14.23514	8	0.7501142	0
64	eas	50	49.296057	28	14.04137	5	33.5002	23	1.754487	0
64	eas	100	89.715889	57	25.56333	16	60.95089	41	3.201669	0
64	eas	200	156.470739	99	44.61634	29	106.2668	70	5.587599	0
64	eas	500	305.017043	209	86.96491	75	207.1747	133	10.877433	1
64	eas	1000	487.13358	345	138.8273	123	330.9005	220	17.40578	2
64	eas	2000	764.54324	564	217.7345	191	519.3843	367	27.42444	6
64	eas	3070	996.63986	731	283.7883	242	676.9905	480	35.86106	9
64	eas	5000	1336.38486	994	380.194	326	907.748	655	48.44286	13
64	eas	5040	1342.46687	1000	381.9336	329	911.871	658	48.66227	13
64	eas	8128	1771.37311	1341	503.5556	457	1203.087	863	64.73051	21
64	eas	9197	1901.54225	1432	540.4925	485	1291.412	925	69.63775	22
64	global	10	6.0081565	7	1.705249	1	4.0907	5	0.2122075	1
64	global	20	12.0507299	14	3.422198	4	8.199601	9	0.4289309	1
64	global	50	34.3667429	27	9.7751	6	23.36698	19	1.2246629	2
64	global	100	69.195847	46	19.68905	15	47.03593	29	2.470867	2
64	global	200	135.908697	82	38.73906	29	92.3242	50	4.845437	3
64	global	500	315.513329	196	89.88345	71	214.3057	120	11.324179	5
64	global	1000	571.65157	371	162.8808	130	388.2098	234	20.56097	7
64	global	2000	964.11015	656	274.269	246	654.9002	403	34.94095	7
64	global	3070	1317.77648	894	374.7307	338	895.041	545	48.00478	11
64	global	5000	1843.39973	1300	523.9335	470	1251.804	814	67.66223	16
64	global	5040	1853.84873	1310	526.9029	473	1258.885	821	68.06083	16
64	global	8128	2530.38997	1830	718.4582	650	1718.03	1161	93.90177	19
64	global	9197	2741.77592	2012	778.089	705	1861.555	1285	102.13192	22
64	global	10000	2887.23674	2132	819.2036	753	1960.222	1356	107.81114	23
64	global	10824	3029.7566	2249	859.4779	797	2056.866	1426	113.4127	26
64	global	15000	3696.6902	2792	1047.404	968	2509.357	1790	139.9292	34
64	global	15308	3741.0717	2816	1059.844	976	2539.518	1806	141.7097	34
64	global	17296	4024.3405	3047	1139.578	1047	2731.608	1960	153.1545	40
64	global	20000	4381.3696	3349	1239.759	1168	2973.844	2139	167.7666	42
64	global	25000	4974.029	3824	1406.078	1313	3375.682	2462	192.269	49
64	global	30000	5501.5612	4273	1553.598	1453	3733.46	2765	214.5032	55
64	global	35000	5986.6564	4686	1689.11	1581	4062.365	3044	235.1814	61
64	global	40000	6435.6768	5072	1814.365	1697	4366.769	3309	254.5428	66
64	global	45000	6851.6103	5422	1930.063	1808	4648.863	3536	272.6843	78
64	global	50000	7242.1809	5749	2038.578	1903	4913.741	3763	289.8619	83
64	global	55000	7609.1237	6057	2140.517	2003	5162.514	3967	306.0927	87
64	global	56885	7738.8686	6183	2176.432	2042	5250.551	4050	311.8856	91
64	global	60000	7954.6887	6352	2236.152	2096	5396.99	4162	321.5467	94
64	global	65000	8290.65	6658	2329.141	2196	5624.895	4351	336.614	111
64	global	70000	8613.467	6918	2418.352	2277	5843.934	4521	351.181	120
64	global	75000	8916.0036	7189	2501.884	2360	6049.209	4706	364.9106	123
64	global	80000	9208.7341	7440	2582.621	2448	6247.846	4866	378.2671	126
64	global	85000	9488.8587	7705	2659.722	2535	6438.017	5040	391.1197	130
64	global	90000	9761.9251	7948	2735.014	2622	6623.278	5190	403.6331	136
64	global	95000	10024.8194	8190	2807.446	2702	6801.624	5346	415.7494	142
64	global	100000	10279.3443	8409	2877.201	2765	6974.576	5499	427.5673	145
64	global	110000	10765.7683	8885	3010.859	2882	7304.749	5844	450.1603	159
64	global	120000	11225.193	9280	3136.736	3005	7616.838	6109	471.619	166
64	global	125748	11477.5384	9502	3205.785	3054	7788.29	6273	483.4634	175
64	nfe	10	4.2450119	3	1.211161	1	2.884056	2	0.1497949	0
64	nfe	20	8.4267168	5	2.395616	2	5.727683	3	0.3034178	0
64	nfe	50	22.2788311	11	6.351727	4	15.13368	7	0.7934241	0
64	nfe	100	43.954755	24	12.52141	12	29.87241	12	1.560935	0
64	nfe	200	85.184393	53	24.29608	24	57.86236	28	3.025953	1
64	nfe	500	197.877263	132	56.44645	43	134.3925	87	7.038313	2
64	nfe	1000	359.581509	246	102.3673	84	244.3758	159	12.838409	3
64	nfe	2000	635.06018	453	180.7216	143	431.5439	304	22.79468	6
64	nfe	3070	887.23913	640	252.2984	197	602.9499	436	31.99083	7
64	nfe	5000	1286.02263	944	365.6234	297	873.732	635	46.66723	12
64	nfe	5040	1293.38154	952	367.7084	299	878.73	641	46.94314	12
64	nfe	8128	1826.42024	1376	518.7534	448	1240.729	911	66.93784	17
64	nfe	9197	1989.81733	1499	564.9727	494	1351.704	987	73.14063	18
64	nfe	10000	2109.10091	1596	598.7811	531	1432.65	1047	77.66981	18
64	nfe	10824	2227.06791	1686	632.1102	554	1512.766	1114	82.19171	18
64	nfe	15000	2763.88187	2122	783.687	690	1877.19	1408	103.00487	24
64	nfe	15308	2799.42336	2151	793.7194	700	1901.298	1427	104.40596	24
64	nfe	17296	3030.88709	2330	858.9622	758	2058.411	1544	113.51389	28
64	nfe	20000	3327.97295	2590	942.586	849	2260.075	1707	125.31195	34
64	nfe	25000	3819.8873	2997	1081.021	979	2593.775	1977	145.0913	41
64	nfe	30000	4261.304	3362	1204.928	1096	2893.272	2212	163.104	54
64	nfe	35000	4668.5116	3713	1319.094	1196	3169.531	2458	179.8866	59
64	nfe	40000	5037.8605	4026	1422.544	1287	3420.023	2676	195.2935	63
64	nfe	45000	5387.5093	4356	1520.341	1386	3657.141	2902	210.0273	68
64	nfe	50000	5715.8237	4617	1612.017	1452	3879.83	3089	223.9767	76
64	nfe	55000	6023.3774	4870	1697.551	1539	4088.662	3248	237.1644	83
64	nfe	56885	6132.7401	4973	1728.044	1567	4162.82	3319	241.8761	87
64	sas	10	9.5051658	5	2.734558	0	6.43993	5	0.3306778	0
64	sas	20	19.1042756	12	5.480084	2	12.94715	10	0.6770416	0
64	sas	50	46.367106	27	13.2576	8	31.46031	19	1.649196	0
64	sas	100	86.809701	51	24.77277	20	58.93339	31	3.103541	0
64	sas	200	157.592981	104	44.94738	45	107.0097	58	5.635901	1
64	sas	500	320.00805	219	91.24906	85	217.2998	133	11.45919	1
64	sas	1000	528.23734	373	150.6561	137	358.6739	233	18.90734	3
64	sas	2000	850.98777	630	242.5535	219	577.8424	407	30.59187	4
64	sas	3070	1132.29489	840	322.6556	297	768.7957	538	40.84359	5
64	sas	5000	1548.35551	1189	440.9232	414	1051.206	766	56.22631	9
64	sas	5040	1556.24569	1193	443.1382	415	1056.583	769	56.52449	9
64	sas	8128	2093.2753	1627	595.4748	561	1421.06	1044	76.7405	22
64	sas	9197	2255.25597	1759	641.3473	609	1531.011	1126	82.89767	24
64	sas	10000	2371.64969	1843	674.3484	631	1609.949	1188	87.35229	24
64	sas	10824	2486.94245	1926	706.9297	659	1688.209	1242	91.80375	25
64	sas	15000	3009.89703	2340	854.7904	787	2042.98	1518	112.12663	35
64	sas	15308	3045.62675	2367	864.8812	793	2067.217	1538	113.52855	36
65	afr	10	14.674423	21	4.096708	11	9.9268	10	0.650915	0
65	afr	20	28.458409	23	7.958434	11	19.23238	12	1.267595	0
65	afr	50	61.906211	51	17.34538	23	41.80203	28	2.758801	0
65	afr	100	102.972219	93	28.83592	45	69.548	48	4.588299	0
65	afr	200	166.20269	131	46.51879	61	112.2856	69	7.3983	1
65	afr	500	295.38713	276	82.72585	116	199.5288	156	13.13248	4
65	afr	1000	446.77367	409	125.0987	163	301.7881	239	19.88687	7
65	afr	2000	673.2503	597	188.5598	237	454.6734	347	30.0171	13
65	afr	3070	866.59671	751	242.7297	282	585.1364	453	38.73061	16
65	afr	5000	1148.2851	1018	321.7274	385	775.051	605	51.5067	28
65	afr	5040	1153.5141	1021	323.1883	386	778.578	607	51.7478	28
65	afr	8128	1509.0622	1308	422.6234	473	1018.313	795	68.1258	40
65	eas	10	7.4454933	6	2.067526	1	5.04854	5	0.3294273	0
65	eas	20	14.433278	11	4.030426	1	9.76394	10	0.638912	0
65	eas	50	33.903381	30	9.49864	8	22.91258	21	1.492161	1
65	eas	100	61.656807	45	17.28103	15	41.6561	29	2.719677	1
65	eas	200	107.44397	89	30.14905	34	72.5563	54	4.73862	1
65	eas	500	209.48528	172	58.75231	58	141.4976	110	9.23537	4
65	eas	1000	334.6654	287	93.8287	107	226.0623	171	14.7744	9
65	eas	2000	525.43642	472	147.2095	162	354.9574	301	23.26952	9
65	eas	3070	684.85704	601	191.8902	198	462.573	392	30.39384	11
65	eas	5000	918.52213	817	257.2399	270	620.3008	532	40.98143	15
65	eas	5040	922.68065	820	258.4129	270	623.1016	535	41.16615	15
65	eas	8128	1217.5402	1082	340.8822	356	822.021	708	54.637	18
65	eas	9197	1306.8908	1176	365.9014	391	882.251	765	58.7384	20
65	global	10	4.1518125	6	1.157176	0	2.812597	6	0.1820395	0
65	global	20	8.316524	7	2.322198	0	5.628167	7	0.366159	0
65	global	50	23.669236	15	6.619268	2	16.00654	13	1.043428	0
65	global	100	47.625081	32	13.32449	12	32.19767	20	2.102921	0
65	global	200	93.372205	76	26.17943	27	63.07717	49	4.115605	0
65	global	500	216.74816	171	60.75612	61	146.3912	109	9.60084	1
65	global	1000	392.54206	322	110.0729	122	265.0564	196	17.41276	4
65	global	2000	662.71061	569	185.5771	207	447.5682	353	29.56531	9
65	global	3070	905.72001	779	253.6072	273	611.5568	497	40.55601	9
65	global	5000	1266.7106	1133	354.6774	395	855.006	719	57.0272	19
65	global	5040	1273.866	1140	356.6943	397	859.816	724	57.3557	19
65	global	8128	1738.7567	1591	486.6915	543	1173.171	1013	78.8942	35
65	global	9197	1884.2888	1727	527.2622	575	1271.289	1111	85.7376	41
65	global	10000	1984.1957	1813	555.1744	597	1338.578	1173	90.4433	43
65	global	10824	2082.0581	1900	582.543	628	1404.444	1228	95.0711	44
65	global	15000	2540.7457	2283	710.4776	750	1713.305	1478	116.9631	55
65	global	15308	2571.3839	2310	718.9842	761	1733.964	1494	118.4357	55
65	global	17296	2766.1071	2483	773.2867	817	1864.979	1609	127.8414	57
65	global	20000	3011.9775	2727	841.662	880	2030.477	1784	139.8385	63
65	global	25000	3419.5626	3094	955.143	1005	2304.548	2019	159.8716	70
65	global	30000	3782.9287	3427	1056.038	1110	2548.897	2236	177.9937	81
65	global	35000	4116.9339	3708	1148.783	1210	2773.356	2408	194.7949	90
65	global	40000	4426.2679	4004	1234.567	1304	2981.207	2601	210.4939	99
65	global	45000	4713.1407	4276	1313.946	1405	3174.008	2767	225.1867	104
65	global	50000	4982.622	4506	1388.47	1469	3355.077	2920	239.075	117
65	global	55000	5235.6389	4750	1458.427	1550	3525.029	3079	252.1829	121
65	global	56885	5325.3776	4828	1483.154	1576	3585.363	3129	256.8606	123
65	global	60000	5474.5679	4950	1524.246	1608	3685.657	3213	264.6649	129
65	global	65000	5706.7791	5148	1588.258	1668	3841.703	3349	276.8181	131
65	global	70000	5930.056	5342	1649.703	1724	3991.787	3481	288.566	137
65	global	75000	6139.3409	5551	1707.272	1781	4132.444	3627	299.6249	143
65	global	80000	6341.9524	5741	1762.928	1839	4268.642	3750	310.3824	152
65	global	85000	6536.1091	5939	1816.183	1902	4399.193	3882	320.7331	155
65	global	90000	6725.076	6115	1868.123	1958	4526.156	3998	330.797	159
65	global	95000	6907.131	6300	1918.113	2011	4648.486	4122	340.532	167
65	global	100000	7083.8914	6432	1966.424	2057	4767.418	4206	350.0494	169
65	global	110000	7421.2513	6734	2058.808	2134	4994.241	4430	368.2023	170
65	global	120000	7740.4484	7031	2145.944	2212	5209.026	4636	385.4784	183
65	global	125748	7915.9233	7171	2193.813	2253	5327.098	4728	395.0123	190
65	nfe	10	2.9160996	2	0.8176256	0	1.970797	2	0.127677	0
65	nfe	20	5.800613	3	1.622194	0	3.920759	3	0.25766	0
65	nfe	50	15.30536	9	4.293456	4	10.33824	5	0.673664	0
65	nfe	100	30.230569	19	8.466533	6	20.43478	13	1.329256	0
65	nfe	200	58.510928	49	16.42038	16	39.52062	33	2.569928	0
65	nfe	500	135.86253	117	38.12316	41	91.7622	75	5.97717	1
65	nfe	1000	247.34492	236	69.23576	80	167.1878	155	10.92136	1
65	nfe	2000	436.78001	411	122.2502	136	295.1697	271	19.36011	4
65	nfe	3070	610.44599	571	170.7601	189	412.5375	368	27.14839	14
65	nfe	5000	884.44145	817	247.4745	270	597.4581	525	39.50885	22
65	nfe	5040	889.49741	821	248.889	271	600.8688	528	39.73961	22
65	nfe	8128	1256.1801	1154	351.3585	381	848.309	742	56.5126	31
65	nfe	9197	1368.6682	1275	382.7458	414	924.217	825	61.7054	36
65	nfe	10000	1450.5868	1355	405.6724	437	979.43	882	65.4844	36
65	nfe	10824	1531.7952	1435	428.3202	461	1034.214	935	69.261	39
65	nfe	15000	1901.1891	1762	531.3745	562	1283.241	1150	86.5736	50
65	nfe	15308	1925.6258	1788	538.2073	572	1299.689	1165	87.7295	51
65	nfe	17296	2084.9459	1931	582.627	616	1407.044	1263	95.2749	52
65	nfe	20000	2289.5169	2128	639.5983	682	1544.882	1387	105.0366	59
65	nfe	25000	2627.9028	2442	733.9111	773	1772.668	1601	121.3237	68
65	nfe	30000	2931.8196	2710	818.47	857	1977.232	1778	136.1176	75
65	nfe	35000	3212.2814	2971	896.41	933	2165.993	1959	149.8784	79
65	nfe	40000	3466.5219	3191	967.088	1009	2336.971	2099	162.4629	83
65	nfe	45000	3707.3343	3412	1033.978	1079	2498.886	2244	174.4703	89
65	nfe	50000	3933.629	3607	1096.758	1128	2651.049	2388	185.822	91
65	nfe	55000	4146.3239	3802	1155.478	1179	2794.264	2525	196.5819	98
65	nfe	56885	4221.6803	3866	1176.367	1196	2844.909	2571	200.4043	99
65	sas	10	6.4804337	4	1.837929	1	4.363411	3	0.2790937	0
65	sas	20	13.043536	10	3.690327	3	8.78345	7	0.569759	0
65	sas	50	31.752204	26	8.93708	8	21.41964	18	1.395484	0
65	sas	100	59.545178	43	16.72278	15	40.19369	27	2.628708	1
65	sas	200	108.16105	83	30.3522	28	73.0311	54	4.77775	1
65	sas	500	219.6612	173	61.63806	62	148.3128	110	9.71034	1
65	sas	1000	362.52091	308	101.7388	101	244.7599	205	16.02221	2
65	sas	2000	584.18829	492	163.881	151	394.4077	334	25.89959	7
65	sas	3070	777.23659	641	218.0485	208	524.6511	424	34.53699	9
65	sas	5000	1062.9105	886	298.1239	299	717.332	570	47.4546	17
65	sas	5040	1068.3902	888	299.6359	299	721.047	572	47.7073	17
65	sas	8128	1437.2473	1195	402.8907	395	969.742	773	64.6146	27
65	sas	9197	1548.5782	1283	434.0256	418	1044.8	835	69.7526	30
65	sas	10000	1628.4279	1365	456.4062	442	1098.568	892	73.4537	31
65	sas	10824	1707.7282	1451	478.5471	477	1152.023	941	77.1581	33
65	sas	15000	2066.9292	1778	578.9914	585	1393.932	1154	94.0058	39
65	sas	15308	2091.4902	1797	585.8494	590	1410.474	1166	95.1668	41
69	afr	10	4.74185394915254	2.99152542372881	1.36674418644068	1	3.22400737288136	1.99152542372881	0.151102389830508	0
69	afr	20	9.21555572881356	9.99152542372881	2.6517	4	6.26799177966102	5.99152542372881	0.295863949152542	0
69	afr	50	20.0247551864407	18.9830508474576	5.76003	9	13.6190679661017	9.98305084745763	0.645657220338983	0
69	afr	100	33.2770576949153	26.9661016949153	9.56978711864407	14	22.6336406779661	12.9661016949153	1.07362989830508	0
69	afr	200	53.5452388983051	52.9067796610169	15.3944615254237	21.9915254237288	36.4199161016949	29.9152542372881	1.73086127118644	1
69	afr	500	95.1198911016949	86.8728813559322	27.3661330508475	27.9830508474576	64.6837906779661	54.8898305084746	3.06996737288136	4
69	afr	1000	143.949704152542	120.813559322034	41.3906940677966	37.9745762711864	97.9053559322034	78.8389830508475	4.65365415254237	4
69	afr	2000	217.171430932203	200.669491525424	62.4045152542373	54.9576271186441	147.731116949153	140.71186440678	7.03579872881356	5
69	afr	3070	280.029515677966	267.567796610169	80.3885016949152	68.9576271186441	190.543676271186	192.618644067797	9.09733771186441	5.99152542372881
69	afr	5000	372.102674576271	353.474576271186	106.672181355932	89.9406779661017	253.292711864407	256.542372881356	12.1377813559322	6.99152542372881
69	afr	5040	373.819409152542	354.466101694915	107.159530508475	90.9322033898305	254.464186440678	256.542372881356	12.1956922033898	6.99152542372881
69	afr	8128	491.319200847458	461.28813559322	140.477944067797	128.872881355932	334.70613559322	318.432203389831	16.1351211864407	13.9830508474576
69	eas	10	2.35873773305085	3	0.677045610169491	0	1.60508177966102	3	0.076610343220339	0
69	eas	20	4.59824344915254	4.99152542372881	1.32224684745763	0.991525423728814	3.12702830508475	4	0.148968296610169	0
69	eas	50	10.8090646186441	7.99152542372881	3.12058686440678	1.99152542372881	7.34215118644068	6	0.34632656779661	0
69	eas	100	19.7280856186441	17.9745762711864	5.69342406779661	2.99152542372881	13.4025989830508	12.9830508474576	0.63206256779661	2
69	eas	200	34.4025226949153	32.9491525423729	9.93247338983051	9.98305084745763	23.3682652542373	19.9661016949153	1.10178405084746	3
69	eas	500	67.0917815254237	56.9152542372881	19.3747493220339	17.9745762711864	45.5718754237288	34.9406779661017	2.14515677966102	4
69	eas	1000	107.211932033898	101.838983050847	30.9364449152542	27.9661016949153	72.8394542372881	68.8728813559322	3.43603288135593	5
69	eas	2000	168.678145	169.771186440678	48.6037474576271	41.9491525423729	114.650483050847	117.822033898305	5.42391449152542	10
69	eas	3070	220.205892711864	225.694915254237	63.3992593220339	50.9406779661017	149.708738983051	164.754237288136	7.09789440677966	10
69	eas	5000	296.323557457627	295.601694915254	85.1156610169491	68.9152542372881	201.595161016949	216.686440677966	9.61273542372881	10
69	eas	5040	297.675829661017	296.601694915254	85.5048203389831	68.9152542372881	202.514940677966	217.686440677966	9.6560686440678	10
69	eas	8128	394.369363728814	401.389830508475	113.004001694915	103.864406779661	268.488423728814	287.525423728814	12.8769383050847	10
69	eas	9197	423.857146610169	433.305084745763	121.3814	112.847457627119	288.614788135593	309.457627118644	13.8609584745763	11
69	global	10	1.31005038220339	3	0.377840991525424	1	0.890132406779661	2	0.0420769838983051	0
69	global	20	2.6338320559322	3	0.758655288135593	1	1.79012996610169	2	0.0850468016949153	0
69	global	50	7.54071069491525	5	2.17406110169492	2	5.12428313559322	3	0.242366457627119	0
69	global	100	15.2154675084746	15.9830508474576	4.38591508474576	2	10.340596779661	13.9830508474576	0.488955644067797	0
69	global	200	29.8783401186441	32.9491525423729	8.62709508474576	5.99152542372881	20.2953601694915	26.9576271186441	0.95588486440678	0
69	global	500	69.6268200847458	77.8898305084746	20.0647118644068	21.9745762711864	47.3234211864407	55.9152542372881	2.23868703389831	0
69	global	1000	126.323832966102	135.779661016949	36.3911694915254	42.9576271186441	85.8675559322034	89.8220338983051	4.06510754237288	3
69	global	2000	213.765695932203	223.635593220339	61.4006389830508	71.9237288135593	145.431052542373	148.71186440678	6.93400440677966	3
69	global	3070	292.978506610169	296.491525423729	84.0305576271186	93.8983050847458	199.4075	195.593220338983	9.54044898305085	7
69	global	5000	411.477254237288	419.28813559322	117.768652542373	123.830508474576	280.234110169492	282.466101694915	13.4744915254237	12.9915254237288
69	global	5040	413.831105084746	422.28813559322	118.437181355932	123.830508474576	281.84	284.466101694915	13.5539237288136	13.9915254237288
69	global	8128	567.951678813559	576.084745762712	162.026352542373	166.796610169492	387.164745762712	391.296610169492	18.7605805084746	17.9915254237288
69	global	9197	616.584019491525	629.957627118644	175.684079661017	181.779661016949	420.467686440678	429.186440677966	20.4322533898305	18.9915254237288
69	global	10000	650.157108474576	660.898305084746	185.119677966102	190.754237288136	443.453957627119	449.152542372881	21.5834728813559	20.9915254237288
69	global	10824	683.124987288136	687.838983050847	194.368228813559	200.728813559322	466.036754237288	465.118644067797	22.7200042372881	21.9915254237288
69	global	15000	838.276855932203	836.71186440678	237.691322033898	232.703389830508	572.455644067797	576.016949152542	28.1298898305085	27.9915254237288
69	global	15308	848.632438983051	842.71186440678	240.56893220339	234.703389830508	579.568228813559	580.016949152542	28.4952779661017	27.9915254237288
69	global	17296	915.142661864407	911.610169491525	259.059644067797	259.677966101695	625.243737288136	622.940677966102	30.8392805084746	28.9915254237288
69	global	20000	999.576806779661	1006.46610169492	282.408381355932	282.652542372881	683.319610169492	690.822033898305	33.8488152542373	32.9915254237288
69	global	25000	1140.58275084746	1147.28813559322	321.315652542373	316.601694915254	780.366084745763	793.694915254237	38.901013559322	36.9915254237288
69	global	30000	1267.34485	1260.10169491525	356.051627118644	343.542372881356	867.776440677966	877.567796610169	43.5167822033898	38.9915254237288
69	global	35000	1384.62616186441	1366.94915254237	388.084542372881	371.533898305085	948.722101694915	954.432203389831	47.8195177966102	40.9830508474576
69	global	40000	1494.03744491525	1460.77966101695	417.855940677966	389.474576271186	1024.31862711864	1027.32203389831	51.8628771186441	43.9830508474576
69	global	45000	1595.97205677966	1562.61016949153	445.46593220339	420.449152542373	1094.83918644068	1095.17796610169	55.6669381355932	46.9830508474576
69	global	50000	1692.18557372881	1656.5	471.458762711864	449.423728813559	1161.44774576271	1157.09322033898	59.2790652542373	49.9830508474576
69	global	55000	1782.99088135593	1754.36440677966	495.958254237288	475.398305084746	1224.33796610169	1225.98305084746	62.6946610169492	52.9830508474576
69	global	56885	1815.23206694915	1787.33050847458	504.614161016949	487.381355932203	1246.69828813559	1246.96610169492	63.9196177966102	52.9830508474576
69	global	60000	1869.00460338983	1824.27118644068	519.039593220339	499.372881355932	1284.00093220339	1271.91525423729	65.9640779661017	52.9830508474576
69	global	65000	1952.7031940678	1899.13559322034	541.489627118644	518.330508474576	1342.06010169492	1326.82203389831	69.1534652542373	53.9830508474576
69	global	70000	2033.49970084746	1981.00847457627	563.10963559322	538.305084745763	1398.14772881356	1386.72881355932	72.242336440678	55.9745762711864
69	global	75000	2109.44607711864	2056.85593220339	583.397305084746	563.262711864407	1450.88901694915	1435.6186440678	75.1597550847458	57.9745762711864
69	global	80000	2183.22529322034	2116.71186440678	603.057686440678	580.203389830509	1502.16316949153	1476.53389830508	78.0044372881356	59.9745762711864
69	global	85000	2254.0027440678	2185.61016949153	621.873152542373	597.186440677966	1551.38428813559	1525.44915254237	80.7453033898305	62.9745762711864
69	global	90000	2322.98029576271	2243.53389830508	640.239127118644	605.177966101695	1599.32993220339	1573.38983050847	83.411236440678	64.9661016949153
69	global	95000	2389.57322627119	2310.43220338983	657.934923728814	623.152542372881	1645.64186440678	1620.33050847458	85.9964381355932	66.9491525423729
69	global	100000	2454.34467627119	2373.32203389831	675.053550847458	643.135593220339	1690.75874576271	1662.23728813559	88.5323796610169	67.9491525423729
69	global	110000	2578.20492966102	2503.12711864407	707.854423728814	684.059322033898	1776.98233898305	1748.12711864407	93.3681669491525	70.9406779661017
69	global	120000	2695.75543983051	2623.92372881356	738.882661016949	721	1858.89203389831	1829.98305084746	97.9807449152542	72.9406779661017
69	global	125748	2760.4612220339	2685.82203389831	755.91920338983	738.991525423729	1904.00974576271	1871.88983050847	100.532272881356	74.9406779661017
69	nfe	10	0.929903499152542	1	0.269316618644068	1	0.631125152542373	0	0.0294617279661017	0
69	nfe	20	1.86063592627119	2	0.534972542372881	1	1.26545449152542	1	0.0602088923728814	0
69	nfe	50	4.88851744915254	8.98305084745763	1.41212025423729	2	3.31999898305085	6.98305084745763	0.156398211864407	0
69	nfe	100	9.64076630508475	12.9830508474576	2.7849013559322	3	6.54783644067797	9.98305084745763	0.308028508474576	0
69	nfe	200	18.6591761271186	25.9745762711864	5.3947479661017	7	12.6686538983051	18.9745762711864	0.595774262711864	0
69	nfe	500	43.4595061864407	51.8898305084746	12.5623084745763	20.9661016949153	29.5109923728814	30.9237288135593	1.38620533898305	0
69	nfe	1000	79.1283648305085	90.8474576271186	22.8180381355932	32.9661016949153	53.7715576271186	57.8813559322034	2.53876906779661	0
69	nfe	2000	140.164721101695	152.694915254237	40.3589720338983	49.9322033898305	95.2912881355932	99.771186440678	4.51446093220339	2.99152542372881
69	nfe	3070	196.241847372881	225.567796610169	56.4162228813559	65.9152542372881	133.477781355932	153.661016949153	6.34784313559322	5.99152542372881
69	nfe	5000	285.413969237288	308.398305084746	81.9200881355932	76.8898305084746	194.221115254237	221.516949152542	9.27276584745763	9.99152542372881
69	nfe	5040	287.064548813559	310.398305084746	82.3890627118644	77.8898305084746	195.347457627119	222.516949152542	9.32802847457627	9.99152542372881
69	nfe	8128	407.32278559322	421.262711864407	116.56143559322	106.864406779661	277.419949152542	300.406779661017	13.3414008474576	13.9915254237288
69	nfe	9197	444.435254237288	460.194915254237	127.063377966102	119.85593220339	302.779644067797	325.347457627119	14.5922322033898	14.9915254237288
69	nfe	10000	471.533172881356	477.169491525424	134.743347457627	122.847457627119	321.287169491525	338.330508474576	15.5026559322034	15.9915254237288
69	nfe	10824	498.479258474576	504.152542372881	142.346218644068	125.847457627119	339.71586440678	362.313559322034	16.4171754237288	15.9915254237288
69	nfe	15000	621.740541525424	612.983050847458	177.017181355932	157.796610169492	424.086186440678	436.194915254237	20.6371737288136	18.9915254237288
69	nfe	15308	629.933663559322	618.983050847458	179.313577966102	159.796610169492	429.698754237288	440.194915254237	20.9213313559322	18.9915254237288
69	nfe	17296	683.440660169491	683.889830508475	194.294610169492	171.771186440678	466.370101694915	491.127118644068	22.7759483050847	20.9915254237288
69	nfe	20000	752.53306440678	740.796610169491	213.576855932203	192.737288135593	513.770016949153	524.067796610169	25.1861915254237	23.9915254237288
69	nfe	25000	867.711388983051	870.635593220339	245.625474576271	221.720338983051	592.850974576271	618.923728813559	29.2349398305085	29.9915254237288
69	nfe	30000	971.872161864407	962.483050847458	274.458652542373	251.694915254237	664.472728813559	680.796610169491	32.9407805084746	29.9915254237288
69	nfe	35000	1068.61206355932	1041.32203389831	301.15713559322	275.64406779661	731.049898305085	732.694915254237	36.405029661017	32.9830508474576
69	nfe	40000	1156.89211016949	1117.22033898305	325.432254237288	286.635593220339	791.867440677966	795.601694915254	39.5924152542373	34.9830508474576
69	nfe	45000	1240.87334491525	1204.08474576271	348.446754237288	312.618644067797	849.775881355932	855.491525423729	42.6507093220339	35.9745762711864
69	nfe	50000	1320.07899576271	1279.96610169492	370.086830508475	328.601694915254	904.438728813559	914.398305084746	45.553436440678	36.9661016949153
69	nfe	55000	1394.72342542373	1363.83898305085	390.381661016949	355.567796610169	956.025983050847	971.305084745763	48.3157813559322	36.9661016949153
69	nfe	56885	1421.30020084746	1394.79661016949	397.614559322034	362.567796610169	974.384898305085	995.262711864407	49.300743220339	36.9661016949153
69	sas	10	2.0564311779661	1	0.601376338983051	0	1.39117722033898	1	0.0638776186440678	0
69	sas	20	4.17262305932203	4	1.21235845762712	0	2.82835830508475	4	0.13190629661017	0
69	sas	50	10.1909493135593	12.9745762711864	2.95103737288136	1	6.91634610169492	11.9745762711864	0.323565838983051	0
69	sas	100	19.1278297033898	24.9576271186441	5.52437593220339	6	12.9920238983051	18.9576271186441	0.611429872881356	0
69	sas	200	34.7363163898305	44.8983050847458	10.0271257627119	10.9915254237288	23.5977118644068	33.9067796610169	1.11147876271186	0
69	sas	500	70.5411084745763	82.8474576271186	20.3534644067797	21.9745762711864	47.9266355932203	59.8728813559322	2.26100847457627	1
69	sas	1000	116.470170847458	124.78813559322	33.613879661017	38.9491525423729	79.1268762711864	83.8389830508475	3.72941491525424	2
69	sas	2000	187.992290338983	190.71186440678	54.176463559322	59.9406779661017	127.771379661017	127.771186440678	6.04444711864407	3
69	sas	3070	250.495238389831	259.610169491525	72.119386440678	78.906779661017	170.298671186441	176.703389830508	8.07718076271186	4
