block	pop	downsample	exp_all	obs_all	exp_syn	obs_syn	exp_mis	obs_mis	exp_lof	obs_lof
39	nfe	3070	378.202715	394	105.1934	117	259.266	263	13.743315	14
39	nfe	5000	548.80015	595	152.7904	169	375.954	400	20.05575	26
39	nfe	5040	551.94521	600	153.6682	172	378.103	402	20.17401	26
39	nfe	8128	780.63022	847	217.4414	234	534.408	579	28.78082	34
39	nfe	9197	850.89909	928	237.0224	254	582.423	638	31.45369	36
39	nfe	10000	902.18726	973	251.3702	270	617.412	667	33.40506	36
39	nfe	10824	953.0185	1013	265.539	278	652.124	698	35.3555	37
39	nfe	15000	1184.69622	1265	330.228	349	810.134	873	44.33422	43
39	nfe	15308	1200.03947	1286	334.533	357	820.57	886	44.93647	43
39	nfe	17296	1300.14657	1391	362.507	392	888.773	951	48.86657	48
39	nfe	20000	1428.91531	1511	398.47	427	976.482	1033	53.96331	51
39	nfe	25000	1642.64177	1712	458.293	491	1121.835	1155	62.51377	66
39	nfe	30000	1834.90203	1900	512.088	543	1252.507	1289	70.30703	68
39	nfe	35000	2012.768	2105	561.825	604	1373.364	1424	77.579	77
39	nfe	40000	2174.37851	2259	607.099	650	1483.025	1529	84.25451	80
39	nfe	45000	2327.64331	2391	650.032	688	1586.97	1621	90.64131	82
39	nfe	50000	2471.75531	2529	690.39	729	1684.674	1714	96.69131	86
39	nfe	55000	2607.11979	2663	728.116	763	1776.584	1812	102.41979	88
39	nfe	56885	2655.24366	2707	741.597	777	1809.18	1841	104.46666	89
39	sas	10	4.01635493	5	1.132505	0	2.74282	5	0.14102993	0
39	sas	20	8.0985813	7	2.28056	1	5.52878	6	0.2892413	0
39	sas	50	19.7177327	16	5.51886	5	13.49148	11	0.7073927	0
39	sas	100	36.9516356	36	10.31936	9	25.3002	26	1.3320756	1
39	sas	200	67.095227	62	18.71993	17	45.9556	43	2.419697	2
39	sas	500	136.234038	136	38.013	44	93.3026	90	4.918438	2
39	sas	1000	224.912676	255	62.7641	76	154.0313	174	8.117276	5
39	sas	2000	362.555047	381	101.1646	116	248.255	255	13.135447	10
39	sas	3070	482.59353	527	134.7145	162	330.342	353	17.53703	12
39	sas	5000	660.57145	704	184.4608	210	451.963	479	24.14765	15
39	sas	5040	663.96802	706	185.3919	211	454.3	480	24.27612	15
39	sas	8128	894.51426	917	249.8419	266	611.693	633	32.97936	18
39	sas	9197	964.1294	990	269.301	288	659.199	682	35.6294	20
39	sas	10000	1014.19936	1036	283.344	298	693.308	717	37.54736	21
39	sas	10824	1063.92298	1080	297.232	311	727.224	746	39.46698	23
39	sas	15000	1289.60794	1301	360.44	365	880.939	906	48.22894	30
39	sas	15308	1305.04622	1322	364.759	369	891.454	923	48.83322	30
41	afr	10	9.34711253333333	3	2.88400311111111	0	6.08716173333333	3	0.375947688888889	0
41	afr	20	18.0580778888889	10	5.56100924444444	5	11.7621775555556	5	0.734891088888889	0
41	afr	50	39.1600167333333	26	12.0519673333333	12	25.5051026666667	14	1.60294673333333	0
41	afr	100	65.1360538888889	43	20.0421111111111	17	42.4298391111111	25	2.66410366666667	1
41	afr	200	105.042293555556	65	32.3115146666667	26	68.4400755555556	38	4.29070333333333	1
41	afr	500	186.722093555556	158.577777777778	57.4734631111111	52.5777777777778	121.631866666667	104	7.61676377777778	2
41	afr	1000	282.286926	249.577777777778	86.8379568888889	90.5777777777778	183.91074	153	11.5382291111111	6
41	afr	2000	425.014679777778	360.733333333333	130.654751111111	130.733333333333	276.925875555556	221	17.4340531111111	9
41	afr	3070	546.550417333333	468.311111111111	167.848791111111	159.733333333333	356.179111111111	298.577777777778	22.5225151111111	10
41	afr	5000	723.127147777778	639.044444444444	221.754857777778	220.311111111111	471.359275555556	405.733333333333	30.0130144444444	13
41	afr	5040	726.374974	646.044444444444	222.74204	222.311111111111	473.477991111111	410.733333333333	30.1549428888889	13
41	afr	8128	948.527595555556	831.2	290.097942222222	286.888888888889	618.630857777778	526.311111111111	39.7987955555556	18
41	eas	10	4.71045526	3	1.44710895555556	2	3.07458333333333	1	0.188762971111111	0
41	eas	20	9.11436768	7	2.80394151111111	3	5.94192933333333	4	0.368496835555556	0
41	eas	50	21.4598490666667	11	6.62713537777778	5	13.9712193333333	6	0.861494355555556	0
41	eas	100	39.0366287777778	21	12.0515486666667	10	25.4123822222222	11	1.57269788888889	0
41	eas	200	67.9912915777778	49.5777777777778	20.9969342222222	24.5777777777778	44.2508444444444	25	2.74351291111111	0
41	eas	500	132.698824888889	105.733333333333	40.9920142222222	45.1555555555556	86.3635666666667	59.5777777777778	5.343244	1
41	eas	1000	211.852592666667	184.888888888889	65.3932835555556	67.1555555555556	137.90918	116.733333333333	8.55012911111111	1
41	eas	2000	332.418012	270.888888888889	102.472328888889	92.1555555555556	216.469271111111	175.733333333333	13.476412	3
41	eas	3070	432.927561333333	367.044444444444	133.343231111111	124.733333333333	281.962315555556	238.311111111111	17.6220146666667	4
41	eas	5000	579.567829777778	515.2	178.093086666667	169.888888888889	377.666173333333	338.311111111111	23.8085697777778	7
41	eas	5040	582.192604888889	518.2	178.903866666667	170.888888888889	379.37296	340.311111111111	23.9157782222222	7
41	eas	8128	766.745035777778	697.2	235.034835555556	232.888888888889	499.892035555556	451.311111111111	31.8181646666667	13
41	eas	9197	822.622696888889	754.777777777778	252.013008888889	252.888888888889	536.377733333333	486.888888888889	34.2319546666667	15
41	global	10	2.63066312888889	0	0.811769564444444	0	1.71462177777778	0	0.104271786666667	0
41	global	20	5.25480009555556	0	1.61916351111111	0	3.42504942222222	0	0.210587162222222	0
41	global	50	14.9795215555556	10.5777777777778	4.62014786666667	3	9.75773177777778	7.57777777777778	0.601641911111111	0
41	global	100	30.1454396444444	19.5777777777778	9.29634911111111	7	19.6349302222222	12.5777777777778	1.21416031111111	0
41	global	200	59.1369564222222	47.5777777777778	18.2657904444444	18	38.491088	29.5777777777778	2.38007797777778	0
41	global	500	137.098509111111	102.577777777778	42.2649471111111	46	89.2696133333333	56.5777777777778	5.56394866666667	0
41	global	1000	248.206399777778	184.733333333333	76.4909391111111	80	161.612824444444	103.155555555556	10.1026362222222	1.57777777777778
41	global	2000	418.190686	332.733333333333	128.505766666667	142	272.511777777778	187.155555555556	17.1731415555556	3.57777777777778
41	global	3070	570.877036666667	473.888888888889	175.16504	186.577777777778	372.115382222222	280.733333333333	23.5966144444444	6.57777777777778
41	global	5000	797.006561333333	666.777777777778	244.022155555556	260.733333333333	519.720413333333	397.466666666667	33.2639924444444	8.57777777777778
41	global	5040	801.444766666667	669.777777777778	245.367111111111	260.733333333333	522.619137777778	400.466666666667	33.4585177777778	8.57777777777778
41	global	8128	1091.03924888889	968.822222222222	332.928271111111	367.733333333333	711.938484444444	584.511111111111	46.1724933333333	16.5777777777778
41	global	9197	1181.29645555556	1048.82222222222	360.009355555556	393.733333333333	771.062177777778	637.511111111111	50.2249222222222	17.5777777777778
41	global	10000	1243.22516666667	1116.82222222222	378.599013333333	415.733333333333	811.603933333333	683.511111111111	53.02222	17.5777777777778
41	global	10824	1303.76175555556	1165.82222222222	396.738151111111	432.733333333333	851.245222222222	713.511111111111	55.7783822222222	19.5777777777778
41	global	15000	1586.5617	1444.71111111111	481.033635555556	536.888888888889	1036.69066666667	878.244444444444	68.8373977777778	29.5777777777778
41	global	15308	1605.38639333333	1458.71111111111	486.608306666667	537.888888888889	1049.06257777778	890.244444444444	69.7155088888889	30.5777777777778
41	global	17296	1724.99578444444	1551.44444444444	522.078528888889	562.044444444444	1127.56297777778	956.822222222222	75.3542777777778	32.5777777777778
41	global	20000	1875.52296888889	1691.17777777778	566.438635555555	605.2	1226.52451111111	1050.4	82.5598222222222	35.5777777777778
41	global	25000	2124.39569111111	1891.48888888889	639.578875555556	668.777777777778	1390.17546666667	1181.55555555556	94.6413488888889	41.1555555555556
41	global	30000	2345.03573777778	2085.06666666667	703.877946666667	735.777777777778	1535.54708888889	1299.13333333333	105.610702222222	50.1555555555556
41	global	35000	2547.19741333333	2267.06666666667	762.522662222222	787.777777777778	1668.85977777778	1426.13333333333	115.814973333333	53.1555555555556
41	global	40000	2733.95955777778	2428.22222222222	816.442235555555	833.777777777778	1792.14251111111	1537.28888888889	125.374811111111	57.1555555555556
41	global	45000	2906.57537333333	2580.68888888889	866.011155555556	876.933333333333	1906.22668888889	1639.02222222222	134.337528888889	64.7333333333333
41	global	50000	3068.36775777778	2737.26666666667	912.293755555556	932.511111111111	2013.24728888889	1734.02222222222	142.826713333333	70.7333333333333
41	global	55000	3220.19136444444	2882.57777777778	955.637822222222	981.088888888889	2113.70257777778	1823.75555555556	150.850964444444	77.7333333333333
41	global	56885	3273.82667111111	2936.73333333333	970.854266666667	996.088888888889	2149.25591111111	1861.91111111111	153.716493333333	78.7333333333333
41	global	60000	3363.09393555556	3011.31111111111	996.168133333333	1018.66666666667	2208.42915555556	1912.91111111111	158.496646666667	79.7333333333333
41	global	65000	3501.75327555556	3123.77777777778	1035.45808888889	1053.24444444444	2300.34608888889	1987.8	165.949097777778	82.7333333333333
41	global	70000	3634.95489111111	3259.51111111111	1073.08975555556	1085.82222222222	2388.70471111111	2086.95555555556	173.160424444444	86.7333333333333
41	global	75000	3759.56761777778	3363.66666666667	1108.18224444444	1115.82222222222	2471.43	2158.11111111111	179.955373333333	89.7333333333333
41	global	80000	3880.17005111111	3464.66666666667	1142.06533333333	1146.82222222222	2551.53391111111	2222.11111111111	186.570806666667	95.7333333333333
41	global	85000	3995.43332444444	3570.4	1174.33417777778	1180.4	2628.1624	2290.68888888889	192.936746666667	99.3111111111111
41	global	90000	4107.70401777778	3676.13333333333	1205.81808888889	1217.97777777778	2702.7524	2357.84444444444	199.133528888889	100.311111111111
41	global	95000	4215.62038444444	3766.28888888889	1235.97548888889	1240.55555555556	2774.5116	2423.42222222222	205.133295555556	102.311111111111
41	global	100000	4320.21417777778	3859.28888888889	1265.0548	1267.55555555556	2844.16693333333	2484.42222222222	210.992444444444	107.311111111111
41	global	110000	4519.97716666667	4039.44444444444	1320.66046666667	1316.55555555556	2977.12808888889	2610.57777777778	222.188611111111	112.311111111111
41	global	120000	4708.76844222222	4214.75555555556	1373.00397777778	1368.71111111111	3102.92915555556	2725.73333333333	232.835308888889	120.311111111111
41	global	125748	4812.42704	4320.22222222222	1401.62755555556	1405.86666666667	3172.08391111111	2792.04444444444	238.715573333333	122.311111111111
41	nfe	10	1.85309369777778	0	0.574110373333333	0	1.20537824444444	0	0.07360508	0
41	nfe	20	3.66440536	1	1.12720226666667	0	2.38807786666667	1	0.149125226666667	0
41	nfe	50	9.68795797333333	5	2.99330733333333	1	6.30513862222222	4	0.389512017777778	0
41	nfe	100	19.1614807111111	15	5.92121493333333	7	12.4734366666667	8	0.766829111111111	0
41	nfe	200	37.0473365111111	30	11.456078	12	24.106144	18	1.48511451111111	0
41	nfe	500	86.1024608444444	69.5777777777778	26.6225506666667	30	56.0232955555555	39	3.45661462222222	0.577777777777778
41	nfe	1000	156.640729777778	138.577777777778	48.3251	69	102.006077777778	69	6.309552	0.577777777777778
41	nfe	2000	276.312349333333	251.577777777778	85.1205133333333	108	179.987364444444	141	11.2044715555556	2.57777777777778
41	nfe	3070	385.735435333333	364.311111111111	118.643435555556	150	251.364911111111	210.733333333333	15.7270886666667	3.57777777777778
41	nfe	5000	558.066718222222	546.466666666667	171.369113333333	212	363.754048888889	326.888888888889	22.943556	7.57777777777778
41	nfe	5040	561.218490222222	550.466666666667	172.32718	214	365.812186666667	328.888888888889	23.0791235555556	7.57777777777778
41	nfe	8128	790.674922222222	768.933333333333	242.059244444444	280.155555555556	515.701404444444	475.2	32.9142733333333	13.5777777777778
41	nfe	9197	860.871485333333	838.666666666667	263.305515555556	301.733333333333	561.598457777778	520.355555555556	35.967512	16.5777777777778
41	nfe	10000	912.002594222222	878.244444444444	278.794062222222	315.733333333333	595.012337777778	545.355555555556	38.1961942222222	17.1555555555556
41	nfe	10824	962.579246666667	925.244444444444	294.05028	332.733333333333	628.106755555556	571.355555555556	40.4222111111111	21.1555555555556
41	nfe	15000	1191.85561555556	1131.82222222222	362.967008888889	398.733333333333	778.218026666667	704.933333333333	50.67058	28.1555555555556
41	nfe	15308	1206.92869111111	1146.82222222222	367.479457777778	404.733333333333	788.090715555556	713.933333333333	51.3585177777778	28.1555555555556
41	nfe	17296	1305.35829777778	1244.82222222222	396.906013333333	432.733333333333	852.608555555556	780.933333333333	55.8437288888889	31.1555555555556
41	nfe	20000	1431.57754666667	1361.97777777778	434.515746666667	462.888888888889	935.406066666667	862.933333333333	61.6557333333333	36.1555555555556
41	nfe	25000	1639.64682222222	1534.71111111111	496.288017777778	520.466666666667	1071.95851111111	971.088888888889	71.4002933333333	43.1555555555556
41	nfe	30000	1825.75572	1686.02222222222	551.202924444444	571.044444444444	1194.27262222222	1069.82222222222	80.2801733333333	45.1555555555556
41	nfe	35000	1997.25307555556	1829.6	601.614191111111	618.044444444444	1307.08024444444	1160.4	88.55864	51.1555555555556
41	nfe	40000	2152.10506	1947.33333333333	646.94636	661.2	1409.00048888889	1234.97777777778	96.1582111111111	51.1555555555556
41	nfe	45000	2298.31398222222	2079.91111111111	689.559604444444	706.2	1505.32733333333	1319.55555555556	103.427044444444	54.1555555555556
41	nfe	50000	2435.36505333333	2208.91111111111	729.345208888889	746.2	1595.71115555556	1406.55555555556	110.308688888889	56.1555555555556
41	nfe	55000	2563.96996222222	2344.48888888889	766.471648888889	795.2	1680.67253333333	1488.13333333333	116.82578	61.1555555555556
41	nfe	56885	2609.42198444444	2367.06666666667	779.596928888889	803.2	1710.6734	1502.71111111111	119.151655555556	61.1555555555556
41	sas	10	4.11586076888889	3.57777777777778	1.28613295555556	0	2.66802431111111	3.57777777777778	0.161703502222222	0
41	sas	20	8.25099233777778	8.57777777777778	2.56257195555556	2	5.35701053333333	6.57777777777778	0.331409848888889	0
41	sas	50	20.1281372222222	15.5777777777778	6.23377431111111	4	13.0848666666667	11.5777777777778	0.809496244444444	0
41	sas	100	37.7046142	26.5777777777778	11.6479815555556	8	24.5323573333333	18.5777777777778	1.52427531111111	0
41	sas	200	68.4928116666667	54.1555555555556	21.1504648888889	21	44.5735804444444	33.1555555555556	2.76876633333333	0
41	sas	500	139.012112	108.733333333333	42.9057502222222	43	90.4776311111111	64.7333333333333	5.62873066666667	1
41	sas	1000	229.506831555556	189.888888888889	70.8549026666667	78	149.36376	105.888888888889	9.28816888888889	6
41	sas	2000	369.410853777778	321.044444444444	113.882957777778	117.577777777778	240.498462222222	194.466666666667	15.0294337777778	9
41	sas	3070	491.004504222222	437.044444444444	151.2199	153.577777777778	319.719902222222	273.466666666667	20.064702	10
41	sas	5000	670.309368	596.044444444444	206.019977777778	213.577777777778	436.665675555556	369.466666666667	27.6237146666667	13
41	sas	5040	673.737614888889	598.044444444444	207.056044444444	214.577777777778	438.910853333333	370.466666666667	27.7707171111111	13
41	sas	8128	904.360292888889	810.355555555556	277.129413333333	287.733333333333	589.517813333333	503.622222222222	37.7130662222222	19
41	sas	9197	973.744764444444	883.933333333333	298.140262222222	308.733333333333	634.863671111111	554.2	40.7408311111111	21
41	sas	10000	1023.42356888889	929.511111111111	313.162	321.311111111111	667.330391111111	587.2	42.9311777777778	21
41	sas	10824	1072.70378666667	968.088888888889	328.002466666667	331.311111111111	699.57888	614.777777777778	45.12244	22
41	sas	15000	1295.40468888889	1184.97777777778	394.956973333333	404.466666666667	845.326666666667	754.511111111111	55.1210488888889	26
41	sas	15308	1310.59965111111	1200.97777777778	399.511786666667	411.466666666667	855.276777777778	762.511111111111	55.8110866666667	27
43	afr	10	9.85288	4	3.010244	3	6.45395	1	0.388686	0
43	afr	20	19.011412	8	5.79434	5	12.45859	3	0.758482	0
43	afr	50	41.189584	18	12.5368	13	27.00077	5	1.652014	0
43	afr	100	68.504994	38	20.84651	22	44.913	16	2.745484	0
43	afr	200	110.43479	58	33.5849	35	72.4299	23	4.41999	0
43	afr	500	196.34195	108	59.7438	57	128.7513	51	7.84685	0
43	afr	1000	296.76291	168	90.249	82	194.6296	86	11.88431	0
43	afr	2000	446.66556	265	135.7381	120	292.9773	145	17.95016	0
43	afr	3070	574.16635	338	174.3175	149	376.669	188	23.17985	1
43	afr	5000	759.22146	467	230.1727	204	498.179	262	30.86976	1
43	afr	5040	762.61603	473	231.1942	206	500.407	266	31.01483	1
43	afr	8128	994.9698	612	300.9155	259	653.152	352	40.9023	1
43	eas	10	4.9491007	3	1.502894	1	3.251732	2	0.1944747	0
43	eas	20	9.576684	6	2.910688	4	6.28663	2	0.379366	0
43	eas	50	22.58181	19	6.88852	10	14.80535	9	0.88794	0
43	eas	100	41.082135	29	12.53186	15	26.929	14	1.621275	0
43	eas	200	71.552406	52	21.82998	27	46.8948	25	2.827626	0
43	eas	500	139.69392	94	42.6413	43	91.543	51	5.50962	0
43	eas	1000	222.94519	138	68.0004	62	146.1311	76	8.81369	0
43	eas	2000	349.69215	226	106.5396	100	229.2643	126	13.88825	0
43	eas	3070	455.27714	287	138.5971	128	298.5259	157	18.15414	2
43	eas	5000	608.96591	381	184.9784	163	399.48	216	24.50751	2
43	eas	5040	611.72641	383	185.8205	163	401.287	218	24.61891	2
43	eas	8128	804.92117	510	243.9441	209	528.251	299	32.72607	2
43	eas	9197	863.42378	554	261.53	227	566.692	325	35.20178	2
43	global	10	2.7673969	0	0.843538	0	1.816356	0	0.1075029	0
43	global	20	5.5230806	1	1.680589	1	3.62565	0	0.2168416	0
43	global	50	15.757231	12	4.80167	7	10.33551	5	0.620051	0
43	global	100	31.713591	29	9.66441	15	20.79772	14	1.251461	0
43	global	200	62.248858	57	18.99757	34	40.7973	23	2.453988	0
43	global	500	144.22334	95	43.9424	52	94.5474	42	5.73354	1
43	global	1000	261.07848	174	79.5223	89	171.1469	84	10.40928	1
43	global	2000	439.40939	296	133.4765	138	288.2546	157	17.67829	1
43	global	3070	599.53185	403	181.871	193	393.382	209	24.27885	1
43	global	5000	836.38807	531	253.2145	251	548.972	279	34.20157	1
43	global	5040	841.00583	534	254.6002	252	552.005	281	34.40063	1
43	global	8128	1143.5598	732	345.118	331	751.022	399	47.4198	2
43	global	9197	1237.577	799	373.054	362	812.96	435	51.563	2
43	global	10000	1302.149	845	392.251	386	855.476	457	54.422	2
43	global	10824	1365.1934	893	410.954	405	897	486	57.2394	2
43	global	15000	1659.1358	1143	497.725	495	1090.849	644	70.5618	4
43	global	15308	1678.6759	1156	503.472	505	1103.749	647	71.4549	4
43	global	17296	1802.778	1250	539.929	536	1185.647	709	77.202	5
43	global	20000	1958.6754	1375	585.485	584	1288.656	783	84.5344	8
43	global	25000	2216.1624	1574	660.506	659	1458.834	905	96.8224	10
43	global	30000	2443.7756	1740	726.29	725	1609.527	1003	107.9586	12
43	global	35000	2652.0183	1883	786.216	782	1747.496	1087	118.3063	14
43	global	40000	2844.1506	2048	841.292	836	1874.862	1194	127.9966	18
43	global	45000	3021.3426	2206	891.786	888	1992.486	1293	137.0706	25
43	global	50000	3187.2727	2348	938.918	932	2102.695	1389	145.6597	27
43	global	55000	3342.8941	2458	983.045	962	2206.068	1467	153.7811	29
43	global	56885	3397.79	2495	998.533	970	2242.582	1496	156.675	29
43	global	60000	3489.0687	2560	1024.242	1000	2303.319	1531	161.5077	29
43	global	65000	3630.8569	2689	1064.168	1048	2397.651	1611	169.0379	30
43	global	70000	3766.9473	2814	1102.377	1091	2488.249	1692	176.3213	31
43	global	75000	3894.1121	2933	1137.974	1123	2572.956	1777	183.1821	33
43	global	80000	4017.1195	3039	1172.333	1159	2654.928	1847	189.8585	33
43	global	85000	4134.549	3136	1205.026	1193	2733.24	1908	196.283	35
43	global	90000	4248.971	3235	1236.929	1219	2809.506	1980	202.536	36
43	global	95000	4358.8426	3327	1267.465	1252	2882.791	2038	208.5866	37
43	global	100000	4465.1736	3412	1296.87	1280	2953.812	2095	214.4916	37
43	global	110000	4668.3268	3591	1353.116	1337	3089.433	2216	225.7778	38
43	global	120000	4860.1841	3742	1406.059	1387	3217.612	2312	236.5131	43
43	global	125748	4965.3249	3830	1434.961	1424	3287.929	2361	242.4349	45
43	nfe	10	1.9532677	1	0.597981	0	1.279279	1	0.0760077	0
43	nfe	20	3.851519	3	1.170968	1	2.526977	2	0.153574	0
43	nfe	50	10.19626	11	3.11188	6	6.68289	5	0.40149	0
43	nfe	100	20.173092	16	6.15931	10	13.2229	6	0.790882	0
43	nfe	200	38.999519	24	11.91051	13	25.55802	10	1.530989	1
43	nfe	500	90.66469	61	27.69752	30	59.4021	30	3.56507	1
43	nfe	1000	164.82985	109	50.2559	47	108.0689	61	6.50505	1
43	nfe	2000	290.62095	179	88.4943	74	190.5803	104	11.54635	1
43	nfe	3070	405.48041	241	123.2879	100	265.9936	140	16.19891	1
43	nfe	5000	586.29056	369	177.9962	153	384.677	215	23.61736	1
43	nfe	5040	589.58609	370	178.9869	153	386.843	216	23.75619	1
43	nfe	8128	829.72445	541	251.1841	219	544.694	317	33.84635	5
43	nfe	9197	903.12251	583	273.1632	233	592.985	345	36.97431	5
43	nfe	10000	956.5385	623	289.185	248	628.095	368	39.2585	7
43	nfe	10824	1009.3518	670	304.9578	273	662.856	390	41.538	7
43	nfe	15000	1248.4199	841	376.1	335	820.302	497	52.0179	9
43	nfe	15308	1264.0757	851	380.731	339	830.625	503	52.7197	9
43	nfe	17296	1366.5156	936	411.056	368	898.161	558	57.2986	10
43	nfe	20000	1497.7076	1039	449.783	402	984.695	621	63.2296	16
43	nfe	25000	1713.6872	1208	513.306	453	1127.218	738	73.1632	17
43	nfe	30000	1906.522	1350	569.695	506	1254.625	827	82.202	17
43	nfe	35000	2084.0067	1497	621.451	555	1371.931	925	90.6247	17
43	nfe	40000	2243.9858	1625	667.872	590	1477.767	1016	98.3468	19
43	nfe	45000	2394.7993	1737	711.46	626	1577.615	1091	105.7243	20
43	nfe	50000	2536.005	1859	752.129	671	1671.169	1168	112.707	20
43	nfe	55000	2668.2978	1970	790.044	710	1758.941	1236	119.3128	24
43	nfe	56885	2715.0442	2010	803.432	727	1789.942	1258	121.6702	25
43	sas	10	4.345766	8	1.339012	3	2.839794	5	0.16696	0
43	sas	20	8.6936063	13	2.663888	7	5.68817	6	0.3415483	0
43	sas	50	21.206998	16	6.48827	9	13.88366	7	0.835068	0
43	sas	100	39.69323	28	12.11715	14	26.0045	14	1.57158	0
43	sas	200	72.099761	48	22.00265	22	47.2424	26	2.854711	0
43	sas	500	146.29183	90	44.6185	49	95.8716	41	5.80173	0
43	sas	1000	241.56529	149	73.701	82	158.2888	66	9.57549	1
43	sas	2000	388.60487	246	118.3995	132	254.7192	113	15.48617	1
43	sas	3070	516.30724	331	157.1534	157	338.4883	172	20.66554	2
43	sas	5000	704.29324	458	213.9613	206	461.903	249	28.42894	3
43	sas	5040	707.88414	464	215.035	209	464.269	252	28.58014	3
43	sas	8128	949.2261	637	287.5796	276	622.87	355	38.7765	6
43	sas	9197	1021.7493	698	309.2995	300	670.572	392	41.8778	6
43	sas	10000	1073.6485	748	324.824	319	704.705	423	44.1195	6
43	sas	10824	1125.0372	781	340.143	332	738.533	442	46.3612	7
43	sas	15000	1357.2143	934	409.245	393	891.386	531	56.5833	10
43	sas	15308	1373.0316	957	413.93	401	901.813	546	57.2886	10
44	afr	10	14.503986	6	4.447875	3	9.55683	3	0.499281	NA
44	afr	20	27.980652	7	8.56959	3	18.43609	4	0.974972	NA
44	afr	50	60.640327	33	18.56602	19	39.94974	14	2.124567	NA
44	afr	100	100.885291	54	30.88138	28	66.4731	26	3.530811	NA
44	afr	200	162.76912	103	49.80824	44	107.2764	59	5.68448	NA
44	afr	500	289.36828	181	88.5972	77	190.6799	104	10.09118	NA
44	afr	1000	437.37644	265	133.8502	107	288.2413	156	15.28494	NA
44	afr	2000	658.20955	429	201.3333	168	433.7855	257	23.09075	NA
44	afr	3070	845.92086	544	258.5596	207	557.537	331	29.82426	NA
44	afr	5000	1118.12606	738	341.3991	281	736.995	450	39.73196	NA
44	afr	5040	1123.14571	740	342.9158	282	740.311	451	39.91891	NA
44	afr	8128	1464.53298	1013	446.2502	373	965.614	626	52.66878	NA
44	eas	10	7.3285118	4	2.238301	2	4.840262	2	0.2499488	NA
44	eas	20	14.1541534	6	4.330135	2	9.33621	4	0.4878084	NA
44	eas	50	33.335482	18	10.23131	8	21.96288	10	1.141292	NA
44	eas	100	60.596673	31	18.59555	15	39.91712	16	2.084003	NA
44	eas	200	105.511194	58	32.38996	27	69.4862	30	3.635034	NA
44	eas	500	205.97106	123	63.2418	54	135.6475	68	7.08176	NA
44	eas	1000	328.76235	219	100.8817	87	216.5509	126	11.32975	NA
44	eas	2000	515.58067	361	158.0372	135	339.6871	220	17.85637	NA
44	eas	3070	671.1224	482	205.5878	186	442.1891	288	23.3455	NA
44	eas	5000	897.43567	664	274.4189	256	591.488	398	31.52877	NA
44	eas	5040	901.50452	667	275.6665	256	594.166	401	31.67202	NA
44	eas	8128	1185.72001	879	361.8957	337	781.704	527	42.12031	NA
44	eas	9197	1271.64931	957	387.9494	357	838.387	583	45.31291	NA
44	global	10	4.096909	2	1.25595	0	2.70285	2	0.138109	NA
44	global	20	8.1714186	4	2.502764	0	5.38991	4	0.2787446	NA
44	global	50	23.2735928	17	7.13511	5	15.34151	12	0.7969728	NA
44	global	100	46.810718	28	14.35033	9	30.85173	19	1.608658	NA
44	global	200	91.804964	73	28.18391	26	60.4669	45	3.154154	NA
44	global	500	212.597561	144	65.1732	50	140.0522	91	7.372161	NA
44	global	1000	384.71175	257	117.91	102	253.4163	151	13.38545	NA
44	global	2000	647.58256	445	198.0184	174	426.8218	264	22.74236	NA
44	global	3070	883.25786	624	269.783	246	582.232	368	31.24286	NA
44	global	5000	1231.51138	877	375.5437	362	811.938	503	44.02968	NA
44	global	5040	1238.31611	879	377.6058	363	816.424	504	44.28631	NA
44	global	8128	1682.77589	1205	511.84	487	1109.852	694	61.08389	NA
44	global	9197	1820.87786	1326	553.29	529	1201.154	771	66.43386	NA
44	global	10000	1915.56736	1408	581.728	560	1263.712	820	70.12736	NA
44	global	10824	2007.91156	1483	609.432	584	1324.713	870	73.76656	NA
44	global	15000	2438.9123	1824	738.156	704	1609.766	1082	90.9903	NA
44	global	15308	2467.5725	1847	746.669	711	1628.757	1097	92.1465	NA
44	global	17296	2649.2484	1966	800.711	755	1748.957	1172	99.5804	NA
44	global	20000	2877.4235	2175	868.242	833	1900.107	1299	109.0745	NA
44	global	25000	3253.7866	2508	979.39	947	2149.407	1506	124.9896	NA
44	global	30000	3586.3218	2801	1076.931	1063	2369.964	1677	139.4268	NA
44	global	35000	3890.2348	3060	1165.771	1134	2571.614	1855	152.8498	NA
44	global	40000	4170.3305	3310	1247.319	1205	2757.586	2029	165.4255	NA
44	global	45000	4428.6696	3555	1322.189	1292	2929.274	2183	177.2066	NA
44	global	50000	4670.3948	3742	1392.022	1359	3090.01	2303	188.3628	NA
44	global	55000	4896.8476	3942	1457.352	1434	3240.584	2425	198.9116	NA
44	global	56885	4976.8035	4002	1480.297	1454	3293.831	2463	202.6755	NA
44	global	60000	5109.701	4118	1518.412	1491	3382.332	2540	208.957	NA
44	global	65000	5316.0821	4309	1577.564	1554	3519.773	2666	218.7451	NA
44	global	70000	5514.1269	4476	1634.193	1624	3651.718	2761	228.2159	NA
44	global	75000	5699.1148	4656	1686.943	1683	3775.034	2877	237.1378	NA
44	global	80000	5877.9476	4794	1737.832	1727	3894.293	2968	245.8226	NA
44	global	85000	6048.7432	4954	1786.3	1782	4008.265	3071	254.1782	NA
44	global	90000	6215.0173	5108	1833.54	1832	4119.162	3169	262.3153	NA
44	global	95000	6374.7587	5246	1878.822	1880	4225.748	3257	270.1887	NA
