block	Singletons	Doubletons	MAC.3.5	MAC.6.10	MAC.11.20	MAC.21.MAF0.005	MAF0.005.MAF0.01	Total	pop	N_bp	Zeros	per_rv
74	0.572881355932203	0.134463276836158	0.128813559322034	0.0587570621468927	0.0418079096045198	0.031638418079096	0.00677966101694915	885	EAS	19599	0	0.975141242937853
75	0.549700598802395	0.125748502994012	0.123353293413174	0.0538922155688623	0.0502994011976048	0.0407185628742515	0.00958083832335329	835	EAS	19220	0	0.953293413173653
76	0.574511819116136	0.123329907502569	0.107913669064748	0.0668036998972251	0.0318602261048304	0.0441932168550874	0.00719424460431655	973	EAS	27204	0	0.955806783144913
77	0.548704200178731	0.119749776586238	0.134048257372654	0.0598748882931189	0.0375335120643432	0.0509383378016086	0.00804289544235925	1119	EAS	26076	0	0.958891867739053
78	0.56039755351682	0.124617737003058	0.124617737003058	0.0634556574923547	0.040519877675841	0.0359327217125382	0.00382262996941896	1308	EAS	29892	0	0.953363914373089
79	0.5718820861678	0.127891156462585	0.117460317460317	0.0603174603174603	0.036734693877551	0.0412698412698413	0.00952380952380952	2205	EAS	51234	0	0.965079365079365
80	0.580357142857143	0.128826530612245	0.119897959183673	0.0497448979591837	0.0420918367346939	0.0446428571428571	0.0038265306122449	784	EAS	18402	0	0.969387755102041
81	0.588157894736842	0.127631578947368	0.119736842105263	0.0473684210526316	0.043421052631579	0.0381578947368421	0.00394736842105263	760	EAS	18270	0	0.968421052631579
82	0.577981651376147	0.103975535168196	0.137614678899083	0.0611620795107034	0.0336391437308868	0.018348623853211	0.00917431192660551	327	EAS	6609	0	0.941896024464832
83	0.540389972144847	0.114206128133705	0.175487465181058	0.0557103064066852	0.0417827298050139	0.0417827298050139	0.00278551532033426	359	EAS	7302	0	0.972144846796657
84	0.486842105263158	0.192982456140351	0.100877192982456	0.0789473684210526	0.0175438596491228	0.0526315789473684	0.0087719298245614	228	EAS	5775	0	0.93859649122807
85	0.514508928571429	0.122767857142857	0.126116071428571	0.0636160714285714	0.0390625	0.0424107142857143	0.0167410714285714	896	EAS	19972	0	0.925223214285714
86	0.569023569023569	0.14702581369248	0.109988776655443	0.0516273849607183	0.0347923681257015	0.021324354657688	0.00897867564534231	891	EAS	23553	0	0.942760942760943
87	0.54029304029304	0.135531135531136	0.119047619047619	0.0549450549450549	0.0347985347985348	0.0347985347985348	0.00549450549450549	546	EAS	14607	0	0.924908424908425
88	0.539611360239163	0.119581464872945	0.14050822122571	0.0523168908819133	0.0358744394618834	0.0508221225710015	0.0104633781763827	669	EAS	14055	0	0.949177877428999
89	0.528985507246377	0.115942028985507	0.120772946859903	0.072463768115942	0.0289855072463768	0.0434782608695652	0.00966183574879227	414	EAS	11045	0	0.920289855072464
90	0.497237569060773	0.117863720073665	0.156537753222836	0.0644567219152855	0.0405156537753223	0.0589318600368324	0.00368324125230203	543	EAS	13677	0	0.939226519337017
91	0.55363321799308	0.14878892733564	0.121107266435986	0.0622837370242214	0.0207612456747405	0.027681660899654	0	289	EAS	7245	1	0.934256055363322
93	0.657534246575342	0.089041095890411	0.102739726027397	0.0342465753424658	0.0342465753424658	0.0547945205479452	0.00684931506849315	146	EAS	3183	0	0.97945205479452
94	0.580536912751678	0.13758389261745	0.10738255033557	0.0536912751677852	0.0402684563758389	0.023489932885906	0.00671140939597315	298	EAS	8316	0	0.949664429530201
95	0.477908025247971	0.139765554553652	0.119927862939585	0.066726780883679	0.036068530207394	0.0613165013525699	0.0162308385933273	1109	EAS	19743	0	0.917944093778179
96	0.533834586466165	0.105263157894737	0.106766917293233	0.0616541353383459	0.0496240601503759	0.0631578947368421	0.0210526315789474	665	EAS	11457	0	0.941353383458647
97	0.40920716112532	0.150895140664962	0.135549872122762	0.0818414322250639	0.0460358056265985	0.061381074168798	0.0217391304347826	782	EAS	12291	0	0.906649616368286
98	0.536044362292052	0.113678373382625	0.121072088724584	0.0646950092421442	0.0489833641404806	0.0499075785582255	0.00462107208872458	1082	EAS	21456	0	0.939001848428835
99	0.568013190436933	0.132728771640561	0.112943116240725	0.0601813685078318	0.0313272877164056	0.0362737015663644	0.00989282769991756	1213	EAS	28687	0	0.951360263808739
100	0.55641592920354	0.128318584070796	0.125	0.0497787610619469	0.0342920353982301	0.0398230088495575	0.00553097345132743	904	EAS	24246	0	0.939159292035398
101	0.512479201331115	0.153078202995008	0.111480865224626	0.0599001663893511	0.0415973377703827	0.0482529118136439	0.00665557404326123	601	EAS	13068	0	0.933444259567388
102	0.539189189189189	0.151351351351351	0.101351351351351	0.0743243243243243	0.0337837837837838	0.0337837837837838	0.0121621621621622	740	EAS	17673	0	0.945945945945946
103	0.58695652173913	0.132608695652174	0.128260869565217	0.0521739130434783	0.0282608695652174	0.0369565217391304	0.00434782608695652	460	EAS	9383	0	0.969565217391304
104	0.625441696113074	0.109540636042403	0.0918727915194346	0.0530035335689046	0.0282685512367491	0.03886925795053	0	283	EAS	7602	1	0.946996466431095
105	0.57371063441351	0.1296211775445	0.110908261068005	0.0561387494294843	0.0387950707439525	0.0351437699680511	0.00410771337288909	2191	EAS	57348	0	0.948425376540392
106	0.590212264150943	0.123820754716981	0.11438679245283	0.0495283018867925	0.0341981132075472	0.0436320754716981	0.00943396226415094	1696	EAS	37572	0	0.965212264150943
0	0.477331052181352	0.162532078699743	0.159110350727117	0.0744225834046193	0.0444824636441403	0.058169375534645	0.0076988879384089	1169	NFE	8490	1	0.983746792130026
1	0.500473933649289	0.162559241706161	0.157345971563981	0.0682464454976303	0.0407582938388626	0.0421800947867299	0.00663507109004739	2110	NFE	13239	0	0.978199052132701
2	0.513213530655391	0.179175475687104	0.152219873150106	0.0623678646934461	0.0290697674418605	0.0417547568710359	0.00211416490486258	1892	NFE	11037	0	0.979915433403805
3	0.532409294741133	0.161434977578475	0.153077863840196	0.0656339176518549	0.0291479820627803	0.0332246229107216	0.00203832042397065	4906	NFE	28833	0	0.976966979209132
4	0.56530408773679	0.152542372881356	0.152542372881356	0.0568295114656032	0.028913260219342	0.036889332003988	0.00299102691924227	1003	NFE	6117	0	0.996011964107677
5	0.551484523057486	0.152242577384713	0.152874289324068	0.0644346178142767	0.0284270372710044	0.0375868603916614	0.00379027163613392	3166	NFE	22692	0	0.990840176879343
6	0.526162790697674	0.163759689922481	0.166182170542636	0.059593023255814	0.0300387596899225	0.0368217054263566	0.00436046511627907	2064	NFE	13917	0	0.986918604651163
7	0.539743899492631	0.15825078521382	0.161391640492873	0.0596762503020053	0.0294757187726504	0.0359990335829911	0.00241604252234839	4139	NFE	27279	0	0.986953370379319
9	0.503904216553878	0.152524726704841	0.163977095262884	0.0760020822488287	0.045288912024987	0.0406038521603332	0.00156168662155128	1921	NFE	12777	0	0.983862571577304
10	0.541867179980751	0.181905678537055	0.149181905678537	0.0490856592877767	0.0298363811357074	0.0356111645813282	0.00192492781520693	1039	NFE	6936	0	0.989412897016362
11	0.505454545454545	0.15030303030303	0.168484848484848	0.0715151515151515	0.0351515151515151	0.0557575757575758	0.00242424242424242	825	NFE	5820	0	0.989090909090909
12	0.535321821036107	0.160125588697017	0.150706436420722	0.0612244897959184	0.0353218210361068	0.043171114599686	0.00470957613814757	1274	NFE	8133	0	0.990580847723705
13	0.487971130713713	0.160384923817161	0.17682437850842	0.0805934242181235	0.0332798716920609	0.0425020048115477	0.00360866078588613	2494	NFE	15207	0	0.985164394546913
14	0.543251533742331	0.147546012269939	0.156748466257669	0.0631901840490798	0.0334355828220859	0.0374233128834356	0.00337423312883436	3260	NFE	23175	0	0.984969325153374
15	0.479504289799809	0.164601207499206	0.171909755322529	0.0746742929774388	0.0428979980934223	0.0473466793771846	0.00254210359072132	3147	NFE	20241	0	0.983476326660311
16	0.535714285714286	0.160714285714286	0.152950310559006	0.0566770186335404	0.0399844720496894	0.0388198757763975	0.00232919254658385	2576	NFE	16890	0	0.987189440993789
18	0.514763522341259	0.169323229683825	0.160700287431408	0.0674157303370786	0.0342304677292919	0.0363208779723021	0.00287431408413901	3827	NFE	25321	0	0.985628429579305
19	0.516215015548645	0.171923589515771	0.158151932474456	0.0644158151932474	0.0306530430919591	0.0368725011106175	0.00266548200799645	2251	NFE	16731	0	0.980897378942692
20	0.539154539154539	0.153153153153153	0.151074151074151	0.0637560637560638	0.0277200277200277	0.0464310464310464	0.00277200277200277	1443	NFE	10314	0	0.984060984060984
21	0.544186046511628	0.162790697674419	0.12906976744186	0.0604651162790698	0.0255813953488372	0.05	0.00465116279069767	860	NFE	6921	0	0.976744186046512
22	0.576923076923077	0.126550868486352	0.120347394540943	0.0694789081885856	0.0272952853598015	0.043424317617866	0.00992555831265509	806	NFE	8175	0	0.97394540942928
24	0.515375153751538	0.138991389913899	0.174661746617466	0.0590405904059041	0.028290282902829	0.0541205412054121	0.002460024600246	813	NFE	6033	0	0.972939729397294
25	0.552738336713996	0.169371196754564	0.142663962136579	0.0578093306288032	0.0294117647058824	0.035158891142664	0.00270453008789723	2958	NFE	22178	0	0.989858012170385
26	0.510829723425525	0.165611462845718	0.158280573142286	0.0616461179606798	0.0339886704431856	0.044651782739087	0.00366544485171609	3001	NFE	23505	0	0.978673775408197
27	0.551272166538165	0.156900539707016	0.143407864302236	0.0558982266769468	0.0323824209714726	0.0404780262143408	0.00192752505782575	2594	NFE	19620	0	0.982266769468003
28	0.589072943911654	0.145742516710259	0.125254286544609	0.0508573089218251	0.026445800639349	0.0364719558267945	0.0036326649229875	6882	NFE	47499	0	0.977477477477477
29	0.555795536357091	0.146148308135349	0.138948884089273	0.0568754499640029	0.0381569474442045	0.0417566594672426	0.00215982721382289	1389	NFE	10443	0	0.979841612670986
30	0.554900308901994	0.155012636899747	0.139286717214266	0.0600954787980904	0.0370682392586352	0.0387531592249368	0.002808199943836	3561	NFE	27474	0	0.987924740241505
31	0.550058892815077	0.165161628059155	0.149587750294464	0.0549666274047899	0.0295772804606727	0.0359900536578982	0.00209396675827771	7641	NFE	57595	0	0.987436199450334
32	0.533298511360669	0.167928963175764	0.150953251501698	0.0639853747714808	0.0266388090885349	0.0415252024027161	0.00496213110472708	3829	NFE	26001	0	0.989292243405589
33	0.571208729714605	0.151371012870733	0.134862898712927	0.0574986010072748	0.029658645775042	0.0388919977616116	0.00335758254057079	7148	NFE	58758	0	0.986849468382764
34	0.580688183515604	0.158975726860496	0.136569751933849	0.0493464923979728	0.0320085356094959	0.0293411576420379	0.00186716457722059	3749	NFE	31911	0	0.988797012536676
35	0.551378446115288	0.169172932330827	0.134085213032581	0.0601503759398496	0.025062656641604	0.0476190476190476	0.0012531328320802	798	NFE	5943	0	0.988721804511278
36	0.548048048048048	0.161561561561562	0.150750750750751	0.0561561561561562	0.0309309309309309	0.0399399399399399	0.0039039039039039	3330	NFE	25500	0	0.991291291291291
37	0.523076923076923	0.16646942800789	0.157396449704142	0.06232741617357	0.0347140039447732	0.0362919132149901	0.00355029585798817	2535	NFE	19029	0	0.983826429980276
38	0.539531648504521	0.158126594018085	0.153489450498493	0.0658474379782054	0.0292140041734292	0.0361697194528171	0.00370971481567355	4313	NFE	32334	0	0.986088569441224
39	0.513724035608309	0.148738872403561	0.158011869436202	0.0641691394658754	0.0419139465875371	0.0437685459940653	0.00445103857566766	2696	NFE	17358	0	0.974777448071217
40	0.549411162314388	0.161290322580645	0.160266257040451	0.0593958013312852	0.0296979006656426	0.0307219662058372	0.00153609831029186	1953	NFE	16486	0	0.992319508448541
41	0.491851232762223	0.144588382783117	0.177601337233598	0.0710405348934392	0.0417885499373172	0.0518178019222733	0.00459674049310489	2393	NFE	15855	0	0.983284580025073
42	0.529058116232465	0.158316633266533	0.154753952349143	0.0610109107103095	0.0325094633711868	0.0429748385660209	0.00222667557336896	4491	NFE	33048	0	0.980850590069027
43	0.572371762315896	0.152361604875571	0.133062468257999	0.0589131538852209	0.0233621127475876	0.04266124936516	0.00253936008125952	1969	NFE	15918	0	0.985271711528695
44	0.537574056750857	0.159962581852198	0.151231680698472	0.0617399438727783	0.032429061428126	0.0374181478016838	0.00374181478016838	3207	NFE	23379	0	0.984097287184284
45	0.571428571428571	0.152823920265781	0.146416706217371	0.0550545799715235	0.0249169435215947	0.0355956336022781	0.00427147603227337	4214	NFE	32412	0	0.990507831039392
46	0.563846286403584	0.161123556780975	0.147165259348613	0.0566948130277443	0.026365672927796	0.0329140099948303	0.00206789591590557	5803	NFE	44412	0	0.990177494399449
47	0.581952767007402	0.140641522735284	0.123722241804723	0.0595699682763483	0.0281988015509341	0.0408882622488544	0.00246739513570673	2837	NFE	22293	0	0.977440958759253
48	0.582931865106676	0.149002064693737	0.112869924294563	0.0505849965588438	0.02856159669649	0.0512732278045423	0.00447350309704061	2906	NFE	22182	0	0.979697178251893
49	0.594441293250142	0.137833238797504	0.124220079410096	0.0510493477027794	0.0306296086216676	0.0402722631877482	0.0022688598979013	1763	NFE	13599	0	0.980714690867839
51	0.587349397590361	0.150602409638554	0.158132530120482	0.0436746987951807	0.0135542168674699	0.0346385542168675	0.00451807228915663	664	NFE	4788	0	0.992469879518072
52	0.581261950286807	0.15678776290631	0.131931166347992	0.0439770554493308	0.0248565965583174	0.0497131931166348	0.00382409177820268	523	NFE	3900	0	0.992351816443595
53	0.506696428571429	0.167410714285714	0.178571428571429	0.0513392857142857	0.0401785714285714	0.0446428571428571	0	448	NFE	3243	1	0.988839285714286
54	0.589622641509434	0.147798742138365	0.14622641509434	0.050314465408805	0.029874213836478	0.0267295597484277	0.00314465408805031	636	NFE	5007	0	0.993710691823899
55	0.529491987725878	0.167405386975793	0.147289464711899	0.0610296624616434	0.0303443573133311	0.0405727923627685	0.00306853051483123	2933	NFE	21141	0	0.979202182066144
56	0.558704453441296	0.147098515519568	0.143049932523617	0.058029689608637	0.0350877192982456	0.0472334682860999	0.00269905533063428	741	NFE	5124	0	0.991902834008097
58	0.539379474940334	0.158199795431299	0.14763041254688	0.0610296624616434	0.0388680531878623	0.0375042618479373	0.00238663484486874	2933	NFE	23547	0	0.984998295260825
59	0.529383659818442	0.163401815575729	0.148112756808409	0.0645007166746297	0.0281892021022456	0.0396559961777353	0.00334448160535117	2093	NFE	15276	0	0.976588628762542
60	0.538114423851732	0.168412570507655	0.145688960515713	0.0638195004029009	0.0288477034649476	0.0414182111200645	0.00209508460918614	6205	NFE	45183	0	0.9883964544722
61	0.579247179716296	0.147213224617447	0.140511560370825	0.0517145091030939	0.0312744331508991	0.0341784876577683	0.00245727689042779	8953	NFE	81235	0	0.986596671506758
62	0.541655540720961	0.15781041388518	0.155674232309746	0.061415220293725	0.0289719626168224	0.0376502002670227	0.00213618157543391	7490	NFE	54094	0	0.985313751668892
63	0.540599061710574	0.151569830386142	0.147058823529412	0.0584626488632263	0.0306748466257669	0.0496210754240346	0.00342836521111512	5542	NFE	44391	0	0.981414651750271
64	0.551787538304392	0.158937691521961	0.145863125638407	0.0621041879468846	0.0308478038815117	0.0357507660878447	0.00388151174668029	4895	NFE	39693	0	0.989172625127681
65	0.510835095137421	0.156976744186047	0.159883720930233	0.0695031712473573	0.0317124735729387	0.0462473572938689	0.00528541226215645	3784	NFE	26013	0	0.980443974630021
66	0.541499330655957	0.163052208835341	0.151539491298527	0.0590361445783133	0.0338688085676037	0.0405622489959839	0.00200803212851406	7470	NFE	54678	0	0.991566265060241
67	0.525402726146221	0.147666253614209	0.146633622470054	0.0700123915737299	0.0359355638166047	0.0530772408095828	0.00206526228831062	4842	NFE	28399	0	0.980793060718711
68	0.569492254733219	0.157917383820998	0.128012048192771	0.0533562822719449	0.0277538726333907	0.0449655765920826	0.00279690189328744	4648	NFE	38463	0	0.984294320137694
69	0.527994330262225	0.151665485471297	0.140326009922041	0.0694542877391921	0.0290574060949681	0.0595322466335932	0.00141743444365698	1411	NFE	10323	0	0.979447200566974
70	0.523866348448687	0.156324582338902	0.147971360381862	0.0715990453460621	0.0399761336515513	0.0393794749403341	0.00298329355608592	1676	NFE	12993	0	0.982100238663485
71	0.564546943231441	0.160480349344978	0.146697598253275	0.052811135371179	0.029339519650655	0.0317958515283843	0.00313864628820961	7328	NFE	55181	0	0.988810043668122
72	0.570868713259308	0.146962769431744	0.12671456564337	0.062050947093403	0.030698889614631	0.0404964075767472	0.00326583932070542	1531	NFE	11916	0	0.981058131939909
73	0.590068159688413	0.148977604673807	0.139727361246349	0.055014605647517	0.0233690360272639	0.0306718597857838	0.00292112950340798	2054	NFE	19065	0	0.990749756572541
74	0.546847167794799	0.1510509440684	0.155325970787317	0.0566441040256502	0.0342002137513359	0.0431065194157463	0.00142500890630566	2807	NFE	19599	0	0.988599928749555
75	0.542747766907699	0.150148872820077	0.141641854529987	0.056571671629094	0.0340280731603573	0.0527435133985538	0.00170140365801786	2351	NFE	19220	0	0.979583156103786
76	0.558651976668827	0.152300712896954	0.143227478937135	0.0563836681788723	0.0346727154893065	0.0359688917692806	0.00226830848995463	3086	NFE	27204	0	0.983473752430331
77	0.54070265638389	0.169094544415881	0.139674378748929	0.0591259640102828	0.0288489003141959	0.0408454727220794	0.00342759211653813	3501	NFE	26076	0	0.981719508711797
78	0.562251984126984	0.157738095238095	0.139880952380952	0.052827380952381	0.03125	0.0386904761904762	0.00396825396825397	4032	NFE	29892	0	0.986607142857143
79	0.552639006491674	0.161303979678239	0.140841095117132	0.0539091165678803	0.0325994919559695	0.0431837425910246	0.00465707027942422	7086	NFE	51234	0	0.989133502681343
80	0.537460567823344	0.152602523659306	0.163643533123028	0.0579652996845426	0.0279968454258675	0.0481072555205047	0.00236593059936909	2536	NFE	18402	0	0.990141955835962
81	0.54074402125775	0.1651904340124	0.146147032772365	0.0637732506643047	0.0305580159433127	0.0367581930912312	0.00442869796279894	2258	NFE	18270	0	0.987599645704163
82	0.545812807881773	0.138916256157635	0.136945812807882	0.0748768472906404	0.032512315270936	0.0413793103448276	0.00197044334975369	1015	NFE	6609	0	0.972413793103448
83	0.564878048780488	0.149268292682927	0.130731707317073	0.0546341463414634	0.0360975609756098	0.0448780487804878	0.00195121951219512	1025	NFE	7302	0	0.982439024390244
84	0.537634408602151	0.139784946236559	0.149193548387097	0.071236559139785	0.0309139784946237	0.0524193548387097	0.00134408602150538	744	NFE	5775	0	0.98252688172043
85	0.544764188649081	0.144684252597922	0.141886490807354	0.0535571542765787	0.0315747402078337	0.0515587529976019	0.00599520383693046	2502	NFE	19972	0	0.974020783373301
86	0.569305219495334	0.143795368129969	0.139993086761148	0.0521949533356377	0.0362945039751123	0.0359488420324922	0.00380228136882129	2893	NFE	23553	0	0.981334255098514
87	0.568328445747801	0.15307917888563	0.121994134897361	0.0527859237536657	0.0387096774193548	0.0410557184750733	0.00175953079178886	1705	NFE	14607	0	0.977712609970675
88	0.55919395465995	0.155667506297229	0.136020151133501	0.055919395465995	0.0377833753148615	0.0387909319899244	0.00100755667506297	1985	NFE	14055	0	0.984382871536524
89	0.567164179104478	0.134328358208955	0.131011608623549	0.0538971807628524	0.0323383084577114	0.0480928689883914	0.0033167495854063	1206	NFE	11045	0	0.970149253731343
90	0.551963048498845	0.139722863741339	0.143187066974596	0.0600461893764434	0.0352193995381062	0.0450346420323326	0.00346420323325635	1732	NFE	13677	0	0.978637413394919
91	0.541621621621622	0.15027027027027	0.142702702702703	0.065945945945946	0.0335135135135135	0.0389189189189189	0.00108108108108108	925	NFE	7245	0	0.974054054054054
93	0.537753222836096	0.169429097605893	0.160220994475138	0.0552486187845304	0.0220994475138122	0.0478821362799263	0	543	NFE	3183	1	0.992633517495396
94	0.600230414746544	0.138248847926267	0.129032258064516	0.0529953917050691	0.0115207373271889	0.0483870967741935	0.00345622119815668	868	NFE	8316	0	0.983870967741935
95	0.510244547257105	0.148380700594845	0.146067415730337	0.0687376074025116	0.0383344348975545	0.054857898215466	0.00363516192994052	3026	NFE	19743	0	0.970257766027759
96	0.535678391959799	0.139195979899497	0.147738693467337	0.0653266331658292	0.0336683417085427	0.0517587939698492	0.00603015075376884	1990	NFE	11457	0	0.979396984924623
97	0.447368421052632	0.177631578947368	0.154352226720648	0.0642712550607287	0.0369433198380567	0.0637651821862348	0.00860323886639676	1976	NFE	12291	0	0.952935222672065
98	0.536415835599879	0.151405258386219	0.150196433967966	0.0616500453309157	0.0335448776065277	0.0404956180114838	0.00271985494106981	3309	NFE	21456	0	0.976427923844062
99	0.543637387387387	0.161880630630631	0.143581081081081	0.0540540540540541	0.03125	0.0408220720720721	0.00591216216216216	3552	NFE	28687	0	0.981137387387387
100	0.57735982966643	0.15152590489709	0.132008516678495	0.0532292405961675	0.0269694819020582	0.0330021291696238	0.0049680624556423	2818	NFE	24246	0	0.979063165365507
101	0.548844537815126	0.148634453781513	0.131827731092437	0.0677521008403361	0.0362394957983193	0.0430672268907563	0.00315126050420168	1904	NFE	13068	0	0.979516806722689
102	0.5546875	0.149739583333333	0.127604166666667	0.0577256944444444	0.0390625	0.0447048611111111	0.0078125	2304	NFE	17673	0	0.981336805555556
103	0.593582887700535	0.12987012987013	0.126050420168067	0.0488922841864018	0.0397249809014515	0.0458365164247517	0.00381970970206264	1309	NFE	9383	0	0.9877769289534
104	0.599024390243902	0.157073170731707	0.12	0.0429268292682927	0.0263414634146341	0.0380487804878049	0.00195121951219512	1025	NFE	7602	0	0.985365853658537
105	0.585104844540853	0.14938539407086	0.126391901663051	0.0522053506869125	0.0276211135213304	0.0394793926247288	0.00375994215473608	6915	NFE	57348	0	0.983947939262473
106	0.560574948665298	0.153070748553295	0.147657270860556	0.0509613589695725	0.0291207765540414	0.0448011946985253	0.00280007466865783	5357	NFE	37572	0	0.988986372969946
0	0.520423600605144	0.128593040847201	0.16338880484115	0.0529500756429652	0.0423600605143722	0.0605143721633888	0.0075642965204236	661	SAS	8490	1	0.975794251134644
1	0.556869881710646	0.121929026387625	0.110100090991811	0.0646041856232939	0.0363967242948135	0.0536851683348499	0.0163785259326661	1099	SAS	13239	0	0.959963603275705
2	0.518013631937683	0.153846153846154	0.148003894839338	0.0467380720545277	0.0340798442064265	0.0525803310613437	0.0136319376825706	1027	SAS	11037	0	0.966893865628043
3	0.556581986143187	0.133179368745189	0.122016936104696	0.0615858352578907	0.0311778290993072	0.0446497305619707	0.00346420323325635	2598	SAS	28833	0	0.952655889145497
4	0.542094455852156	0.160164271047228	0.141683778234086	0.053388090349076	0.0328542094455852	0.053388090349076	0.00205338809034908	487	SAS	6117	0	0.985626283367557
5	0.57644259369423	0.131469363474123	0.117192147531231	0.0648423557406306	0.0345032718619869	0.0505651397977394	0.0065437239738251	1681	SAS	22692	0	0.981558596073766
6	0.531609195402299	0.136015325670498	0.136973180076628	0.0718390804597701	0.0459770114942529	0.0478927203065134	0.00670498084291188	1044	SAS	13917	0	0.977011494252874
7	0.545014520813166	0.165053242981607	0.126331074540174	0.0566311713455954	0.0295256534365924	0.0469506292352372	0.00387221684414327	2066	SAS	27279	0	0.973378509196515
9	0.524761904761905	0.141904761904762	0.138095238095238	0.0695238095238095	0.0371428571428571	0.0552380952380952	0.0019047619047619	1050	SAS	12777	0	0.968571428571429
10	0.584677419354839	0.143145161290323	0.125	0.0423387096774194	0.0342741935483871	0.0362903225806452	0.00806451612903226	496	SAS	6936	0	0.973790322580645
11	0.544018058690745	0.121896162528217	0.142212189616253	0.0586907449209932	0.0474040632054176	0.0632054176072235	0.00677200902934537	443	SAS	5820	0	0.984198645598194
12	0.524216524216524	0.156695156695157	0.122507122507123	0.0726495726495727	0.0384615384615385	0.0541310541310541	0.00997150997150997	702	SAS	8133	0	0.978632478632479
13	0.545787545787546	0.13992673992674	0.136263736263736	0.0666666666666667	0.0373626373626374	0.0417582417582418	0.00659340659340659	1365	SAS	15207	0	0.974358974358974
14	0.546820809248555	0.135260115606936	0.12485549132948	0.0664739884393064	0.0433526011560694	0.0456647398843931	0.0069364161849711	1730	SAS	23175	0	0.969364161849711
15	0.512137359384251	0.152753108348135	0.149200710479574	0.0550621669626998	0.0426287744227353	0.0509177027827117	0.00710479573712256	1689	SAS	20241	0	0.969804618117229
16	0.541911764705882	0.145588235294118	0.128676470588235	0.0683823529411765	0.0404411764705882	0.0426470588235294	0.00514705882352941	1360	SAS	16890	0	0.972794117647059
18	0.550980392156863	0.141666666666667	0.131372549019608	0.0598039215686275	0.0372549019607843	0.0431372549019608	0.00392156862745098	2040	SAS	25321	0	0.968137254901961
19	0.551223934723481	0.13871260199456	0.122393472348141	0.0562103354487761	0.0317316409791478	0.0534904805077063	0.0099728014505893	1103	SAS	16731	0	0.963735267452403
20	0.544943820224719	0.148876404494382	0.153089887640449	0.0435393258426966	0.0351123595505618	0.0308988764044944	0.00702247191011236	712	SAS	10314	0	0.963483146067416
21	0.559164733178654	0.11368909512761	0.139211136890951	0.0324825986078886	0.037122969837587	0.0626450116009281	0.00696055684454756	431	SAS	6921	0	0.951276102088167
22	0.523696682464455	0.125592417061611	0.127962085308057	0.0639810426540284	0.033175355450237	0.0663507109004739	0.00710900473933649	422	SAS	8175	0	0.947867298578199
24	0.484633569739953	0.16548463356974	0.139479905437352	0.0449172576832151	0.0543735224586288	0.0543735224586288	0.00709219858156028	423	SAS	6033	0	0.950354609929078
25	0.567785234899329	0.143624161073826	0.130872483221477	0.0557046979865772	0.0348993288590604	0.0402684563758389	0.00469798657718121	1490	SAS	22178	0	0.977852348993289
26	0.578851963746224	0.131722054380665	0.105740181268882	0.0586102719033233	0.03202416918429	0.0453172205438066	0.00785498489425982	1655	SAS	23505	0	0.96012084592145
27	0.575	0.122727272727273	0.121969696969697	0.0636363636363636	0.0378787878787879	0.0378787878787879	0.00454545454545455	1320	SAS	19620	0	0.963636363636364
28	0.559357964869776	0.12961841308298	0.116596002422774	0.049061175045427	0.0354330708661417	0.0478497880072683	0.0105996365838886	3302	SAS	47499	0	0.948516050878256
29	0.520300751879699	0.145864661654135	0.120300751879699	0.0601503759398496	0.043609022556391	0.0526315789473684	0.0120300751879699	665	SAS	10443	0	0.954887218045113
30	0.556550951847704	0.152855543113102	0.11030235162374	0.0559910414333707	0.0391937290033595	0.0526315789473684	0.00615901455767077	1786	SAS	27474	0	0.973684210526316
31	0.563398692810458	0.14718954248366	0.118169934640523	0.0562091503267974	0.0386928104575163	0.0444444444444444	0.0073202614379085	3825	SAS	57595	0	0.975424836601307
32	0.54018971542686	0.147279081377933	0.126809785322017	0.0649026460309536	0.0419370943584623	0.0439340988517224	0.00798801797304044	2003	SAS	26001	0	0.973040439340988
33	0.565869126549438	0.136638800807149	0.118189680023061	0.0602479100605362	0.0363217065436725	0.0478524070337273	0.00807149034303834	3469	SAS	58758	0	0.973191121360623
34	0.594255874673629	0.139947780678851	0.102349869451697	0.0496083550913838	0.039686684073107	0.0522193211488251	0.00626631853785901	1915	SAS	31911	0	0.984334203655353
35	0.569306930693069	0.146039603960396	0.118811881188119	0.0420792079207921	0.0420792079207921	0.051980198019802	0.0123762376237624	404	SAS	5943	0	0.982673267326733
36	0.57685664939551	0.127806563039724	0.131836499712147	0.0518134715025907	0.0379965457685665	0.0449050086355786	0.00460564191134139	1737	SAS	25500	0	0.975820379965458
37	0.536776212832551	0.155712050078247	0.120500782472613	0.0618153364632238	0.0383411580594679	0.0430359937402191	0.014866979655712	1278	SAS	19029	0	0.971048513302034
38	0.555298472929199	0.135122628412772	0.128644146228598	0.0546043498380379	0.031004164738547	0.0499768625636279	0.010180472003702	2161	SAS	32334	0	0.964831096714484
39	0.50418410041841	0.149930264993027	0.131101813110181	0.0592747559274756	0.0502092050209205	0.0509065550906555	0.00557880055788006	1434	SAS	17358	0	0.951185495118549
40	0.589026915113872	0.153209109730849	0.122153209109731	0.0434782608695652	0.031055900621118	0.0393374741200828	0.0062111801242236	966	SAS	16486	0	0.984472049689441
