block	Singletons	Doubletons	MAC.3.5	MAC.6.10	MAC.11.20	MAC.21.MAF0.005	MAF0.005.MAF0.01	Total	pop	N_bp	Zeros	per_rv
37	0.502579979360165	0.163054695562436	0.0825593395252838	0.0588235294117647	0.0371517027863777	0.0567595459236326	0.0175438596491228	969	AFR	19029	0	0.918472652218782
38	0.529069767441861	0.126614987080103	0.116279069767442	0.0348837209302326	0.0419896640826873	0.0542635658914729	0.0251937984496124	1548	AFR	32334	0	0.928294573643411
39	0.45	0.136363636363636	0.117272727272727	0.0663636363636364	0.0354545454545455	0.05	0.0245454545454545	1100	AFR	17358	0	0.88
40	0.572916666666667	0.162202380952381	0.110119047619048	0.0342261904761905	0.0238095238095238	0.0461309523809524	0.0133928571428571	672	AFR	16486	0	0.962797619047619
41	0.503657262277952	0.136886102403344	0.114942528735632	0.0480668756530825	0.0459770114942529	0.0616509926854754	0.0167189132706374	957	AFR	15855	0	0.927899686520376
42	0.499080318822808	0.128755364806867	0.120171673819742	0.0539546290619252	0.0392397302268547	0.0606989576946659	0.0183936235438381	1631	AFR	33048	0	0.920294297976701
43	0.503649635036496	0.147445255474453	0.128467153284672	0.0583941605839416	0.0467153284671533	0.0467153284671533	0.00875912408759124	685	AFR	15918	0	0.94014598540146
44	0.537261698440208	0.105719237435009	0.116984402079723	0.0528596187175043	0.0424610051993068	0.0554592720970537	0.0173310225303293	1154	AFR	23379	0	0.928076256499134
45	0.545938748335553	0.153794940079893	0.117177097203728	0.0466045272969374	0.0219707057256991	0.0386151797603196	0.0153129161118509	1502	AFR	32412	0	0.939414114513981
46	0.551724137931034	0.143509127789047	0.107505070993915	0.0532454361054767	0.0385395537525355	0.0456389452332657	0.0141987829614604	1972	AFR	44412	0	0.954361054766734
47	0.501480750246792	0.135241855873643	0.0908193484698914	0.0562685093780849	0.0325765054294176	0.0730503455083909	0.016781836130306	1013	AFR	22293	0	0.906219151036525
48	0.516956920256645	0.108157653528873	0.0980751604032997	0.0504124656278643	0.0329972502291476	0.0641613198900092	0.0247479376718607	1091	AFR	22182	0	0.895508707607699
49	0.521193092621664	0.127158555729984	0.113029827315542	0.0502354788069074	0.0251177394034537	0.0627943485086342	0.0172684458398744	637	AFR	13599	0	0.91679748822606
51	0.510548523206751	0.160337552742616	0.10126582278481	0.080168776371308	0.0379746835443038	0.0464135021097046	0.0126582278481013	237	AFR	4788	0	0.949367088607595
52	0.56	0.131428571428571	0.102857142857143	0.0685714285714286	0.0228571428571429	0.04	0.0171428571428571	175	AFR	3900	0	0.942857142857143
53	0.564705882352941	0.117647058823529	0.164705882352941	0.0529411764705882	0.0176470588235294	0.0294117647058824	0.0117647058823529	170	AFR	3243	0	0.958823529411765
54	0.624390243902439	0.11219512195122	0.0975609756097561	0.0536585365853659	0.024390243902439	0.024390243902439	0.0292682926829268	205	AFR	5007	0	0.965853658536585
55	0.511671335200747	0.133520074696545	0.106442577030812	0.0466853408029879	0.0373482726423903	0.0494864612511671	0.0224089635854342	1071	AFR	21141	0	0.907563025210084
56	0.578740157480315	0.173228346456693	0.0826771653543307	0.0669291338582677	0.0196850393700787	0.031496062992126	0.0118110236220472	254	AFR	5124	0	0.964566929133858
58	0.538011695906433	0.140350877192982	0.11598440545809	0.0467836257309941	0.037037037037037	0.0448343079922027	0.0175438596491228	1026	AFR	23547	0	0.940545808966862
59	0.51150895140665	0.126598465473146	0.115089514066496	0.0537084398976982	0.0294117647058824	0.061381074168798	0.0166240409207161	782	AFR	15276	0	0.914322250639386
60	0.519439421338155	0.142857142857143	0.116636528028933	0.0583182640144665	0.033001808318264	0.0515370705244123	0.015370705244123	2212	AFR	45183	0	0.937160940325497
61	0.5368492224476	0.140635564570656	0.102772143340095	0.0524002704530088	0.0348208248816768	0.050709939148073	0.0165652467883705	2958	AFR	81235	0	0.934753211629479
62	0.544827586206897	0.129501915708812	0.10727969348659	0.0455938697318008	0.0371647509578544	0.0501915708812261	0.0183908045977011	2610	AFR	54094	0	0.932950191570881
63	0.485024154589372	0.136714975845411	0.103864734299517	0.0594202898550725	0.0429951690821256	0.063768115942029	0.0198067632850242	2070	AFR	44391	0	0.911594202898551
64	0.566943127962085	0.145734597156398	0.0947867298578199	0.0402843601895735	0.0349526066350711	0.0503554502369668	0.0159952606635071	1688	AFR	39693	0	0.949052132701422
65	0.467808219178082	0.136301369863014	0.115753424657534	0.0582191780821918	0.0438356164383562	0.0780821917808219	0.0246575342465753	1460	AFR	26013	0	0.924657534246575
66	0.563050977385972	0.135684170180146	0.113453430433116	0.0536604062859333	0.0314296665389038	0.0410118819471062	0.00996550402453047	2609	AFR	54678	0	0.948256036795707
67	0.465230166503428	0.137120470127326	0.128795298726739	0.0592556317335945	0.0406464250734574	0.0548481880509305	0.0176297747306562	2042	AFR	28399	0	0.903525954946131
68	0.502689778840406	0.132098027495517	0.110579796772265	0.0531978481769277	0.031679617453676	0.0472205618649133	0.0251046025104603	1673	AFR	38463	0	0.902570233114166
69	0.480373831775701	0.155140186915888	0.11588785046729	0.0467289719626168	0.0242990654205607	0.0523364485981308	0.0299065420560748	535	AFR	10323	0	0.904672897196262
70	0.5	0.126689189189189	0.126689189189189	0.0641891891891892	0.0236486486486486	0.0557432432432432	0.0202702702702703	592	AFR	12993	0	0.91722972972973
71	0.54286843145002	0.143421572500988	0.106282101935994	0.0501777953378111	0.0422757803239826	0.0485973923350454	0.0177795337811142	2531	AFR	55181	0	0.951402607664955
72	0.448529411764706	0.150735294117647	0.136029411764706	0.0459558823529412	0.0588235294117647	0.0588235294117647	0.0257352941176471	544	AFR	11916	0	0.924632352941177
73	0.512372634643377	0.132459970887918	0.13391557496361	0.0363901018922853	0.0276564774381368	0.0684133915574964	0.0291120815138282	687	AFR	19065	0	0.940320232896652
74	0.544916090819348	0.124383020730503	0.105626850937808	0.0681145113524186	0.035538005923001	0.0473840078973346	0.0148075024679171	1013	AFR	19599	0	0.940769990128332
75	0.523915461624027	0.115684093437152	0.110122358175751	0.0545050055617353	0.0389321468298109	0.0478309232480534	0.0278086763070078	899	AFR	19220	0	0.918798665183537
76	0.526556776556777	0.127289377289377	0.105311355311355	0.0503663003663004	0.043040293040293	0.0521978021978022	0.0128205128205128	1092	AFR	27204	0	0.917582417582418
77	0.514644351464435	0.131380753138075	0.118828451882845	0.0518828451882845	0.0309623430962343	0.0510460251046025	0.0192468619246862	1195	AFR	26076	0	0.917991631799163
78	0.511994516792324	0.132282385195339	0.114461960246744	0.0575736806031528	0.0301576422206991	0.0514050719671008	0.0150788211103496	1459	AFR	29892	0	0.912954078135709
79	0.529034841810172	0.124949939927913	0.111333600320384	0.0448538245895074	0.0420504605526632	0.065278334000801	0.013616339607529	2497	AFR	51234	0	0.931117340808971
80	0.537894736842105	0.135789473684211	0.112631578947368	0.0442105263157895	0.0368421052631579	0.0452631578947368	0.0168421052631579	950	AFR	18402	0	0.929473684210526
81	0.541362530413625	0.126520681265207	0.125304136253041	0.0559610705596107	0.0437956204379562	0.0364963503649635	0.0182481751824818	822	AFR	18270	0	0.947688564476886
82	0.489156626506024	0.137349397590361	0.110843373493976	0.0746987951807229	0.0337349397590361	0.0385542168674699	0.0192771084337349	415	AFR	6609	0	0.903614457831325
83	0.536945812807882	0.12807881773399	0.123152709359606	0.0541871921182266	0.0197044334975369	0.061576354679803	0.0123152709359606	406	AFR	7302	0	0.935960591133005
84	0.475471698113208	0.10188679245283	0.105660377358491	0.0566037735849057	0.0490566037735849	0.0490566037735849	0.0226415094339623	265	AFR	5775	0	0.860377358490566
85	0.472764645426516	0.141829393627955	0.100719424460432	0.0647482014388489	0.0431654676258993	0.052415210688592	0.025693730729702	973	AFR	19972	0	0.901336073997944
86	0.523949169110459	0.129032258064516	0.121212121212121	0.0586510263929619	0.0361681329423265	0.0293255131964809	0.0244379276637341	1023	AFR	23553	0	0.9227761485826
87	0.491909385113269	0.166666666666667	0.0938511326860841	0.0566343042071197	0.0533980582524272	0.0420711974110032	0.00809061488673139	618	AFR	14607	0	0.912621359223301
88	0.496173469387755	0.136479591836735	0.104591836734694	0.0612244897959184	0.0395408163265306	0.0497448979591837	0.0204081632653061	784	AFR	14055	0	0.908163265306122
89	0.482029598308668	0.114164904862579	0.0930232558139535	0.0591966173361522	0.0359408033826638	0.0782241014799154	0.0295983086680761	473	AFR	11045	0	0.892177589852008
90	0.47588424437299	0.135048231511254	0.102893890675241	0.0562700964630225	0.0369774919614148	0.067524115755627	0.022508038585209	622	AFR	13677	0	0.897106109324759
91	0.471976401179941	0.123893805309735	0.132743362831858	0.0678466076696165	0.0294985250737463	0.0530973451327434	0.0147492625368732	339	AFR	7245	0	0.893805309734513
93	0.545454545454545	0.121212121212121	0.116161616161616	0.0252525252525253	0.0303030303030303	0.0707070707070707	0.0252525252525253	198	AFR	3183	0	0.934343434343434
94	0.570491803278689	0.108196721311475	0.108196721311475	0.039344262295082	0.0295081967213115	0.0327868852459016	0.0229508196721311	305	AFR	8316	0	0.911475409836066
95	0.451713395638629	0.126947040498442	0.107476635514019	0.0599688473520249	0.0420560747663551	0.0677570093457944	0.0342679127725857	1284	AFR	19743	0	0.89018691588785
96	0.469411764705882	0.129411764705882	0.115294117647059	0.0517647058823529	0.0482352941176471	0.0435294117647059	0.0411764705882353	850	AFR	11457	0	0.898823529411765
97	0.372787610619469	0.146017699115044	0.111725663716814	0.0586283185840708	0.0475663716814159	0.0608407079646018	0.0254424778761062	904	AFR	12291	0	0.823008849557522
98	0.505627009646302	0.130225080385852	0.10048231511254	0.0546623794212219	0.0345659163987138	0.0586816720257235	0.02491961414791	1244	AFR	21456	0	0.909163987138264
99	0.515565679574791	0.118451025056948	0.103264996203493	0.0455580865603645	0.044039483675019	0.067577828397874	0.0288534548215642	1317	AFR	28687	0	0.923310554290053
100	0.512922465208748	0.134194831013916	0.102385685884692	0.0556660039761431	0.0308151093439364	0.0636182902584493	0.0188866799204771	1006	AFR	24246	0	0.918489065606362
101	0.506983240223464	0.127094972067039	0.120111731843575	0.0391061452513966	0.0377094972067039	0.0488826815642458	0.0293296089385475	716	AFR	13068	0	0.909217877094972
102	0.477064220183486	0.126146788990826	0.103211009174312	0.055045871559633	0.0538990825688073	0.0538990825688073	0.0309633027522936	872	AFR	17673	0	0.900229357798165
103	0.508130081300813	0.15650406504065	0.0995934959349594	0.0650406504065041	0.0264227642276423	0.040650406504065	0.0304878048780488	492	AFR	9383	0	0.926829268292683
104	0.464387464387464	0.150997150997151	0.105413105413105	0.0626780626780627	0.0227920227920228	0.0826210826210826	0.0284900284900285	351	AFR	7602	0	0.917378917378917
105	0.517967781908302	0.130111524163569	0.111111111111111	0.0495662949194548	0.0450227178851714	0.050392399834779	0.0198265179677819	2421	AFR	57348	0	0.923998347790169
106	0.554604932058379	0.131353799698037	0.108203321590337	0.0528434826371414	0.0306995470558631	0.0523402113739306	0.0161046804227479	1987	AFR	37572	0	0.946149974836437
0	0.564102564102564	0.120512820512821	0.115384615384615	0.0769230769230769	0.0282051282051282	0.0461538461538462	0.00512820512820513	390	EAS	8490	1	0.956410256410256
1	0.520923520923521	0.131313131313131	0.125541125541126	0.0634920634920635	0.0418470418470418	0.0476190476190476	0.0158730158730159	693	EAS	13239	0	0.946608946608947
2	0.51963746223565	0.13595166163142	0.128398791540786	0.0558912386706949	0.0483383685800604	0.0498489425981873	0.00755287009063444	662	EAS	11037	0	0.945619335347432
3	0.565140845070423	0.125	0.112089201877934	0.0592723004694836	0.0352112676056338	0.0381455399061033	0.00469483568075117	1704	EAS	28833	0	0.939553990610329
4	0.665625	0.14375	0.071875	0.025	0.021875	0.03125	0.003125	320	EAS	6117	0	0.9625
5	0.583580613254204	0.138476755687438	0.124629080118694	0.0544015825914936	0.0346191889218595	0.0316518298714144	0.0019782393669634	1011	EAS	22692	0	0.969337289812067
6	0.551569506726457	0.14050822122571	0.134529147982063	0.0582959641255605	0.0343796711509716	0.0418535127055306	0.00597907324364723	669	EAS	13917	0	0.96711509715994
7	0.565152643335815	0.137751303052867	0.116902457185406	0.0610573343261355	0.0409530900967982	0.039463886820551	0.00372300819061802	1343	EAS	27279	0	0.965003723008191
9	0.576980568011958	0.121076233183857	0.12406576980568	0.0582959641255605	0.0373692077727952	0.0493273542600897	0.00448430493273543	669	EAS	12777	0	0.971599402092676
10	0.591362126245847	0.102990033222591	0.112956810631229	0.0564784053156146	0.0431893687707641	0.0564784053156146	0.00332225913621262	301	EAS	6936	0	0.966777408637874
11	0.531353135313531	0.178217821782178	0.125412541254125	0.0495049504950495	0.033003300330033	0.0561056105610561	0.0066006600660066	303	EAS	5820	0	0.98019801980198
12	0.546987951807229	0.125301204819277	0.15421686746988	0.0746987951807229	0.0313253012048193	0.0385542168674699	0.00481927710843374	415	EAS	8133	0	0.975903614457831
13	0.545670225385528	0.141162514827995	0.149466192170818	0.0581257413997628	0.0249110320284698	0.033214709371293	0.00711743772241993	843	EAS	15207	0	0.959667852906287
14	0.562037037037037	0.141666666666667	0.115740740740741	0.0527777777777778	0.0398148148148148	0.0351851851851852	0.00925925925925926	1080	EAS	23175	0	0.956481481481481
15	0.526086956521739	0.160869565217391	0.126086956521739	0.06	0.0521739130434783	0.0356521739130435	0.00782608695652174	1150	EAS	20241	0	0.968695652173913
16	0.595564941921858	0.108764519535375	0.134107708553326	0.0496304118268215	0.0348468848996832	0.0422386483632524	0.00739176346356917	947	EAS	16890	0	0.972544878563886
18	0.539027982326951	0.130338733431517	0.144329896907216	0.0640648011782032	0.0368188512518409	0.0346097201767305	0.00957290132547865	1358	EAS	25321	0	0.958762886597938
19	0.588563458856346	0.115760111576011	0.121338912133891	0.0781032078103208	0.0320781032078103	0.0278940027894003	0.00836820083682008	717	EAS	16731	0	0.9721059972106
20	0.565874730021598	0.138228941684665	0.110151187904968	0.0583153347732181	0.0431965442764579	0.0367170626349892	0.00647948164146868	463	EAS	10314	0	0.958963282937365
21	0.552941176470588	0.101960784313725	0.113725490196078	0.0666666666666667	0.0549019607843137	0.0470588235294118	0.00392156862745098	255	EAS	6921	0	0.941176470588235
22	0.530685920577617	0.122743682310469	0.0938628158844765	0.075812274368231	0.0469314079422383	0.0288808664259928	0.0108303249097473	277	EAS	8175	0	0.909747292418773
24	0.49814126394052	0.148698884758364	0.130111524163569	0.0483271375464684	0.033457249070632	0.0483271375464684	0.00371747211895911	269	EAS	6033	0	0.910780669144981
25	0.579229122055675	0.138115631691649	0.11134903640257	0.0492505353319058	0.0364025695931477	0.0438972162740899	0.0139186295503212	934	EAS	22178	0	0.972162740899358
26	0.555452865064695	0.11275415896488	0.134935304990758	0.0711645101663586	0.0258780036968577	0.0452865064695009	0.00462107208872458	1082	EAS	23505	0	0.950092421441775
27	0.565836298932384	0.128113879003559	0.102016607354686	0.0462633451957295	0.0403321470937129	0.0510083036773428	0.00830367734282325	843	EAS	19620	0	0.941874258600237
28	0.57486229344016	0.115172759138708	0.108662994491738	0.0455683525287932	0.0330495743615423	0.0350525788683025	0.0100150225338007	1997	EAS	47499	0	0.922383575363045
29	0.518847006651885	0.113082039911308	0.119733924611973	0.0709534368070953	0.0421286031042129	0.0421286031042129	0.00443458980044346	451	EAS	10443	0	0.911308203991131
30	0.55565371024735	0.139575971731449	0.124558303886926	0.0591872791519435	0.0265017667844523	0.0424028268551237	0.0088339222614841	1132	EAS	27474	0	0.956713780918728
31	0.565591397849462	0.134193548387097	0.116129032258065	0.0576344086021505	0.0417204301075269	0.0365591397849462	0.00688172043010753	2325	EAS	57595	0	0.958709677419355
32	0.575657894736842	0.132401315789474	0.113486842105263	0.0600328947368421	0.0452302631578947	0.0337171052631579	0.0106907894736842	1216	EAS	26001	0	0.971217105263158
33	0.591697080291971	0.125912408759124	0.115419708029197	0.0588503649635036	0.0282846715328467	0.0351277372262774	0.00958029197080292	2192	EAS	58758	0	0.964872262773723
34	0.621265377855888	0.116871704745167	0.104569420035149	0.0536028119507909	0.0325131810193322	0.0369068541300527	0.00615114235500879	1138	EAS	31911	0	0.971880492091388
35	0.594795539033457	0.141263940520446	0.118959107806691	0.0520446096654275	0.0297397769516729	0.033457249070632	0.00743494423791822	269	EAS	5943	0	0.977695167286245
36	0.548453608247423	0.131958762886598	0.14639175257732	0.0577319587628866	0.0432989690721649	0.034020618556701	0.00927835051546392	970	EAS	25500	0	0.971134020618557
37	0.539641943734015	0.104859335038363	0.140664961636829	0.0549872122762148	0.0498721227621483	0.0575447570332481	0.00639386189258312	782	EAS	19029	0	0.953964194373402
38	0.538734896943852	0.139303482587065	0.126510305614783	0.0632551528073916	0.0419331911869225	0.0362473347547974	0.00497512437810945	1407	EAS	32334	0	0.950959488272921
39	0.532332563510393	0.10161662817552	0.144341801385681	0.0519630484988453	0.0288683602771363	0.0531177829099307	0.0184757505773672	866	EAS	17358	0	0.930715935334873
40	0.617124394184168	0.11470113085622	0.11470113085622	0.0516962843295638	0.0355411954765751	0.0355411954765751	0.00646203554119548	619	EAS	16486	0	0.975767366720517
41	0.550970873786408	0.121359223300971	0.138349514563107	0.066747572815534	0.0400485436893204	0.0351941747572816	0.0145631067961165	824	EAS	15855	0	0.967233009708738
42	0.544045102184637	0.136011275546159	0.125440451021846	0.0627202255109232	0.0387596899224806	0.0317124735729387	0.0105708245243129	1419	EAS	33048	0	0.949260042283298
43	0.592592592592593	0.102693602693603	0.124579124579125	0.0589225589225589	0.0303030303030303	0.0538720538720539	0.0101010101010101	594	EAS	15918	0	0.973063973063973
44	0.596695821185617	0.110787172011662	0.117589893100097	0.0573372206025267	0.0427599611273081	0.021379980563654	0.00583090379008746	1029	EAS	23379	0	0.952380952380952
45	0.597372488408037	0.135239567233385	0.1112828438949	0.0587326120556414	0.0316846986089645	0.035548686244204	0.00386398763523957	1294	EAS	32412	0	0.973724884080371
46	0.569151963574274	0.126920887877063	0.133750711439954	0.0722822993739328	0.0313033579965851	0.0318725099601594	0.00796812749003984	1757	EAS	44412	0	0.973249857712009
47	0.551282051282051	0.118881118881119	0.110722610722611	0.0512820512820513	0.0559440559440559	0.0501165501165501	0.0104895104895105	858	EAS	22293	0	0.948717948717949
48	0.539735099337748	0.119205298013245	0.120309050772627	0.0507726269315673	0.0342163355408389	0.0474613686534216	0.022075055187638	906	EAS	22182	0	0.933774834437086
49	0.532818532818533	0.123552123552124	0.113899613899614	0.0617760617760618	0.0521235521235521	0.0444015444015444	0.0135135135135135	518	EAS	13599	0	0.942084942084942
51	0.608695652173913	0.141304347826087	0.0978260869565217	0.0489130434782609	0.0326086956521739	0.0434782608695652	0	184	EAS	4788	1	0.972826086956522
52	0.617834394904459	0.121019108280255	0.101910828025478	0.0382165605095541	0.0318471337579618	0.0573248407643312	0	157	EAS	3900	1	0.968152866242038
53	0.601398601398601	0.104895104895105	0.125874125874126	0.034965034965035	0.034965034965035	0.0769230769230769	0	143	EAS	3243	1	0.979020979020979
54	0.63758389261745	0.100671140939597	0.0939597315436242	0.0536912751677852	0.0536912751677852	0.0335570469798658	0.00671140939597315	149	EAS	5007	0	0.97986577181208
55	0.543274244004171	0.129301355578728	0.119916579770594	0.0510948905109489	0.0448383733055266	0.0291970802919708	0.00938477580813347	959	EAS	21141	0	0.927007299270073
56	0.643979057591623	0.12565445026178	0.0994764397905759	0.0366492146596859	0.0366492146596859	0.0209424083769634	0.00523560209424084	191	EAS	5124	0	0.968586387434555
58	0.583720930232558	0.122093023255814	0.122093023255814	0.0523255813953488	0.0453488372093023	0.027906976744186	0.00930232558139535	860	EAS	23547	0	0.962790697674419
59	0.51963746223565	0.122356495468278	0.120845921450151	0.0740181268882175	0.0422960725075529	0.0422960725075529	0.0105740181268882	662	EAS	15276	0	0.93202416918429
60	0.577079107505071	0.135395537525355	0.114604462474645	0.0532454361054767	0.0324543610547667	0.0365111561866126	0.00963488843813387	1972	EAS	45183	0	0.958924949290061
61	0.560402684563758	0.144668158090977	0.120059656972409	0.0492170022371365	0.0391498881431767	0.0339299030574198	0.00671140939597315	2682	EAS	81235	0	0.95413870246085
62	0.567099567099567	0.130735930735931	0.10995670995671	0.0632034632034632	0.0406926406926407	0.0415584415584416	0.00909090909090909	2310	EAS	54094	0	0.962337662337662
63	0.549228312932411	0.127195316657797	0.119744544970729	0.0542841937200639	0.0383182543906333	0.0436402341671102	0.00745077168706759	1879	EAS	44391	0	0.939861628525812
64	0.59114927344782	0.128137384412153	0.123513870541612	0.0501981505944518	0.0402906208718626	0.0284015852047556	0.0059445178335535	1514	EAS	39693	0	0.967635402906209
65	0.542659492697925	0.126056879323597	0.122982321291314	0.06456571867794	0.0368946963873943	0.0438124519600307	0.00768639508070715	1301	EAS	26013	0	0.944657955418909
66	0.57331571994716	0.133861734918538	0.129898723029502	0.0625275209158961	0.0391897842360194	0.0343461030383091	0.00396301188903567	2271	EAS	54678	0	0.977102597974461
67	0.5	0.146583850931677	0.132298136645963	0.0720496894409938	0.037888198757764	0.0459627329192547	0.0111801242236025	1610	EAS	28399	0	0.945962732919255
68	0.56146408839779	0.119475138121547	0.131906077348066	0.0517955801104972	0.0352209944751381	0.0414364640883978	0.00828729281767956	1448	EAS	38463	0	0.949585635359116
69	0.561440677966102	0.116525423728814	0.122881355932203	0.0699152542372881	0.0402542372881356	0.0338983050847458	0.00847457627118644	472	EAS	10323	0	0.953389830508474
70	0.55	0.129166666666667	0.102083333333333	0.0770833333333333	0.0458333333333333	0.0479166666666667	0.00833333333333333	480	EAS	12993	0	0.960416666666667
71	0.59295154185022	0.129074889867841	0.111894273127753	0.0612334801762115	0.0365638766519824	0.0334801762114537	0.0026431718061674	2270	EAS	55181	0	0.96784140969163
72	0.581052631578947	0.124210526315789	0.105263157894737	0.0547368421052632	0.04	0.0294736842105263	0.00842105263157895	475	EAS	11916	0	0.943157894736842
73	0.576797385620915	0.138888888888889	0.109477124183007	0.0669934640522876	0.0473856209150327	0.0277777777777778	0.0065359477124183	612	EAS	19065	0	0.973856209150327
