block	Singletons	Doubletons	MAC.3.5	MAC.6.10	MAC.11.20	MAC.21.MAF0.005	MAF0.005.MAF0.01	Total	pop	N_bp	Zeros	per_rv	alpha	beta	b	N	Fitted_singletons	Fitted_doubletons	Fitted_MAC3_5	Fitted_MAC6_10	Fitted_MAC11_20	Fitted_MAC21_MAF005	Fitted_MAF005_MAF01	bias_singletons	bias_doubletons	bias_MAC3_5	bias_MAC6_10	bias_MAC11_20	bias_21.MAF005	bias_MAF005_MAF01	check
48	0.516956920256645	0.108157653528873	0.0980751604032997	0.0504124656278643	0.0329972502291476	0.0641613198900092	0.0247479376718607	1091	AFR	22182	0	0.895508707607699	-0.561937437038074	1.37580696604487	0.166137946591607	8128	0.517184992810301	0.100785271250496	0.100513001178917	0.0558975715761839	0.0429075944120611	0.058763785709648	0.0194564906700915	-0.000228072553655978	0.00737238227837694	-0.00243784077561744	-0.00548510594831959	-0.00991034418291357	0.00539753418036117	0.00529144700176918	7.21644966006352e-16
49	0.521193092621664	0.127158555729984	0.113029827315542	0.0502354788069074	0.0251177394034537	0.0627943485086342	0.0172684458398744	637	AFR	13599	0	0.91679748822606	-0.393882006298477	1.52620237494763	0.242748117112981	8128	0.521215860601957	0.117787130215918	0.114137626264106	0.0588314377885008	0.0414418517500896	0.0494427038374492	0.0139408777680405	-2.27679802926595e-05	0.00937142551406665	-0.00110779894856478	-0.00859595898159344	-0.0163241123466359	0.013351644671185	0.00332756807183391	-1.23165366794353e-15
51	0.510548523206751	0.160337552742616	0.10126582278481	0.080168776371308	0.0379746835443038	0.0464135021097046	0.0126582278481013	237	AFR	4788	0	0.949367088607595	-0.174814756961026	1.66609055719463	0.373396467960872	8128	0.514284034293537	0.137027951624189	0.133239881845579	0.0653772710264173	0.0429408384787833	0.0454509507813787	0.0110461605577084	-0.00373551108678638	0.0233096011184273	-0.0319740590607688	0.0147915053448908	-0.00496615493447946	0.000962551328325942	0.00161206729039287	2.15279183368722e-15
52	0.56	0.131428571428571	0.102857142857143	0.0685714285714286	0.0228571428571429	0.04	0.0171428571428571	175	AFR	3900	0	0.942857142857143	-0.340897539187596	1.63097723314723	0.284476071695112	8128	0.561473658802362	0.124576907754212	0.115134149363235	0.055489394857308	0.0366159393250336	0.0396105108211413	0.00995658193385263	-0.00147365880236228	0.00685166367435985	-0.0122770065060919	0.0130820337141205	-0.0137587964678907	0.000389489178858698	0.00718627520900451	-1.35655375821386e-15
53	0.564705882352941	0.117647058823529	0.164705882352941	0.0529411764705882	0.0176470588235294	0.0294117647058824	0.0117647058823529	170	AFR	3243	0	0.958823529411765	-0.0751921840156991	1.85673775386128	0.484647103075277	8128	0.560349641631559	0.143678851566922	0.12944993704587	0.0566920343345274	0.0332119981295969	0.0296142044093817	0.00582686229390643	0.00435624072138185	-0.0260317927433929	0.0352559453070712	-0.00375085786393914	-0.0155649393060675	-0.000202439703499348	0.00593784358844651	7.13838710364456e-16
54	0.624390243902439	0.11219512195122	0.0975609756097561	0.0536585365853659	0.024390243902439	0.024390243902439	0.0292682926829268	205	AFR	5007	0	0.965853658536585	-0.474845388378637	1.59811094985747	0.223838367403947	8128	0.626536886128239	0.114019366332146	0.100876181672719	0.0480325367678189	0.0319168119101431	0.0353056690247335	0.00916620670078599	-0.00214664222579952	-0.00182424438092675	-0.0033152060629625	0.00562599981754692	-0.00752656800770407	-0.0109154251222945	0.0201020859821408	4.44089209850063e-16
55	0.511671335200747	0.133520074696545	0.106442577030812	0.0466853408029879	0.0373482726423903	0.0494864612511671	0.0224089635854342	1071	AFR	21141	0	0.907563025210084	-0.337020430793392	1.57470803238028	0.268985243826452	8128	0.513823083556841	0.120752479901395	0.116163579903247	0.0585361183315305	0.0401456632358896	0.045865529764565	0.0122765705166169	-0.00215174835609444	0.0127675947951499	-0.00972100287243476	-0.0118507775285427	-0.00279739059349936	0.00362093148660213	0.0101323930688173	-1.88217497143484e-15
56	0.578740157480315	0.173228346456693	0.0826771653543307	0.0669291338582677	0.0196850393700787	0.031496062992126	0.0118110236220472	254	AFR	5124	0	0.964566929133858	-0.0525832473342619	1.93829193924669	0.526851564546141	8128	0.585003613472547	0.144754614852118	0.125386992966957	0.0520781039546423	0.028999932692119	0.0240312837243217	0.00431238747115311	-0.0062634559922321	0.0284737316045753	-0.0427098276126261	0.0148510299036255	-0.00931489332204028	0.00746477926780428	0.00749863615089413	6.63531729561129e-16
58	0.538011695906433	0.140350877192982	0.11598440545809	0.0467836257309941	0.037037037037037	0.0448343079922027	0.0175438596491228	1026	AFR	23547	0	0.940545808966862	-0.254825797745002	1.6667611128513	0.33063803450942	8128	0.539844303699085	0.130696912755243	0.122701783323618	0.0589098072811906	0.0383236979826436	0.0403070962904653	0.00976220763461536	-0.00183260779265226	0.00965396443773936	-0.00671737786552791	-0.0121261815501965	-0.00128666094560653	0.00452721170173743	0.00778165201450745	1.02869102125425e-15
59	0.51150895140665	0.126598465473146	0.115089514066496	0.0537084398976982	0.0294117647058824	0.061381074168798	0.0166240409207161	782	AFR	15276	0	0.914322250639386	-0.375553179514289	1.52626353742333	0.249322738139023	8128	0.511551912325041	0.118896691122607	0.116187922035408	0.0601749339943527	0.0424707362557476	0.0507293705664931	0.0143106843397346	-4.29609183917323e-05	0.00770177435053924	-0.0010984079689121	-0.00646649409665449	-0.0130589715498652	0.0106517036023049	0.00231335658098151	2.05911676598447e-15
