block	pop	downsample	exp_all	obs_all	N_bp	per_kb
101	eas	10	3.1677492	2	13068	0.153045607591062
101	eas	20	6.1485268	8	13068	0.612182430364249
101	eas	50	14.474641	16	13068	1.2243648607285
101	eas	100	26.389922	26	13068	1.98959289868381
101	eas	200	45.980505	44	13068	3.36700336700337
101	eas	500	89.75114	90	13068	6.8870523415978
101	eas	1000	143.32526	141	13068	10.7897153351699
101	eas	2000	225.23108	220	13068	16.8350168350168
101	eas	3070	293.65874	275	13068	21.043771043771
101	eas	5000	394.08265	396	13068	30.3030303030303
101	eas	5040	395.87603	398	13068	30.4560759106214
101	eas	8128	522.84909	511	13068	39.1031527395164
101	eas	9197	561.45956	541	13068	41.3988368533823
102	eas	10	3.426777	1	17673	0.0565834889379279
102	eas	20	6.69063	4	17673	0.226333955751712
102	eas	50	15.64271	13	17673	0.735585356193063
102	eas	100	28.568894	23	17673	1.30142024557234
102	eas	200	49.835596	39	17673	2.20675606857919
102	eas	500	97.07313	83	17673	4.69642958184802
102	eas	1000	155.33364	170	17673	9.61919311944775
102	eas	2000	244.89253	272	17673	15.3907089911164
102	eas	3070	320.25782	357	17673	20.2003055508403
102	eas	5000	432.80452	455	17673	25.7454874667572
102	eas	5040	434.76733	459	17673	25.9718214225089
102	eas	8128	578.6048	617	17673	34.9120126747015
102	eas	9197	622.57166	664	17673	37.5714366547841
103	eas	10	2.73741841376994	0.917296389588581	9383	0.0977615250547353
103	eas	20	5.29575561645676	1.83459277917716	9383	0.19552305010947
103	eas	50	12.508694256927	13.1729638958858	9383	1.40391813874942
103	eas	100	22.7940111855584	17.9248530646516	9383	1.91035415801467
103	eas	200	39.6861824861461	31.3459277917716	9383	3.34071488775142
103	eas	500	77.5621679353485	57.436188077246	9383	6.12130321616178
103	eas	1000	123.735888144416	90.1129303106633	9383	9.60385061394685
103	eas	2000	194.17872225021	150.210747271201	9383	16.008818850176
103	eas	3070	252.802542510495	204.81234256927	9383	21.8280232941778
103	eas	5000	338.119706322418	294.429051217464	9383	31.3789887261498
103	eas	5040	339.66093418136	297.346347607053	9383	31.6899016953057
103	eas	8128	446.973811259446	392.790092359362	9383	41.8618877074882
103	eas	9197	479.525195751469	426.301427371956	9383	45.4333824333322
104	eas	10	1.4712793	1	7602	0.131544330439358
104	eas	20	2.894299	1	7602	0.131544330439358
104	eas	50	6.807336	3	7602	0.394632991318074
104	eas	100	12.458496	6	7602	0.789265982636148
104	eas	200	21.760116	16	7602	2.10470928702973
104	eas	500	42.39671	36	7602	4.73559589581689
104	eas	1000	67.78626	62	7602	8.1557484872402
104	eas	2000	106.82264	98	7602	12.8913443830571
104	eas	3070	139.71703	132	7602	17.3638516179953
104	eas	5000	188.70475	183	7602	24.0726124704025
104	eas	5040	189.57219	184	7602	24.2041568008419
104	eas	8128	252.2268	251	7602	33.0176269402789
104	eas	9197	271.4436	265	7602	34.8592475664299
105	eas	10	10.682664203152	13.7298550724638	57348	0.239412971201503
105	eas	20	21.0317095148579	22.7298550724638	57348	0.396349568816067
105	eas	50	49.3833193608103	42.1895652173913	57348	0.735676313339459
105	eas	100	90.3477123427387	85.2893855803042	57348	1.48722510951217
105	eas	200	157.842750287086	142.415273307366	57348	2.48335204902291
105	eas	500	307.334301852055	287.883089525437	57348	5.01993250898788
105	eas	1000	491.603674805535	480.661132510046	57348	8.38148030463218
105	eas	2000	774.936448495188	767.368892516022	57348	13.3809181229689
105	eas	3070	1014.0131898021	1002.3974394295	57348	17.479204844624
105	eas	5000	1370.95779074178	1408.02930376827	57348	24.5523698083328
105	eas	5040	1377.24538710275	1416.01288585782	57348	24.6915827205451
105	eas	8128	1834.37097764989	1855.67287960206	57348	32.3581097789297
105	eas	9197	1974.5641330421	1980.34358641655	57348	34.5320427288929
106	eas	10	10.4167962	9	37572	0.239540083040562
106	eas	20	20.2075367	13	37572	0.346002342169701
106	eas	50	47.5205996	46	37572	1.2243159799851
106	eas	100	86.438864	81	37572	2.15586074736506
106	eas	200	150.64611	129	37572	3.43340785691472
106	eas	500	293.760463	235	37572	6.2546577238369
106	eas	1000	469.20261	388	37572	10.3268391355265
106	eas	2000	736.51128	605	37572	16.1024166932822
106	eas	3070	959.85191	797	37572	21.2126051314809
106	eas	5000	1286.80761	1080	37572	28.7448099648675
106	eas	5040	1292.63801	1088	37572	28.9577344831257
106	eas	8128	1705.04269	1456	37572	38.7522623230065
106	eas	9197	1830.03865	1589	37572	42.2921324390504
0	afr	10	4.4061399	4	8490	0.471142520612485
0	afr	20	8.4872127	6	8490	0.706713780918728
0	afr	50	18.3747991	15	8490	1.76678445229682
0	afr	100	30.5851962	28	8490	3.2979976442874
0	afr	200	49.387971	48	8490	5.65371024734982
0	afr	500	87.778809	72	8490	8.48056537102473
0	afr	1000	132.675227	117	8490	13.7809187279152
0	afr	2000	199.581634	173	8490	20.37691401649
0	afr	3070	256.394115	221	8490	26.0306242638398
0	afr	5000	338.633471	298	8490	35.1001177856302
0	afr	5040	340.151698	301	8490	35.4534746760895
0	afr	8128	443.22339	400	8490	47.1142520612485
1	afr	10	7.6196618	6	13239	0.453206435531385
1	afr	20	14.696863	11	13239	0.830878465140872
1	afr	50	31.894802	19	13239	1.43515371251605
1	afr	100	53.096865	46	13239	3.47458267240728
1	afr	200	85.847807	74	13239	5.58954603822041
1	afr	500	152.63734	135	13239	10.1971447994562
1	afr	1000	230.67643	201	13239	15.1824155903014
1	afr	2000	347.00747	293	13239	22.1315809351159
1	afr	3070	445.65797	394	13239	29.7605559332276
1	afr	5000	588.37801	518	13239	39.1268222675429
1	afr	5040	591.00977	520	13239	39.2778910793867
1	afr	8128	769.11604	705	13239	53.2517561749377
2	afr	10	7.279462	1	11037	0.0906043308870164
2	afr	20	14.018662	7	11037	0.634230316209115
2	afr	50	30.375026	22	11037	1.99329527951436
2	afr	100	50.562354	37	11037	3.35236024281961
2	afr	200	81.69656	60	11037	5.43625985322098
2	afr	500	145.25755	105	11037	9.51345474313672
2	afr	1000	219.49255	181	11037	16.39938389055
2	afr	2000	330.08667	262	11037	23.7383346923983
2	afr	3070	423.81162	344	11037	31.1678898251336
2	afr	5000	559.29673	456	11037	41.3155748844795
2	afr	5040	561.79055	456	11037	41.3155748844795
2	afr	8128	730.8014	611	11037	55.359246171967
3	afr	10	18.790198	6	28833	0.208094891270419
3	afr	20	36.169214	19	28833	0.658967155689661
3	afr	50	78.301058	42	28833	1.45666423889294
3	afr	100	130.313209	91	28833	3.15610585093469
3	afr	200	210.39001	148	28833	5.13300731800368
3	afr	500	374.07169	267	28833	9.26022266153366
3	afr	1000	565.22897	418	28833	14.4972774251725
3	afr	2000	850.03148	696	28833	24.1390073873686
3	afr	3070	1091.50311	917	28833	31.8038358824958
3	afr	5000	1440.6849	1229	28833	42.6247702285576
3	afr	5040	1447.1004	1232	28833	42.7288176741928
3	afr	8128	1883.199	1650	28833	57.2260950993653
4	afr	10	3.7029194	3	6117	0.490436488474743
4	afr	20	7.175001	4	6117	0.653915317966323
4	afr	50	15.641529	10	6117	1.63478829491581
4	afr	100	26.040015	15	6117	2.45218244237371
4	afr	200	42.164202	24	6117	3.92349190779794
4	afr	500	74.97251	46	6117	7.52002615661272
4	afr	1000	113.34567	68	6117	11.1165604054275
4	afr	2000	170.65577	109	6117	17.8191924145823
4	afr	3070	219.34649	155	6117	25.339218571195
4	afr	5000	289.97076	215	6117	35.1479483406899
4	afr	5040	291.27653	215	6117	35.1479483406899
4	afr	8128	379.48332	300	6117	49.0436488474743
5	afr	10	13.0011152	5	22692	0.220341970738586
5	afr	20	25.1023953	8	22692	0.352547153181738
5	afr	50	54.4833131	27	22692	1.18984664198837
5	afr	100	90.654493	43	22692	1.89494094835184
5	afr	200	146.389052	70	22692	3.08478759034021
5	afr	500	260.297381	163	22692	7.18314824607791
5	afr	1000	393.412548	253	22692	11.1493037193725
5	afr	2000	592.048677	405	22692	17.8476996298255
5	afr	3070	760.763331	535	22692	23.5765908690287
5	afr	5000	1005.32451	731	22692	32.2139961219813
5	afr	5040	1009.8316	733	22692	32.3021329102767
5	afr	8128	1315.76806	992	22692	43.7158469945355
6	afr	10	7.8063704	5	13917	0.35927283178846
6	afr	20	15.0836976	6	13917	0.431127398146152
6	afr	50	32.7744	22	13917	1.58080045986922
6	afr	100	54.550356	38	13917	2.7304735215923
6	afr	200	88.181889	62	13917	4.45498311417691
6	afr	500	156.785569	107	13917	7.68843860027305
6	afr	1000	236.98805	170	13917	12.2152762808076
6	afr	2000	356.66776	258	13917	18.5384781202845
6	afr	3070	458.30335	339	13917	24.3586979952576
6	afr	5000	605.60278	469	13917	33.6997916217576
6	afr	5040	608.32285	474	13917	34.059064453546
6	afr	8128	792.49544	638	13917	45.8432133362075
7	afr	10	16.2442848	7	27279	0.256607646907878
7	afr	20	31.4526	17	27279	0.623189999633418
7	afr	50	68.445957	38	27279	1.39301294035705
7	afr	100	113.896789	57	27279	2.08951941053558
7	afr	200	184.097947	98	27279	3.59250705671029
7	afr	500	327.327684	213	27279	7.808204113054
7	afr	1000	494.863128	323	27279	11.8406099930349
7	afr	2000	745.14793	527	27279	19.3188899886359
7	afr	3070	958.03096	700	27279	25.6607646907878
7	afr	5000	1267.14544	967	27279	35.4485135085597
7	afr	5040	1272.84127	973	27279	35.668462920195
7	afr	8128	1660.05141	1303	27279	47.7656805601378
9	afr	10	7.1135972435523	8.77707006369427	12777	0.686942949338207
9	afr	20	13.7385710288897	12.5541401273885	12777	0.982557730874892
9	afr	50	29.762046384233	24.4901670634155	12777	1.9167384412159
9	afr	100	49.5132581045058	37.4901670634155	12777	2.93419167749984
9	afr	200	79.8420859517253	67.044307190804	12777	5.2472651788999
9	afr	500	141.860967248129	120.470501190246	12777	9.42870010098192
9	afr	1000	214.521664765103	192.068948508439	12777	15.0323979422743
9	afr	2000	323.022784799374	297.188573634434	12777	23.2596520023819
9	afr	3070	415.525320112376	380.182204207682	12777	29.755201080667
9	afr	5000	549.990536196787	501.187179652148	12777	39.2257321477771
9	afr	5040	552.481593339124	503.187179652148	12777	39.3822634148977
9	afr	8128	722.295146385511	667.867871925197	12777	52.2711021307973
10	afr	10	4.346787	3	6936	0.432525951557093
10	afr	20	8.407851	5	6936	0.720876585928489
10	afr	50	18.275976	14	6936	2.01845444059977
10	afr	100	30.42166	24	6936	3.46020761245675
10	afr	200	49.18618	33	6936	4.75778546712803
10	afr	500	87.42477	57	6936	8.21799307958477
10	afr	1000	132.18479	94	6936	13.5524798154556
10	afr	2000	199.00761	146	6936	21.0495963091119
10	afr	3070	255.852	185	6936	26.6724336793541
10	afr	5000	338.3428	240	6936	34.6020761245675
10	afr	5040	339.8711	240	6936	34.6020761245675
10	afr	8128	443.3707	332	6936	47.8662053056517
11	afr	10	3.966262	2	5820	0.343642611683849
11	afr	20	7.640455	5	5820	0.859106529209622
11	afr	50	16.557267	8	5820	1.3745704467354
11	afr	100	27.559381	17	5820	2.92096219931271
11	afr	200	44.52372	27	5820	4.63917525773196
11	afr	500	79.16362	53	5820	9.10652920962199
11	afr	1000	119.6231	83	5820	14.2611683848797
11	afr	2000	179.91466	121	5820	20.7903780068729
11	afr	3070	231.02805	155	5820	26.6323024054983
11	afr	5000	304.9476	198	5820	34.020618556701
11	afr	5040	306.3093	199	5820	34.192439862543
11	afr	8128	398.5697	275	5820	47.2508591065292
12	afr	10	5.349872	4	8133	0.491823435386696
12	afr	20	10.323274	8	8133	0.983646870773392
12	afr	50	22.407411	15	8133	1.84433788270011
12	afr	100	37.300982	28	8133	3.44276404770687
12	afr	200	60.304839	38	8133	4.67232263617361
12	afr	500	107.21403	64	8133	7.86917496618714
12	afr	1000	162.04449	105	8133	12.9103651789008
12	afr	2000	243.79714	156	8133	19.1811139800812
12	afr	3070	313.16718	222	8133	27.2962006639616
12	afr	5000	413.58312	302	8133	37.1326693716956
12	afr	5040	415.43416	305	8133	37.5015369482356
12	afr	8128	540.87788	415	8133	51.0266814213697
13	afr	10	10.8508705	10	15207	0.657591898467811
13	afr	20	20.8219245	22	15207	1.44670217662918
13	afr	50	44.951358	38	15207	2.49884921417768
13	afr	100	74.818332	67	15207	4.40586571973433
13	afr	200	120.725913	107	15207	7.03623331360558
13	afr	500	214.639827	175	15207	11.5078582231867
13	afr	1000	324.23826	256	15207	16.834352600776
13	afr	2000	487.28383	389	15207	25.5803248503978
13	afr	3070	625.27338	502	15207	33.0111133030841
13	afr	5000	824.3753	668	15207	43.9271388176498
13	afr	5040	828.03137	669	15207	43.9928980074965
13	afr	8128	1076.30677	894	15207	58.7887157230223
14	afr	10	14.41788	14	23175	0.604099244875944
14	afr	20	27.800332	19	23175	0.819848975188781
14	afr	50	60.248362	35	23175	1.51024811218986
14	afr	100	100.271038	69	23175	2.97734627831715
14	afr	200	161.92401	106	23175	4.57389428263215
14	afr	500	287.82814	196	23175	8.45738942826321
14	afr	1000	435.04786	274	23175	11.8230852211435
14	afr	2000	654.57773	437	23175	18.856526429342
14	afr	3070	841.02882	566	23175	24.4228694714132
14	afr	5000	1111.11217	787	23175	33.9590075512406
14	afr	5040	1116.09609	791	23175	34.1316073354908
14	afr	8128	1454.4908	1096	23175	47.2923408845739
15	afr	10	12.39559	13	20241	0.642260757867694
15	afr	20	23.8264056	26	20241	1.28452151573539
15	afr	50	51.4518031	61	20241	3.01368509460995
15	afr	100	85.598046	103	20241	5.08868138925942
15	afr	200	137.951522	158	20241	7.80593844177659
15	afr	500	245.228201	254	20241	12.5487871152611
15	afr	1000	370.550648	384	20241	18.971394693938
15	afr	2000	557.251952	542	20241	26.7773331357146
15	afr	3070	715.705622	718	20241	35.4725557037696
15	afr	5000	945.00628	959	20241	47.379082061163
15	afr	5040	949.21138	960	20241	47.4284867348451
15	afr	8128	1236.61247	1231	20241	60.8171533027024
16	afr	10	11.7636264	4	16890	0.236826524570752
16	afr	20	22.5518474	9	16890	0.532859680284192
16	afr	50	48.605125	20	16890	1.18413262285376
16	afr	100	80.874456	43	16890	2.54588513913558
16	afr	200	130.324865	75	16890	4.4404973357016
16	afr	500	231.692501	151	16890	8.94020130254589
16	afr	1000	349.985411	234	16890	13.854351687389
16	afr	2000	525.96953	390	16890	23.0905861456483
16	afr	3070	674.99903	492	16890	29.1296625222025
16	afr	5000	890.14175	688	16890	40.7341622261693
16	afr	5040	894.08006	690	16890	40.8525754884547
16	afr	8128	1162.91725	895	16890	52.9899348727057
18	afr	10	15.6495625790209	9.677504209386	25321	0.382192812660874
18	afr	20	30.1866328819369	17.6026324145142	25321	0.695179195707681
18	afr	50	65.4403042680374	42.7566180917197	25321	1.68858331391808
18	afr	100	108.899888757737	82.2362613385389	25321	3.24774935186363
18	afr	200	175.828555283781	120.788565367988	25321	4.77029206460993
18	afr	500	312.573445908557	221.618764775918	25321	8.75237015820536
18	afr	1000	472.442154965949	350.582537677036	25321	13.8455249665114
18	afr	2000	710.894279001457	553.025358239906	25321	21.840581266139
18	afr	3070	913.449386892889	736.047458977618	25321	29.0686568057193
18	afr	5000	1206.96678539033	993.462689129996	25321	39.2347335859562
18	afr	5040	1212.37899701262	997.312945540252	25321	39.3867914197801
18	afr	8128	1580.07487039453	1313.18651645503	25321	51.8615582502678
19	afr	10	9.5985161	4	16731	0.239077162154085
19	afr	20	18.550208	12	16731	0.717231486462256
19	afr	50	40.236242	29	16731	1.73330942561712
19	afr	100	66.93934	45	16731	2.68961807423346
19	afr	200	108.000673	69	16731	4.12408104715797
19	afr	500	191.94147	129	16731	7.71023847946925
19	afr	1000	290.2231	204	16731	12.1929352698583
19	afr	2000	437.00136	302	16731	18.0503257426334
19	afr	3070	562.03886	388	16731	23.1904847289463
19	afr	5000	743.74187	545	16731	32.5742633434941
19	afr	5040	747.10891	549	16731	32.8133405056482
19	afr	8128	975.95969	718	16731	42.9143506066583
20	afr	10	6.1081413	2	10314	0.193911188675587
20	afr	20	11.782006	4	10314	0.387822377351173
20	afr	50	25.48244	18	10314	1.74520069808028
20	afr	100	42.342054	30	10314	2.9086678301338
20	afr	200	68.062133	56	10314	5.42951328291642
20	afr	500	121.02995	93	10314	9.01687027341478
20	afr	1000	182.91667	141	10314	13.6707388016289
20	afr	2000	275.38254	207	10314	20.0698080279232
20	afr	3070	354.16423	268	10314	25.9840992825286
20	afr	5000	468.733	356	10314	34.5161915842544
20	afr	5040	470.82671	359	10314	34.8070583672678
20	afr	8128	615.12406	464	10314	44.9873957727361
21	afr	10	3.631173	1	6921	0.144487790781679
21	afr	20	7.051236	4	6921	0.577951163126716
21	afr	50	15.33941	8	6921	1.15590232625343
21	afr	100	25.51436	13	6921	1.87834128016183
21	afr	200	41.1673	21	6921	3.03424360641526
21	afr	500	73.13108	42	6921	6.06848721283052
21	afr	1000	110.659	70	6921	10.1141453547175
21	afr	2000	166.8443	110	6921	15.8936569859847
21	afr	3070	214.9318	134	6921	19.361363964745
21	afr	5000	285.1422	180	6921	26.0078023407022
21	afr	5040	286.4526	181	6921	26.1522901314839
21	afr	8128	375.557	245	6921	35.3995087415113
22	afr	10	3.56489747	2	8175	0.244648318042813
22	afr	20	6.83500567	5	8175	0.611620795107034
22	afr	50	14.68522372	13	8175	1.59021406727829
22	afr	100	24.40187498	17	8175	2.07951070336391
22	afr	200	39.1406972	25	8175	3.05810397553517
22	afr	500	69.5711723	45	8175	5.5045871559633
22	afr	1000	105.1136215	72	8175	8.80733944954128
22	afr	2000	158.0880672	105	8175	12.8440366972477
22	afr	3070	203.1591933	144	8175	17.6146788990826
22	afr	5000	268.527543	192	8175	23.4862385321101
22	afr	5040	269.7263	193	8175	23.6085626911315
22	afr	8128	352.239404	255	8175	31.1926605504587
24	afr	10	3.31244918414322	0	6033	0
24	afr	20	6.41991271696505	1.12872975277067	6033	0.187092616073375
24	afr	50	13.9761419820972	3.38618925831202	6033	0.561277848220126
24	afr	100	23.2587443904518	11.9011082693947	6033	1.97266836887033
24	afr	200	37.6001722932651	19.1585677749361	6033	3.17562867146297
24	afr	500	66.8347989002558	39.9607843137255	6033	6.6237003669361
24	afr	1000	101.069417263427	66.7630008525149	6033	11.0663021469443
24	afr	2000	152.23584	99.5950554134697	6033	16.508379813272
24	afr	3070	195.815065899403	126.912190963342	6033	21.036332001217
24	afr	5000	259.165199744246	187.289002557545	6033	31.0440912576736
24	afr	5040	260.344012276215	188.417732310315	6033	31.2311838737469
24	afr	8128	339.92796973572	261.824381926684	6033	43.3987041151474
25	afr	10	14.609684397939	1	22178	0.0450897285598341
25	afr	20	28.0611719663158	7	22178	0.315628099918839
25	afr	50	60.5468635328935	33.3106002367951	22178	1.50196592284224
25	afr	100	100.699424879569	50.285365495011	22178	2.26735348070209
25	afr	200	162.144373581537	90.5606879745082	22178	4.0833568389624
25	afr	500	288.292314776114	167.075615649649	22178	7.53339415860984
25	afr	1000	435.544015026616	263.162045910586	22178	11.8659052173589
25	afr	2000	654.903367473606	427.405843100654	22178	19.2716134502955
25	afr	3070	841.004236641241	539.738793751993	22178	24.3366757034896
25	afr	5000	1110.26160144319	718.861126417342	22178	32.4132530623745
25	afr	5040	1115.20296585263	727.810656933774	22178	32.8167849640984
25	afr	8128	1452.42751948272	978.99584884833	22178	44.1426570857755
26	afr	10	13.030974398995	4.69472361809045	23505	0.199732976732204
26	afr	20	25.1984080082915	15.3894472361809	23505	0.654730790733074
26	afr	50	54.6922743648241	35.0841708542714	23505	1.49262586063695
26	afr	100	90.9458508065327	74.5577889447236	23505	3.1719969770144
26	afr	200	146.617521567839	117.641959798995	23505	5.00497595400957
26	afr	500	260.690170746231	198.199748743719	23505	8.43223776829266
26	afr	1000	394.088231331658	291.757537688442	23505	12.4125733966578
26	afr	2000	593.443600145729	446.873115577889	23505	19.0118321879553
26	afr	3070	763.235868452261	580.072864321608	23505	24.6787008858374
26	afr	5000	1010.08955444724	788.83040201005	23505	33.5601107002787
26	afr	5040	1014.65010394472	792.525125628141	23505	33.7172995374661
26	afr	8128	1324.94631007538	1043.8932160804	23505	44.4115386547713
27	afr	10	11.6601953	13	19620	0.662589194699286
27	afr	20	22.4952902	25	19620	1.27420998980632
27	afr	50	48.736589	32	19620	1.63098878695209
27	afr	100	81.062287	49	19620	2.49745158002039
27	afr	200	130.693718	81	19620	4.12844036697248
27	afr	500	232.360066	148	19620	7.54332313965342
27	afr	1000	351.19951	221	19620	11.2640163098879
27	afr	2000	528.56894	346	19620	17.6350662589195
27	afr	3070	679.39722	471	19620	24.0061162079511
27	afr	5000	898.24644	606	19620	30.8868501529052
27	afr	5040	902.28192	609	19620	31.039755351682
27	afr	8128	1176.9644	811	19620	41.335372069317
28	afr	10	18.3379482	26	47499	0.547379944840944
28	afr	20	35.947899	41	47499	0.863176066864566
28	afr	50	78.414164	94	47499	1.97898903134803
28	afr	100	129.790529	152	47499	3.20006736983937
28	afr	200	207.10125	259	47499	5.45274637360787
28	afr	500	368.52255	421	47499	8.86334449146298
28	afr	1000	557.69389	645	47499	13.5792332470157
28	afr	2000	843.59597	931	47499	19.6004126402661
28	afr	3070	1091.05973	1217	47499	25.6215920335165
28	afr	5000	1457.89742	1664	47499	35.0323164698204
28	afr	5040	1464.6326	1669	47499	35.1375818438283
28	afr	8128	1935.97816	2222	47499	46.7799322090991
29	afr	10	4.6832104	0	10443	0
29	afr	20	9.0933863	2	10443	0.191515847936417
29	afr	50	19.7240973	8	10443	0.766063391745667
29	afr	100	32.771215	24	10443	2.298190175237
29	afr	200	52.670811	39	10443	3.73455903476013
29	afr	500	93.542156	74	10443	7.08608637364742
29	afr	1000	141.57713	130	10443	12.4485301158671
29	afr	2000	213.604402	192	10443	18.385521401896
29	afr	3070	275.503635	244	10443	23.3649334482428
29	afr	5000	366.23186	304	10443	29.1104088863353
29	afr	5040	367.92621	306	10443	29.3019247342718
29	afr	8128	484.09406	409	10443	39.1649909029972
30	afr	10	11.9571756760915	10.3326403326403	27474	0.376087949793998
30	afr	20	23.2879663407484	17.3326403326403	27474	0.630874293245989
30	afr	50	50.6807441461538	34.6652806652807	27474	1.26174858649198
30	afr	100	84.222583522869	65.995841995842	27474	2.40211989502228
30	afr	200	135.569990399168	106.659043659044	27474	3.88218110428201
30	afr	500	240.783469752599	191.320166320166	27474	6.96368080076312
30	afr	1000	364.510587856549	307.983367983368	27474	11.2099937389302
30	afr	2000	550.222243839917	481.642411642412	27474	17.5308441305384
30	afr	3070	709.928703399168	637.970893970894	27474	23.2208959005203
30	afr	5000	944.274726091476	860.962577962578	27474	31.3373581554407
30	afr	5040	948.664810810811	867.295218295218	27474	31.5678539089764
30	afr	8128	1248.55558087318	1179.9501039501	27474	42.9478817773204
31	afr	10	35.2467806354189	9	57595	0.156263564545533
31	afr	20	68.0151412344028	22	57595	0.381977602222415
31	afr	50	147.332101661319	62.0677361853832	57595	1.07765841106664
31	afr	100	244.985771476471	125.084670231729	57595	2.17179738226806
31	afr	200	394.698220086453	197.20320855615	57595	3.42396403431114
31	afr	500	701.785859142602	365.338680926916	57595	6.34323606088924
31	afr	1000	1060.69868214973	598.592691622103	57595	10.3931364115306
31	afr	2000	1596.59801903565	930.880570409982	57595	16.1625240109381
31	afr	3070	2052.56604298217	1244.06684491979	57595	21.6002577466758
31	afr	5000	2714.65077379501	1716.45632798574	57595	29.8021760219766
31	afr	5040	2726.82314189483	1724.47326203209	57595	29.941370987622
31	afr	8128	3558.49848250089	2329.79500891266	57595	40.4513414170095
32	afr	10	15.8608825	10	26001	0.384600592284912
32	afr	20	30.658456	16	26001	0.615360947655859
32	afr	50	66.534671	37	26001	1.42302219145417
32	afr	100	110.670081	72	26001	2.76912426445137
32	afr	200	178.52747	119	26001	4.57674704819045
32	afr	500	317.38038	213	26001	8.19199261566863
32	afr	1000	479.80829	334	26001	12.8456597823161
32	afr	2000	722.43895	508	26001	19.5377100880735
32	afr	3070	928.99604	674	26001	25.9220799200031
32	afr	5000	1229.10767	923	26001	35.4986346678974
32	afr	5040	1234.64224	930	26001	35.7678550824968
32	afr	8128	1611.81738	1257	26001	48.3442944502135
33	afr	10	25.2581278953054	9.89400440840925	58758	0.16838565656437
33	afr	20	49.2436425431597	34.7022937496898	58758	0.590596918712172
33	afr	50	107.248851938276	66.0875659467699	58758	1.12474158321879
33	afr	100	178.181101399124	114.842346203342	58758	1.95449719533241
33	afr	200	286.701781456164	194.732657968028	58758	3.31414714537643
33	afr	500	509.284634139777	373.137941865247	58758	6.35041937889729
33	afr	1000	770.989009778213	567.617760964317	58758	9.66026346989886
33	afr	2000	1164.06614394484	870.222405423936	58758	14.8102795436185
33	afr	3070	1502.3078236981	1165.05052312206	58758	19.8279472262851
33	afr	5000	1999.07917200845	1609.88538939822	58758	27.3985736307944
33	afr	5040	2008.38358752147	1617.88358107996	58758	27.5346945280636
33	afr	8128	2644.16529081092	2158.83241915932	58758	36.7410806895967
34	afr	10	18.2422312	10	31911	0.313371564664222
34	afr	20	35.439197	17	31911	0.532731659929178
34	afr	50	77.28654	39	31911	1.22214910219047
34	afr	100	128.528252	59	31911	1.84889223151891
34	afr	200	207.56303	91	31911	2.85168123844442
34	afr	500	369.09486	173	31911	5.42132806869105
34	afr	1000	558.15525	273	31911	8.55504371533327
34	afr	2000	841.19429	432	31911	13.5376515934944
34	afr	3070	1082.61239	580	31911	18.1755507505249
34	afr	5000	1434.39474	804	31911	25.1950737990035
34	afr	5040	1440.89647	813	31911	25.4771082072013
34	afr	8128	1883.05487	1123	31911	35.1916267117922
35	afr	10	3.6263566	1	5943	0.16826518593303
35	afr	20	6.9935566	2	5943	0.336530371866061
35	afr	50	15.157315	9	5943	1.51438667339727
35	afr	100	25.222406	15	5943	2.52397778899546
35	afr	200	40.717064	26	5943	4.37489483425879
35	afr	500	72.383211	60	5943	10.0959111559818
35	afr	1000	109.40279	80	5943	13.4612148746424
35	afr	2000	164.61791	109	5943	18.3409052667003
35	afr	3070	211.52044	150	5943	25.2397778899546
35	afr	5000	279.48226	199	5943	33.4847720006731
35	afr	5040	280.74294	203	5943	34.1578327444052
35	afr	8128	365.90413	264	5943	44.42200908632
36	afr	10	14.577395	2	25500	0.0784313725490196
36	afr	20	28.171799	10	25500	0.392156862745098
36	afr	50	61.117276	35	25500	1.37254901960784
36	afr	100	101.679423	62	25500	2.43137254901961
36	afr	200	164.07544	91	25500	3.56862745098039
36	afr	500	291.61664	176	25500	6.90196078431373
36	afr	1000	440.91617	277	25500	10.8627450980392
36	afr	2000	663.8774	455	25500	17.843137254902
36	afr	3070	853.75063	596	25500	23.3725490196078
36	afr	5000	1129.60396	799	25500	31.3333333333333
36	afr	5040	1134.7088	802	25500	31.4509803921569
36	afr	8128	1481.8729	1062	25500	41.6470588235294
37	afr	10	10.18351421	5	19029	0.262756844815807
37	afr	20	19.71550467	13	19029	0.683167796521099
37	afr	50	42.80250231	29	19029	1.52398969993168
37	afr	100	71.189959	52	19029	2.7326711860844
37	afr	200	114.8050292	82	19029	4.30921225497924
37	afr	500	204.0146082	145	19029	7.61994849965842
37	afr	1000	308.5505478	232	19029	12.1919175994535
37	afr	2000	464.8511492	369	19029	19.3914551474066
37	afr	3070	598.261281	480	19029	25.2246571023175
37	afr	5000	792.539595	636	19029	33.4226706605707
37	afr	5040	796.142621	643	19029	33.7905302433128
37	afr	8128	1041.606178	860	19029	45.1941773083189
38	afr	10	18.4889202	11	32334	0.34019917115111
38	afr	20	35.71013636	18	32334	0.556689552792726
38	afr	50	77.37621014	64	32334	1.97934063215191
38	afr	100	128.6886652	99	32334	3.06179254035999
38	afr	200	207.4065844	144	32334	4.45351642234181
38	afr	500	368.6308251	243	32334	7.5153089627018
38	afr	1000	557.3384742	365	32334	11.2884270427414
38	afr	2000	839.2059521	544	32334	16.8243953732913
38	afr	3070	1079.3961076	727	32334	22.4840724933507
38	afr	5000	1428.557936	982	32334	30.3705078245809
