block	pop	downsample	exp_all	obs_all	N_bp	per_kb
91	sas	200	22.169493	14	7245	1.93236714975845
91	sas	500	45.029189	38	7245	5.24499654934438
91	sas	1000	74.34847	61	7245	8.41959972394755
91	sas	2000	120.12756	106	7245	14.6307798481712
91	sas	3070	160.19643	139	7245	19.1856452726018
91	sas	5000	220.10931	198	7245	27.3291925465839
91	sas	5040	221.26518	199	7245	27.4672187715666
91	sas	8128	299.76237	270	7245	37.2670807453416
91	sas	9197	323.58089	290	7245	40.0276052449966
91	sas	10000	340.79274	311	7245	42.9261559696342
91	sas	10824	357.97656	333	7245	45.9627329192547
91	sas	15000	436.27032	408	7245	56.3146997929607
91	sas	15308	441.65629	413	7245	57.0048309178744
93	sas	10	0.826068	0	3183	0
93	sas	20	1.645804	2	3183	0.628338045868677
93	sas	50	4.04488	4	3183	1.25667609173735
93	sas	100	7.53598	8	3183	2.51335218347471
93	sas	200	13.67731	16	3183	5.02670436694942
93	sas	500	27.68494	27	3183	8.48256361922714
93	sas	1000	45.8099	47	3183	14.7659440779139
93	sas	2000	73.5519	80	3183	25.1335218347471
93	sas	3070	97.6192	102	3183	32.0452403393025
93	sas	5000	132.9563	143	3183	44.9261702796104
93	sas	5040	133.6214	143	3183	44.9261702796104
93	sas	8128	179.0273	192	3183	60.320452403393
93	sas	9197	192.5792	218	3183	68.4888469996858
93	sas	10000	202.3243	226	3183	71.0021991831605
93	sas	10824	211.9408	233	3183	73.2013823437009
93	sas	15000	255.4316	293	3183	92.0515237197612
93	sas	15308	258.3816	296	3183	92.9940307885642
94	sas	10	1.8800008	2	8316	0.24050024050024
94	sas	20	3.7922231	3	8316	0.360750360750361
94	sas	50	9.129354	7	8316	0.841750841750842
94	sas	100	17.099646	14	8316	1.68350168350168
94	sas	200	31.0249	23	8316	2.76575276575277
94	sas	500	63.07497	42	8316	5.05050505050505
94	sas	1000	104.04092	66	8316	7.93650793650794
94	sas	2000	167.85025	124	8316	14.9110149110149
94	sas	3070	223.65179	159	8316	19.1197691197691
94	sas	5000	306.50258	221	8316	26.5752765752766
94	sas	5040	308.06049	224	8316	26.9360269360269
94	sas	8128	415.34734	307	8316	36.9167869167869
94	sas	9197	447.83755	333	8316	40.04329004329
94	sas	10000	471.2531	357	8316	42.9292929292929
94	sas	10824	494.432	363	8316	43.6507936507937
94	sas	15000	599.9138	437	8316	52.5493025493026
94	sas	15308	607.1428	442	8316	53.1505531505532
95	sas	10	4.665381	3	19743	0.151952590791673
95	sas	20	9.395842	8	19743	0.405206908777795
95	sas	50	22.883035	23	19743	1.16496986273616
95	sas	100	42.881104	48	19743	2.43124145266677
95	sas	200	77.869408	87	19743	4.40662513295852
95	sas	500	158.099497	177	19743	8.96520285670871
95	sas	1000	261.00833	270	19743	13.6757331712506
95	sas	2000	420.61085	426	19743	21.5772678924176
95	sas	3070	559.70702	559	19743	28.3138327508484
95	sas	5000	765.70347	786	19743	39.8115787874183
95	sas	5040	769.63993	788	19743	39.9128805146128
95	sas	8128	1036.07694	1040	19743	52.6768981411133
95	sas	9197	1116.47565	1113	19743	56.3744111837107
95	sas	10000	1174.2554	1181	19743	59.8186699083219
95	sas	10824	1231.60349	1239	19743	62.756419996961
95	sas	15000	1491.69698	1490	19743	75.4697867598642
95	sas	15308	1509.4801	1504	19743	76.1788988502254
96	sas	10	2.65633576	7	11457	0.610980186785371
96	sas	20	5.35535321	14	11457	1.22196037357074
96	sas	50	13.02601	24	11457	2.09478921183556
96	sas	100	24.4130918	34	11457	2.96761805010038
96	sas	200	44.3283205	56	11457	4.88784149428297
96	sas	500	90.0193646	102	11457	8.90285415030113
96	sas	1000	148.598223	168	11457	14.6635244828489
96	sas	2000	239.543373	276	11457	24.0900759361089
96	sas	3070	318.86319	365	11457	31.8582525966658
96	sas	5000	436.457417	499	11457	43.5541590294143
96	sas	5040	438.699614	502	11457	43.8160076808938
96	sas	8128	590.956222	665	11457	58.0431177446103
96	sas	9197	636.936396	718	11457	62.6691105874138
96	sas	10000	670.004398	761	11457	66.4222745919525
96	sas	10824	702.834335	791	11457	69.040761106747
96	sas	15000	851.836126	978	11457	85.362660382299
96	sas	15308	862.036429	984	11457	85.8863576852579
97	sas	10	2.17689129	2	12291	0.162720689935725
97	sas	20	4.41741215	5	12291	0.406801724839313
97	sas	50	10.800992	15	12291	1.22040517451794
97	sas	100	20.2876799	27	12291	2.19672931413229
97	sas	200	36.8531147	55	12291	4.47481897323245
97	sas	500	74.845932	99	12291	8.0546741518184
97	sas	1000	123.560576	151	12291	12.2854120901473
97	sas	2000	199.438356	254	12291	20.6655276218371
97	sas	3070	265.709231	335	12291	27.255715564234
97	sas	5000	364.414801	441	12291	35.8799121308274
97	sas	5040	366.320746	446	12291	36.2867138556667
97	sas	8128	494.950301	607	12291	49.3857293954926
97	sas	9197	533.903203	661	12291	53.7791880237572
97	sas	10000	561.963534	690	12291	56.1386380278252
97	sas	10824	589.94034	720	12291	58.5794483768611
97	sas	15000	717.08267	859	12291	69.888536327394
97	sas	15308	725.81111	865	12291	70.3766983972012
98	sas	10	5.2509929	5	21456	0.23303504847129
98	sas	20	10.537756	10	21456	0.46607009694258
98	sas	50	25.627638	24	21456	1.11856823266219
98	sas	100	47.945755	44	21456	2.05070842654735
98	sas	200	87.03957	86	21456	4.00820283370619
98	sas	500	176.65354	175	21456	8.15622669649515
98	sas	1000	291.70877	299	21456	13.9354958985831
98	sas	2000	469.67968	448	21456	20.8799403430276
98	sas	3070	624.6607	607	21456	28.2904548844146
98	sas	5000	853.5959	844	21456	39.3363161819538
98	sas	5040	857.9339	844	21456	39.3363161819538
98	sas	8128	1153.1443	1159	21456	54.017524235645
98	sas	9197	1242.0564	1227	21456	57.1868008948546
98	sas	10000	1305.9212	1291	21456	60.1696495152871
98	sas	10824	1369.1594	1359	21456	63.3389261744966
98	sas	15000	1655.7775	1624	21456	75.689783743475
98	sas	15308	1675.3372	1643	21456	76.5753169276659
99	sas	10	6.76158181230383	4	28687	0.139435981455014
99	sas	20	13.5594811258997	8	28687	0.278871962910029
99	sas	50	33.0428995668142	18	28687	0.627461916547565
99	sas	100	61.9253710039823	39	28687	1.35950081918639
99	sas	200	112.502083243068	74.7035398230089	28687	2.60409034834625
99	sas	500	228.392577065487	174.542772861357	28687	6.08438570995074
99	sas	1000	376.980009791445	312.949852507375	28687	10.909117457642
99	sas	2000	606.903385269616	505.924778761062	28687	17.6360295172399
99	sas	3070	806.755354436873	707.035398230089	28687	24.6465436689124
99	sas	5000	1101.53199879351	944.306784660767	28687	32.9175858284508
99	sas	5040	1107.18796549263	949.306784660767	28687	33.0918808052695
99	sas	8128	1486.26271440118	1291.68879056047	28687	45.0269735615599
99	sas	9197	1600.39417376106	1390.82448377581	28687	48.482744231736
99	sas	10000	1682.0615670413	1476.52802359882	28687	51.4702835290836
99	sas	10824	1763.08794417404	1568.23156342183	28687	54.6669767986137
99	sas	15000	2129.30842091445	1897.34218289086	28687	66.1394423568467
99	sas	15308	2154.30992133923	1919.91002949853	28687	66.9261348171133
100	sas	10	5.8402676	3	24246	0.123731749566939
100	sas	20	11.6880658	7	24246	0.288707415656191
100	sas	50	28.6430227	14	24246	0.577414831312381
100	sas	100	53.665572	32	24246	1.31980532871401
100	sas	200	97.53119	53	24246	2.18592757568259
100	sas	500	197.840956	114	24246	4.70180648354368
100	sas	1000	326.720942	201	24246	8.29002722098491
100	sas	2000	525.53294	344	24246	14.1879072836757
100	sas	3070	697.9812	456	24246	18.8072259341747
100	sas	5000	951.76936	629	24246	25.9424234925349
100	sas	5040	956.673	630	24246	25.9836674090572
100	sas	8128	1282.45834	851	24246	35.0985729604883
100	sas	9197	1380.31248	908	24246	37.4494762022602
100	sas	10000	1450.18747	964	24246	39.7591355275097
100	sas	10824	1519.57757	1020	24246	42.0687948527592
100	sas	15000	1832.48253	1280	24246	52.7922131485606
100	sas	15308	1853.77794	1294	24246	53.369627979873
101	sas	10	2.7626657	3	13068	0.229568411386593
101	sas	20	5.5711214	4	13068	0.306091215182124
101	sas	50	13.625716	9	13068	0.68870523415978
101	sas	100	25.548283	15	13068	1.14784205693297
101	sas	200	46.407568	32	13068	2.44872972145699
101	sas	500	94.18935	81	13068	6.19834710743802
101	sas	1000	155.54117	145	13068	11.095806550352
101	sas	2000	250.66489	244	13068	18.6715641261096
101	sas	3070	333.53169	326	13068	24.9464340373431
101	sas	5000	456.33762	459	13068	35.1239669421488
101	sas	5040	458.69779	459	13068	35.1239669421488
101	sas	8128	617.77858	640	13068	48.9745944291399
101	sas	9197	665.77401	699	13068	53.4894398530762
101	sas	10000	700.26151	742	13068	56.779920416284
101	sas	10824	734.55922	786	13068	60.1469237832874
101	sas	15000	890.0218	968	13068	74.0740740740741
101	sas	15308	900.6562	977	13068	74.7627793082339
102	sas	10	2.9330518	6	17673	0.339500933627568
102	sas	20	6.016091	8	17673	0.452667911503423
102	sas	50	14.707655	15	17673	0.848752334068919
102	sas	100	27.698676	23	17673	1.30142024557234
102	sas	200	50.314209	51	17673	2.88575793583432
102	sas	500	102.28192	111	17673	6.28076727211
102	sas	1000	168.79219	176	17673	9.95869405307531
102	sas	2000	273.15459	282	17673	15.9565438804957
102	sas	3070	364.70563	369	17673	20.8793074180954
102	sas	5000	502.21037	521	17673	29.4799977366604
102	sas	5040	504.88756	521	17673	29.4799977366604
102	sas	8128	685.91288	719	17673	40.6835285463702
102	sas	9197	741.04706	771	17673	43.6258699711424
102	sas	10000	780.94644	819	17673	46.341877440163
102	sas	10824	820.88451	862	17673	48.7749674644939
102	sas	15000	1003.1566	1047	17673	59.2429129180105
102	sas	15308	1015.7376	1060	17673	59.9784982742036
103	sas	10	2.40428918010076	3.75188916876574	9383	0.399860297214722
103	sas	20	4.8114863356843	8.50377833753149	9383	0.906296316479963
103	sas	50	11.7852365256087	13.2556675062972	9383	1.4127323357452
103	sas	100	22.0542096859782	24.6767422334173	9383	2.62994162138093
103	sas	200	40.0645299924433	38.0151133501259	9383	4.05148815412191
103	sas	500	81.2441832493703	61.1053736356003	9383	6.51234931638072
103	sas	1000	134.217983677582	92.6994122586062	9383	9.87950679511949
103	sas	2000	215.871354802687	150.797229219144	9383	16.0713235872476
103	sas	3070	286.746883702771	209.985306465155	9383	22.379335656523
103	sas	5000	391.107421024349	288.594458438287	9383	30.7571627878383
103	sas	5040	393.105853484467	291.429051217464	9383	31.0592615599983
103	sas	8128	527.247172989085	391.714945424013	9383	41.747303146543
103	sas	9197	567.508719731318	419.970612930311	9383	44.758671313046
103	sas	10000	596.331245121746	445.978169605374	9383	47.5304454444606
103	sas	10824	624.915475247691	472.903022670025	9383	50.3999811009299
103	sas	15000	754.002766154492	586.271620486986	9383	62.4823212711271
103	sas	15308	762.774961393787	594.94080604534	9383	63.4062459815986
104	sas	10	1.296157	0	7602	0
104	sas	20	2.650723	2	7602	0.263088660878716
104	sas	50	6.459718	5	7602	0.65772165219679
104	sas	100	12.127654	10	7602	1.31544330439358
104	sas	200	22.008662	21	7602	2.76243093922652
104	sas	500	44.71451	48	7602	6.31412786108919
104	sas	1000	73.8363	73	7602	9.60273612207314
104	sas	2000	119.40406	115	7602	15.1275980005262
104	sas	3070	159.40879	150	7602	19.7316495659037
104	sas	5000	219.43413	210	7602	27.6243093922652
104	sas	5040	220.58058	211	7602	27.7558537227046
104	sas	8128	299.5714	277	7602	36.4377795317022
104	sas	9197	323.5836	297	7602	39.0686661404893
104	sas	10000	341.0177	318	7602	41.8310970797159
104	sas	10824	358.3947	334	7602	43.9358063667456
104	sas	15000	437.8759	411	7602	54.0647198105762
104	sas	15308	443.3465	419	7602	55.117074454091
105	sas	10	9.38068045341086	7	57348	0.122061798144661
105	sas	20	19.2291827215193	17.1356629087852	57348	0.29880140386387
105	sas	50	46.7941455851295	39.0305903972641	57348	0.680592006648255
105	sas	100	87.9193587857698	80.555586301643	57348	1.40467995922513
105	sas	200	159.549152871543	138.329536364895	57348	2.41210742074519
105	sas	500	324.290882302055	296.816470177866	57348	5.17570743840877
105	sas	1000	535.347157048002	489.776540764351	57348	8.54042932210977
105	sas	2000	866.332580831441	790.076124840059	57348	13.7768732098776
105	sas	3070	1157.25580202767	1083.28502910726	57348	18.8896740794319
105	sas	5000	1594.54943486964	1504.41724337029	57348	26.2331248408016
105	sas	5040	1602.90961673866	1514.26517447143	57348	26.4048471519744
105	sas	8128	2179.44739565631	2064.04125153677	57348	35.9915123724763
105	sas	9197	2354.98265686738	2237.90195361084	57348	39.0231909327412
105	sas	10000	2482.52603601278	2372.00047823663	57348	41.3615205105083
105	sas	10824	2609.76336936715	2501.30316441266	57348	43.6162231361627
105	sas	15000	3192.13552030943	3071.92712873963	57348	53.5664213004748
105	sas	15308	3232.3035172645	3116.90720385809	57348	54.3507568504236
106	sas	10	9.1090822	7	37572	0.186308953475993
106	sas	20	18.3132649	12	37572	0.319386777387416
106	sas	50	44.5638775	42	37572	1.11785372085596
106	sas	100	83.518569	75	37572	1.99616735867135
106	sas	200	151.688123	121	37572	3.22048333865645
106	sas	500	308.011641	251	37572	6.68050676035346
106	sas	1000	508.393978	423	37572	11.2583839029064
106	sas	2000	819.00828	689	37572	18.3381241349941
106	sas	3070	1089.46746	914	37572	24.3266262110082
106	sas	5000	1489.3713	1286	37572	34.2276163100181
106	sas	5040	1497.01794	1295	37572	34.4671563930587
106	sas	8128	2012.92111	1741	37572	46.3376982859576
106	sas	9197	2168.51508	1873	37572	49.8509528372192
106	sas	10000	2280.12188	1961	37572	52.1931225380603
106	sas	10824	2390.87121	2062	37572	54.881294581071
106	sas	15000	2892.45959	2508	37572	66.75183647397
106	sas	15308	2926.72503	2528	37572	67.2841477696157
0	nfe	10	0.87517011	0	8490	0
0	nfe	20	1.72653293	0	8490	0
0	nfe	50	4.5661068	2	8490	0.235571260306243
0	nfe	100	9.0490816	6	8490	0.706713780918728
0	nfe	200	17.468605	13	8490	1.53121319199058
0	nfe	500	40.564101	40	8490	4.71142520612485
0	nfe	1000	73.888908	87	8490	10.2473498233216
0	nfe	2000	130.151	147	8490	17.3144876325088
0	nfe	3070	181.572638	200	8490	23.5571260306243
0	nfe	5000	262.139931	261	8490	30.7420494699647
0	nfe	5040	263.607721	263	8490	30.9776207302709
0	nfe	8128	370.51026	369	8490	43.4628975265018
0	nfe	9197	403.15299	392	8490	46.1719670200236
0	nfe	10000	426.83536	405	8490	47.7031802120141
0	nfe	10824	450.28687	422	8490	49.7055359246172
0	nfe	15000	556.20096	522	8490	61.4840989399293
0	nfe	15308	563.11945	526	8490	61.9552414605418
0	nfe	17296	608.41645	560	8490	65.9599528857479
0	nfe	20000	666.37689	623	8490	73.3804475853946
0	nfe	25000	761.43632	707	8490	83.2744405182568
0	nfe	30000	846.20057	784	8490	92.3439340400471
0	nfe	35000	924.09942	876	8490	103.180212014134
0	nfe	40000	994.11334	940	8490	110.718492343934
0	nfe	45000	1060.05745	1011	8490	119.081272084806
0	nfe	50000	1121.77457	1080	8490	127.208480565371
0	nfe	55000	1179.75842	1138	8490	134.040047114252
0	nfe	56885	1200.13417	1155	8490	136.042402826855
1	nfe	10	1.52508889	2	13239	0.151068811843795
1	nfe	20	3.0055254	2	13239	0.151068811843795
1	nfe	50	7.9656665	8	13239	0.604275247375179
1	nfe	100	15.776236	16	13239	1.20855049475036
1	nfe	200	30.494116	38	13239	2.8703074250321
1	nfe	500	70.702243	77	13239	5.8161492559861
1	nfe	1000	128.683393	131	13239	9.89500717576856
1	nfe	2000	226.48768	224	13239	16.919706926505
1	nfe	3070	315.81839	316	13239	23.8688722713196
1	nfe	5000	455.59914	449	13239	33.9149482589319
1	nfe	5040	458.15116	450	13239	33.9904826648538
1	nfe	8128	643.26262	615	13239	46.4536596419669
1	nfe	9197	699.66392	673	13239	50.834655185437
1	nfe	10000	740.61323	714	13239	53.9315658282348
1	nfe	10824	781.06161	772	13239	58.3125613717048
1	nfe	15000	963.60312	960	13239	72.5130296850215
1	nfe	15308	975.55233	971	13239	73.3439081501624
1	nfe	17296	1053.52635	1065	13239	80.4441423068208
1	nfe	20000	1153.07331	1157	13239	87.3933076516353
1	nfe	25000	1316.0448	1341	13239	101.291638341264
1	nfe	30000	1461.0329	1479	13239	111.715386358486
1	nfe	35000	1593.8947	1638	13239	123.725356900068
1	nfe	40000	1713.1792	1777	13239	134.224639323212
1	nfe	45000	1825.3656	1886	13239	142.457889568699
1	nfe	50000	1930.1921	1995	13239	150.691139814185
1	nfe	55000	2028.4196	2116	13239	159.830802930735
1	nfe	56885	2062.9427	2155	13239	162.776644761689
2	nfe	10	1.4534028	2	11037	0.181208661774033
2	nfe	20	2.85855	3	11037	0.271812992661049
2	nfe	50	7.578976	5	11037	0.453021654435082
2	nfe	100	15.018545	10	11037	0.906043308870164
2	nfe	200	29.013179	24	11037	2.17450394128839
2	nfe	500	67.314622	52	11037	4.71142520612485
2	nfe	1000	122.49191	93	11037	8.42620277249253
2	nfe	2000	215.54993	175	11037	15.8557579052279
2	nfe	3070	300.4688	249	11037	22.5604783908671
2	nfe	5000	433.3209	384	11037	34.7920630606143
2	nfe	5040	435.7368	386	11037	34.9732717223883
2	nfe	8128	611.4057	552	11037	50.0135906496331
2	nfe	9197	664.9028	592	11037	53.6377638851137
2	nfe	10000	703.7353	629	11037	56.9901241279333
2	nfe	10824	742.0887	669	11037	60.614297363414
2	nfe	15000	914.9659	873	11037	79.0975808643653
2	nfe	15308	926.2473	885	11037	80.1848328350095
2	nfe	17296	999.9802	963	11037	87.2519706441968
2	nfe	20000	1094.1092	1059	11037	95.9499864093504
2	nfe	25000	1248.0619	1204	11037	109.087614387968
2	nfe	30000	1384.8802	1339	11037	121.319199057715
2	nfe	35000	1510.2257	1481	11037	134.185014043671
2	nfe	40000	1622.6284	1587	11037	143.789073117695
2	nfe	45000	1728.2386	1684	11037	152.577693213736
2	nfe	50000	1826.8514	1790	11037	162.181752287759
2	nfe	55000	1919.2188	1900	11037	172.148228685331
2	nfe	56885	1951.6353	1938	11037	175.591193259038
3	nfe	10	3.7412272	3	28833	0.10404744563521
3	nfe	20	7.3544936	6	28833	0.208094891270419
3	nfe	50	19.496537	13	28833	0.450872264419242
3	nfe	100	38.633784	31	28833	1.0751569382305
3	nfe	200	74.620558	54	28833	1.87285402143377
3	nfe	500	173.26178	137	28833	4.75150001734124
3	nfe	1000	315.20072	252	28833	8.73998543335761
3	nfe	2000	554.82816	490	28833	16.9944161204176
3	nfe	3070	773.41981	677	28833	23.480040231679
3	nfe	5000	1115.79779	1001	28833	34.7171643602816
3	nfe	5040	1122.01876	1010	28833	35.0293066971873
3	nfe	8128	1574.7851	1444	28833	50.0815038324142
3	nfe	9197	1712.7319	1575	28833	54.6249089584851
3	nfe	10000	1812.9152	1675	28833	58.0931571463254
3	nfe	10824	1911.8712	1765	28833	61.2145805153817
3	nfe	15000	2358.0376	2198	28833	76.2320951687303
3	nfe	15308	2387.1324	2233	28833	77.4459820344744
3	nfe	17296	2577.4538	2435	28833	84.4518433739118
3	nfe	20000	2820.5618	2687	28833	93.1918288072694
3	nfe	25000	3218.5559	3098	28833	107.446328859293
3	nfe	30000	3572.3909	3464	28833	120.140117226789
3	nfe	35000	3896.8802	3776	28833	130.961051572851
3	nfe	40000	4187.9794	4103	28833	142.302223147088
3	nfe	45000	4461.4887	4400	28833	152.602920264974
3	nfe	50000	4716.9705	4664	28833	161.759095480873
3	nfe	55000	4956.2573	4922	28833	170.707175805501
3	nfe	56885	5040.3434	5025	28833	174.279471438976
4	nfe	10	0.7461848	0	6117	0
4	nfe	20	1.4778041	0	6117	0
4	nfe	50	3.9147437	1	6117	0.163478829491581
4	nfe	100	7.73928	7	6117	1.14435180644107
4	nfe	200	14.987625	10	6117	1.63478829491581
4	nfe	500	34.690863	29	6117	4.74088605525584
4	nfe	1000	63.142796	53	6117	8.66437796305378
4	nfe	2000	111.20227	99	6117	16.1844041196665
4	nfe	3070	155.18515	135	6117	22.0696419813634
4	nfe	5000	224.09885	190	6117	31.0609776034004
4	nfe	5040	225.37142	192	6117	31.3879352623835
4	nfe	8128	316.99655	282	6117	46.1010299166258
4	nfe	9197	344.9483	312	6117	51.0053948013732
4	nfe	10000	365.26017	343	6117	56.0732385156122
4	nfe	10824	385.33205	359	6117	58.6888997874775
4	nfe	15000	476.19982	451	6117	73.728952100703
4	nfe	15308	482.19293	455	6117	74.3828674186693
4	nfe	17296	521.15796	489	6117	79.941147621383
4	nfe	20000	570.9294	548	6117	89.5863985613863
4	nfe	25000	652.629	629	6117	102.828183750204
4	nfe	30000	725.5329	707	6117	115.579532450548
4	nfe	35000	792.3315	774	6117	126.532614026484
4	nfe	40000	852.5507	853	6117	139.447441556318
4	nfe	45000	909.328	911	6117	148.92921366683
4	nfe	50000	962.4983	960	6117	156.939676311918
4	nfe	55000	1012.281	1017	6117	166.257969592938
4	nfe	56885	1029.836	1034	6117	169.037109694295
5	nfe	10	2.59486051	2	22692	0.0881367882954345
5	nfe	20	5.11612625	4	22692	0.176273576590869
5	nfe	50	13.5583189	17	22692	0.749162700511193
5	nfe	100	26.8269091	25	22692	1.10170985369293
5	nfe	200	51.8878671	45	22692	1.98307773664728
5	nfe	500	120.42343	93	22692	4.0983606557377
5	nfe	1000	218.980817	182	22692	8.02044773488454
5	nfe	2000	385.749896	336	22692	14.806980433633
5	nfe	3070	538.040023	474	22692	20.888418826018
5	nfe	5000	777.130296	646	22692	28.4681826194253
5	nfe	5040	781.494556	655	22692	28.8647981667548
5	nfe	8128	1098.60408	946	22692	41.6887008637405
5	nfe	9197	1195.33968	1024	22692	45.1260356072625
5	nfe	10000	1265.71364	1073	22692	47.2853869205006
5	nfe	10824	1335.19888	1123	22692	49.4888066278865
5	nfe	15000	1649.40506	1397	22692	61.563546624361
5	nfe	15308	1669.99769	1423	22692	62.7093248722017
5	nfe	17296	1804.45497	1543	22692	67.9975321699277
5	nfe	20000	1976.36141	1691	22692	74.5196545037899
5	nfe	25000	2258.60879	1935	22692	85.2723426758329
5	nfe	30000	2510.15183	2188	22692	96.4216463952054
5	nfe	35000	2741.07138	2403	22692	105.896351136965
5	nfe	40000	2948.89541	2615	22692	115.238850696281
5	nfe	45000	3144.62665	2816	22692	124.096597919972
5	nfe	50000	3327.69657	3001	22692	132.249250837299
5	nfe	55000	3499.04316	3171	22692	139.740877842411
5	nfe	56885	3559.47883	3232	22692	142.429049885422
6	nfe	10	1.56247948	1	13917	0.071854566357692
6	nfe	20	3.0856253	2	13917	0.143709132715384
6	nfe	50	8.1734097	7	13917	0.502981964503844
6	nfe	100	16.1732093	14	13917	1.00596392900769
6	nfe	200	31.283354	24	13917	1.72450959258461
6	nfe	500	72.534482	54	13917	3.88014658331537
6	nfe	1000	131.992939	108	13917	7.76029316663074
6	nfe	2000	232.46887	201	13917	14.4427678378961
6	nfe	3070	324.30802	297	13917	21.3408062082345
6	nfe	5000	468.29443	441	13917	31.6878637637422
6	nfe	5040	470.93277	443	13917	31.8315728964576
6	nfe	8128	662.05308	628	13917	45.1246676726306
6	nfe	9197	720.35659	683	13917	49.0766688223037
6	nfe	10000	762.72511	716	13917	51.4478695121075
6	nfe	10824	804.60278	763	13917	54.825034130919
6	nfe	15000	993.93027	967	13917	69.4833656678882
6	nfe	15308	1006.36636	973	13917	69.9144930660344
6	nfe	17296	1087.41829	1034	13917	74.2976216138536
6	nfe	20000	1191.01647	1136	13917	81.6267873823382
6	nfe	25000	1361.02782	1288	13917	92.5486814687073
6	nfe	30000	1512.57602	1442	13917	103.614284687792
6	nfe	35000	1651.62647	1575	13917	113.170942013365
6	nfe	40000	1776.7888	1728	13917	124.164690666092
6	nfe	45000	1894.685	1837	13917	131.99683839908
6	nfe	50000	2005.0064	1959	13917	140.763095494719
6	nfe	55000	2108.3544	2062	13917	148.164115829561
6	nfe	56885	2144.7848	2107	13917	151.397571315657
7	nfe	10	3.25321905	4	27279	0.146632941090216
7	nfe	20	6.4387713	5	27279	0.18329117636277
7	nfe	50	17.0476996	14	27279	0.513215293815756
7	nfe	100	33.6977536	26	27279	0.953114117086403
7	nfe	200	65.2375714	46	27279	1.68627882253748
7	nfe	500	151.252946	107	27279	3.92243117416328
7	nfe	1000	275.15344	210	27279	7.69822940723634
7	nfe	2000	484.952071	410	27279	15.0298764617471
7	nfe	3070	676.85852	565	27279	20.711902928993
7	nfe	5000	978.35723	841	27279	30.8295758642179
7	nfe	5040	983.91131	847	27279	31.0495252758532
7	nfe	8128	1385.03111	1182	27279	43.3300340921588
7	nfe	9197	1507.56511	1303	27279	47.7656805601378
7	nfe	10000	1596.72095	1380	27279	50.5883646761245
7	nfe	10824	1684.81868	1463	27279	53.6309982037465
7	nfe	15000	2084.07548	1848	27279	67.7444187836797
7	nfe	15308	2110.38477	1878	27279	68.8441658418564
7	nfe	17296	2281.7168	2035	27279	74.5995087796474
7	nfe	20000	2500.9202	2272	27279	83.2875105392426
7	nfe	25000	2861.49499	2604	27279	95.4580446497306
7	nfe	30000	3183.6353	2878	27279	105.50240111441
7	nfe	35000	3479.53128	3194	27279	117.086403460537
7	nfe	40000	3746.48529	3449	27279	126.434253455039
7	nfe	45000	3998.43012	3719	27279	136.331976978628
7	nfe	50000	4234.42669	3953	27279	144.910004032406
7	nfe	55000	4455.46025	4165	27279	152.681549910187
7	nfe	56885	4533.57284	4236	27279	155.284284614539
9	nfe	10	1.40402495705827	2	12777	0.156531267120607
9	nfe	20	2.784949353539	4	12777	0.313062534241215
9	nfe	50	7.3425945747775	8.55414012738854	12777	0.669495196633681
9	nfe	100	14.5318077448884	14.5541401273885	12777	1.1390889979955
9	nfe	200	28.0635495001072	28.4901670634155	12777	2.22980097545711
9	nfe	500	65.2529901285037	65.3115443179137	12777	5.11164939484337
9	nfe	1000	118.899520712968	115.132921572412	12777	9.01095105051358
9	nfe	2000	209.876850255378	190.400158699522	12777	14.9017890506005
9	nfe	3070	293.205492059169	273.023247335349	12777	21.3683374293926
9	nfe	5000	424.440000009865	403.372729417315	12777	31.5702222287951
9	nfe	5040	426.843412152094	410.14979948101	12777	32.1006339110128
9	nfe	8128	602.090174656759	574.611979669305	12777	44.9723706401585
9	nfe	9197	655.829403050462	621.27440005147	12777	48.6244345348259
9	nfe	10000	694.891442710545	657.382680306247	12777	51.450471965739
9	nfe	10824	733.669036834159	703.140084496772	12777	55.0317041947853
9	nfe	15000	909.610255313217	888.481245576787	12777	69.537547591515
9	nfe	15308	921.17148110768	896.481245576787	12777	70.1636726599974
9	nfe	17296	996.844020902443	968.697806086341	12777	75.8157475218237
9	nfe	20000	1094.05640306633	1073.4798515945	12777	84.0165806992643
9	nfe	25000	1254.50662307899	1219.37017735744	12777	95.4347794754199
9	nfe	30000	1398.42324785734	1358.6753522486	12777	106.337587246505
9	nfe	35000	1531.27476821034	1472.96723069335	12777	115.282713523781
9	nfe	40000	1651.41782149478	1582.46237320123	12777	123.852420223936
9	nfe	45000	1765.04651182998	1688.10512771022	12777	132.120617336638
9	nfe	50000	1871.71125132536	1802.42801689935	12777	141.068170689469
9	nfe	55000	1972.20586190182	1897.73319179052	12777	148.527290583902
9	nfe	56885	2007.65759338823	1924.28733191791	12777	150.605567184622
10	nfe	10	0.8683012	0	6936	0
10	nfe	20	1.7210984	2	6936	0.288350634371396
10	nfe	50	4.548706	5	6936	0.720876585928489
10	nfe	100	8.999799	7	6936	1.00922722029988
10	nfe	200	17.402763	10	6936	1.44175317185698
10	nfe	500	40.35126	28	6936	4.03690888119954
10	nfe	1000	73.51053	57	6936	8.21799307958477
10	nfe	2000	129.56773	105	6936	15.1384083044983
10	nfe	3070	180.89985	149	6936	21.482122260669
10	nfe	5000	261.4394	228	6936	32.8719723183391
10	nfe	5040	262.9188	229	6936	33.0161476355248
